Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Borden Ian Frederick,"President, International",2022-08-01,Option Exercise,94,5320,500080,Aug 01 06:01 PM
Borden Ian Frederick,"President, International",2022-08-01,Sale,265,5320,1409800,Aug 01 06:01 PM
HERNANDEZ ENRIQUE JR,Non-Exec Chairman of the Board,2022-07-29,Sale,264.02,4500,1188090,Aug 01 05:58 PM
Hoovel Catherine A.,SVP - Corporate Controller,2022-07-27,Option Exercise,94.89,2371,224984,Jul 29 01:20 PM
Hoovel Catherine A.,SVP - Corporate Controller,2022-07-27,Sale,255.62,2371,606075,Jul 29 01:20 PM
Borden Ian Frederick,"President, International",2022-07-27,Sale,255.8,8000,2046400,Jul 29 01:17 PM
CAPOZZI HEIDI B,EVP - Chief People Officer,2022-05-28,Option Exercise,0,17221,0,Jun 01 04:48 PM
Ralls-Morrison Desiree,"EVP, Gen Counsel and Secretary",2022-05-17,Option Exercise,0,5396,0,May 19 04:33 PM
Erlinger Joseph M.,"President, McDonald's USA",2022-05-04,Option Exercise,97.15,4000,388600,May 06 04:03 PM
Erlinger Joseph M.,"President, McDonald's USA",2022-05-04,Sale,249.23,5892,1468440,May 06 04:03 PM
Engelbert Catherine M.,Director,2022-02-28,Buy,244.18,1000,244180,Mar 02 02:34 PM
Steijaert Manuel JM,EVP - Chief Customer Officer,2022-02-14,Option Exercise,0,815,0,Feb 16 05:36 PM
OZAN KEVIN M,EVP & CFO,2022-02-14,Option Exercise,0,6048,0,Feb 16 05:31 PM
Kempczinski Christopher J,President and CEO,2022-02-14,Option Exercise,0,4652,0,Feb 16 05:28 PM
Hoovel Catherine A.,SVP - Corporate Controller,2022-02-14,Option Exercise,0,410,0,Feb 16 05:25 PM
Henry Daniel,EVP - Chief Info. Officer,2022-02-14,Option Exercise,0,2327,0,Feb 16 05:23 PM
Erlinger Joseph M.,"President, McDonald's USA",2022-02-14,Option Exercise,0,3164,0,Feb 16 05:17 PM
DeBiase Francesca A.,EVP-Gl. Chief Sup. Chain Off.,2022-02-14,Option Exercise,0,2327,0,Feb 16 05:15 PM
Borden Ian Frederick,"President, International",2022-02-14,Option Exercise,0,2791,0,Feb 16 05:09 PM
Fallon Katherine Beirne,EVP - Chief Gl. Impact Officer,2021-11-18,Option Exercise,0,2900,0,Nov 19 04:03 PM
Erlinger Joseph M.,"President, McDonald's USA",2021-10-29,Option Exercise,97.15,4324,420077,Oct 29 05:05 PM
Erlinger Joseph M.,"President, McDonald's USA",2021-10-29,Sale,245.41,4324,1061153,Oct 29 05:05 PM
Borden Ian Frederick,"President, International",2021-10-28,Option Exercise,100.05,5948,595097,Oct 29 05:02 PM
Borden Ian Frederick,"President, International",2021-10-28,Sale,243.4,5948,1447743,Oct 29 05:02 PM
Hoovel Catherine A.,SVP - Corporate Controller,2021-07-29,Option Exercise,94,2261,212534,Jul 30 02:39 PM
OZAN KEVIN M,EVP & CFO,2021-07-29,Option Exercise,96.61,47649,4603497,Jul 30 02:45 PM
OZAN KEVIN M,EVP & CFO,2021-07-29,Sale,243.9,47649,11621591,Jul 30 02:45 PM
Hoovel Catherine A.,SVP - Corporate Controller,2021-07-29,Sale,243.45,2493,606922,Jul 30 02:39 PM
