Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Cafritz Diane L,"EVP, General Counsel & CHRO",2022-07-21,Option Exercise,58.38,15555,908101,Jul 22 04:16 PM
Cafritz Diane L,"EVP, General Counsel & CHRO",2022-07-21,Sale,94.75,15555,1473836,Jul 22 04:16 PM
Shamim Mohammad,EVP and CITO,2022-07-18,Sale,93.91,3456,324553,Jul 19 04:20 PM
Cafritz Diane L,"EVP, General Counsel & CHRO",2021-07-01,Option Exercise,58.38,15000,875700,Jul 05 04:17 PM
Cafritz Diane L,"EVP, General Counsel & CHRO",2021-07-01,Sale,91.06,18092,1647430,Jul 05 04:17 PM
Wilson Charles Joseph,SVP,2021-12-30,Option Exercise,63.17,16059,1014506,Jan 03 04:46 PM
Wilson Charles Joseph,SVP,2021-12-30,Sale,127.48,16059,2047201,Jan 03 04:46 PM
Lyski James,EVP & Chief Marketing Officer,2021-08-03,Option Exercise,51.63,63129,3259350,Aug 05 04:28 PM
Lyski James,EVP & Chief Marketing Officer,2021-08-03,Sale,139.54,63129,8809021,Aug 05 04:28 PM
Shamim Mohammad,EVP and CITO,2021-07-21,Option Exercise,73.76,22434,1654732,Jul 23 04:19 PM
Shamim Mohammad,EVP and CITO,2021-07-21,Sale,135.64,22434,3042945,Jul 23 04:19 PM
BLAYLOCK RONALD E,Director,2021-07-16,Sale,132.02,12500,1650250,Jul 20 04:34 PM
Shamim Mohammad,EVP and CITO,2021-07-15,Option Exercise,73.76,21000,1548960,Jul 16 04:37 PM
Shamim Mohammad,EVP and CITO,2021-07-15,Sale,131.11,26097,3421518,Jul 16 04:37 PM
Hill Edwin J,EVP & COO,2021-07-12,Sale,135.2,23362,3158542,Jul 13 04:28 PM
Hill Edwin J,EVP & COO,2021-07-09,Option Exercise,63.04,23362,1472740,Jul 13 04:28 PM
Hill Edwin J,EVP & COO,2021-07-09,Sale,134.69,6508,876533,Jul 13 04:28 PM
Cafritz Diane L,"SVP, General Counsel & CHRO",2021-07-06,Option Exercise,58.38,16000,934080,Jul 07 05:41 PM
Cafritz Diane L,"SVP, General Counsel & CHRO",2021-07-06,Sale,132.69,19580,2598010,Jul 07 05:41 PM
Mayor-Mora Enrique N,SVP & CFO,2021-06-30,Option Exercise,60.83,14016,852659,Jul 01 04:55 PM
Mayor-Mora Enrique N,SVP & CFO,2021-06-30,Sale,129.94,12031,1563308,Jul 01 04:55 PM
