Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Pecresse Jerome,Senior Vice President,2022-05-11,Sale,74.13,1442,106895,May 12 04:19 PM
Reynolds Paula Rosput,Director,2022-05-06,Buy,77.65,1200,93180,May 09 05:02 PM
GENERAL ELECTRIC CO,10% Owner,2022-05-06,Sale,34.45,72025826,2481289706,May 09 04:15 PM
Slattery John S.,Senior Vice President,2022-05-02,Buy,75,3601,270075,May 03 05:41 PM
Strazik Scott,Senior Vice President,2022-05-02,Buy,75.55,1237,93455,May 03 05:41 PM
Strazik Scott,Senior Vice President,2022-05-02,Buy,73.57,2500,183925,May 03 05:41 PM
CULP H LAWRENCE JR,Chairman and CEO,2022-05-02,Buy,74.53,65000,4844301,May 02 07:55 PM
Strazik Scott,Senior Vice President,2022-03-19,Option Exercise,0,2875,0,Mar 22 04:06 PM
Timko Thomas S,Vice President,2022-03-19,Option Exercise,0,2438,0,Mar 22 04:06 PM
Holston Michael J,Senior Vice President,2022-03-19,Option Exercise,0,3438,0,Mar 22 04:04 PM
Pecresse Jerome,Senior Vice President,2022-03-19,Option Exercise,0,2500,0,Mar 22 04:05 PM
Stokes Russell,Senior Vice President,2022-03-19,Option Exercise,0,4375,0,Mar 22 04:05 PM
Cox L Kevin,Senior Vice President,2022-03-19,Option Exercise,0,3750,0,Mar 22 04:04 PM
Timko Thomas S,Vice President,2022-03-02,Option Exercise,0,1990,0,Mar 03 08:10 PM
Strazik Scott,Senior Vice President,2022-03-02,Option Exercise,0,3419,0,Mar 03 08:09 PM
Pecresse Jerome,Senior Vice President,2022-03-02,Option Exercise,0,2654,0,Mar 03 08:07 PM
Stokes Russell,Senior Vice President,2022-03-02,Option Exercise,0,3572,0,Mar 03 08:08 PM
Cox L Kevin,Senior Vice President,2022-03-02,Option Exercise,0,3062,0,Mar 03 08:06 PM
Dybeck Happe Carolina,Senior Vice President,2022-03-02,Option Exercise,0,5103,0,Mar 03 08:06 PM
Holston Michael J,Senior Vice President,2022-03-02,Option Exercise,0,2807,0,Mar 03 08:07 PM
Timko Thomas S,Vice President,2022-02-14,Option Exercise,0,1648,0,Feb 16 04:12 PM
Pecresse Jerome,Senior Vice President,2022-02-10,Option Exercise,0,1301,0,Feb 14 04:13 PM
Strazik Scott,Senior Vice President,2022-02-10,Option Exercise,0,651,0,Feb 14 04:14 PM
Seidman Leslie,Director,2021-11-22,Buy,100.59,1000,100590,Nov 23 05:12 PM
Reynolds Paula Rosput,Director,2021-11-12,Buy,107.06,1000,107060,Nov 16 04:03 PM
Pecresse Jerome,Senior Vice President,2021-09-30,Option Exercise,0,456,0,Oct 01 04:52 PM
Timko Thomas S,Vice President,2021-09-10,Option Exercise,0,11705,0,Sep 13 04:34 PM
Stokes Russell,Senior Vice President,2021-09-09,Option Exercise,0,521,0,Sep 13 04:34 PM
Stokes Russell,Senior Vice President,2021-09-06,Option Exercise,0,728,0,Sep 08 07:58 PM
Pecresse Jerome,Senior Vice President,2021-09-06,Option Exercise,0,364,0,Sep 08 04:16 PM
Murphy Kieran Pius,Senior Vice President,2021-09-06,Option Exercise,0,546,0,Sep 08 04:16 PM
Strazik Scott,Senior Vice President,2021-07-28,Option Exercise,0,10404,0,Jul 29 04:33 PM
Murphy Kieran Pius,Senior Vice President,2021-07-28,Option Exercise,0,10404,0,Jul 29 04:31 PM
Pecresse Jerome,Senior Vice President,2021-07-28,Option Exercise,0,10404,0,Jul 29 04:32 PM
