Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Carlisle Stephen K.,Executive Vice President,2022-04-29,Sale,39.04,25645,1001181,May 03 05:10 PM
Jacobson Paul A,Executive Vice President & CFO,2022-04-28,Buy,38.79,35000,1357650,May 02 05:05 PM
Blissett Julian G.,Executive Vice President,2022-02-16,Sale,50.04,21742,1087970,Feb 18 05:12 PM
RUSSO PATRICIA F,Director,2022-02-10,Buy,50.61,6000,303660,Feb 14 08:31 AM
Hatto Christopher,Vice President & CAO,2022-01-04,Sale,65,47,3055,Jan 06 05:06 PM
Johnson Gerald,Executive Vice President,2022-01-04,Sale,65.01,14880,967349,Jan 06 05:06 PM
Glidden Craig B.,Executive Vice President & GC,2022-01-04,Sale,65.05,14191,923125,Jan 06 05:07 PM
Parks Douglas L,Executive Vice President,2021-11-29,Sale,61.31,9995,612793,Dec 01 05:20 PM
Blissett Julian G.,Executive Vice President,2021-11-18,Option Exercise,39,1374,53586,Nov 19 05:15 PM
Glidden Craig B.,Executive Vice President & GC,2021-11-18,Sale,65.03,3000,195090,Nov 19 05:16 PM
Blissett Julian G.,Executive Vice President,2021-11-18,Sale,65.02,1374,89337,Nov 19 05:15 PM
Hatto Christopher,Vice President & CAO,2021-11-18,Sale,65.01,600,39006,Nov 19 05:14 PM
Carlisle Stephen K.,Executive Vice President,2021-11-17,Option Exercise,41.4,24306,1006268,Nov 19 05:16 PM
Blissett Julian G.,Executive Vice President,2021-11-17,Option Exercise,39,8543,333177,Nov 19 05:15 PM
Reuss Mark L,President,2021-11-17,Option Exercise,34.34,189015,6490775,Nov 19 05:15 PM
Carlisle Stephen K.,Executive Vice President,2021-11-17,Sale,64.87,24306,1576730,Nov 19 05:16 PM
Glidden Craig B.,Executive Vice President & GC,2021-11-17,Sale,65,7204,468260,Nov 19 05:16 PM
Blissett Julian G.,Executive Vice President,2021-11-17,Sale,65,8543,555295,Nov 19 05:15 PM
MOTT RANDALL D,Executive Vice President & CIO,2021-11-17,Sale,65,15000,975000,Nov 19 05:15 PM
Reuss Mark L,President,2021-11-17,Sale,64.36,224527,14450191,Nov 19 05:15 PM
Hatto Christopher,Vice President & CAO,2021-11-17,Sale,65,7353,477945,Nov 19 05:14 PM
Reuss Mark L,President,2021-11-12,Option Exercise,34.34,14299,491028,Nov 16 05:14 PM
Reuss Mark L,President,2021-11-12,Sale,64,28787,1842368,Nov 16 05:14 PM
