Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MCDONNELL PADRAIG,Sr. Vice President,2022-06-30,Sale,118.62,1000,118625,Jul 01 02:48 PM
Thaysen Jacob,Sr. Vice President,2022-06-02,Sale,127.43,5879,749179,Jun 06 01:26 PM
Tang Michael,"SVP, General Counsel, and Sec.",2022-03-18,Sale,136.21,1210,164814,Mar 21 05:16 PM
Grau Dominique,Senior Vice President,2021-12-29,Sale,161,3669,590709,Dec 30 07:21 PM
McMullen Michael R.,CEO and President,2021-12-20,Sale,148.82,123459,18373168,Dec 21 02:36 PM
Gonsalves Rodney,"V.P., Corporate Controller",2021-12-02,Sale,151.89,800,121512,Dec 06 05:57 PM
Gonsalves Rodney,"V.P., Corporate Controller",2021-11-30,Sale,152.04,669,101713,Dec 02 02:26 PM
MCDONNELL PADRAIG,Senior Vice President,2021-11-19,Sale,165,1500,247500,Nov 23 12:59 PM
Grau Dominique,Senior Vice President,2021-08-18,Option Exercise,40.8,9033,368546,Aug 20 11:28 AM
Grau Dominique,Senior Vice President,2021-08-18,Sale,165.06,9033,1490942,Aug 20 11:28 AM
Grau Dominique,Senior Vice President,2021-08-05,Option Exercise,40.8,9033,368546,Aug 09 03:54 PM
Grau Dominique,Senior Vice President,2021-08-05,Sale,155,9033,1400115,Aug 09 03:54 PM
