Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kurian George,Chief Executive Officer,2022-07-26,Sale,70,2125,148750,Jul 27 06:15 PM
Kurian George,Chief Executive Officer,2022-07-25,Sale,69.38,2125,147432,Jul 27 06:15 PM
Kurian George,Chief Executive Officer,2022-07-20,Sale,70,2125,148750,Jul 21 05:52 PM
Kurian George,Chief Executive Officer,2022-06-21,Sale,65.04,2125,138210,Jun 23 05:00 PM
CERNUDA CESAR,President,2022-06-15,Sale,64.68,18000,1164235,Jun 17 02:00 PM
BERRY MICHAEL J,"EVP Finance & Operations, CFO",2022-06-03,Buy,72.04,5000,360216,Jun 06 05:00 PM
O'Callahan Elizabeth M,"EVP, Chief Legal Officer",2022-06-01,Option Exercise,0,3125,0,Jun 03 05:00 PM
Kurian George,Chief Executive Officer,2022-06-01,Option Exercise,0,31625,0,Jun 03 05:00 PM
BERRY MICHAEL J,"EVP Finance & Operations, CFO",2022-06-01,Option Exercise,0,7625,0,Jun 03 05:00 PM
Kurian George,Chief Executive Officer,2022-05-25,Sale,70,2125,148750,May 27 04:53 PM
Kurian George,Chief Executive Officer,2022-05-23,Sale,66.95,2125,142269,May 24 05:00 PM
O'Callahan Elizabeth M,"EVP, Chief Legal Officer",2022-05-15,Option Exercise,0,7175,0,May 16 05:07 PM
CERNUDA CESAR,President,2022-05-15,Option Exercise,0,8925,0,May 16 04:57 PM
Parks Robert,Chief Accounting Officer,2022-05-15,Option Exercise,0,1500,0,May 16 05:04 PM
Kurian George,CEO,2022-04-18,Sale,75.5,4250,320875,Apr 19 04:45 PM
BERRY MICHAEL J,"EVP Finance & Operations, CFO",2022-04-15,Option Exercise,0,29220,0,Apr 19 04:45 PM
Kurian George,CEO,2022-03-21,Sale,89.86,4250,381905,Mar 23 04:12 PM
CERNUDA CESAR,President,2022-03-15,Sale,80.79,14000,1131112,Mar 17 06:46 PM
Kurian George,CEO,2022-02-22,Sale,90.39,4250,384162,Feb 24 05:33 PM
Parks Robert,"VP, Chief Accounting Officer",2022-02-15,Option Exercise,0,3159,0,Feb 17 04:57 PM
Anderson Brad,"EVP, Hybrid Cloud Group",2022-02-15,Option Exercise,0,21908,0,Feb 17 04:56 PM
Kurian George,CEO,2022-01-24,Sale,83.72,4250,355801,Jan 26 04:23 PM
Kurian George,CEO,2021-12-20,Sale,87.02,4250,369834,Dec 22 04:41 PM
CERNUDA CESAR,President,2021-12-15,Sale,87.13,14000,1219784,Dec 17 04:45 PM
FAWCETT MATTHEW K,"EVP, GC & Secretary",2021-12-07,Sale,91,2062,187642,Dec 09 04:11 PM
NEVENS THOMAS MICHAEL,Director,2021-12-02,Sale,89.94,7500,674571,Dec 06 05:29 PM
FAWCETT MATTHEW K,"EVP, GC & Secretary",2021-12-02,Sale,90.05,3437,309511,Dec 06 05:28 PM
Kurian George,CEO,2021-11-29,Sale,89.52,4250,380473,Dec 01 04:47 PM
Kurian George,CEO,2021-10-25,Sale,93.22,4250,396185,Oct 27 05:36 PM
Kurian George,CEO,2021-09-27,Sale,93.48,4250,397286,Sep 29 04:34 PM
Palin Carrie,Director,2021-09-21,Sale,88.73,1867,165668,Sep 23 04:38 PM
Anderson Brad,"EVP, SSSBU and CIBU",2021-09-15,Option Exercise,0,1841,0,Sep 17 04:21 PM
CERNUDA CESAR,President,2021-09-15,Sale,91.83,14000,1285568,Sep 17 04:21 PM
Schenkel Scott F.,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:25 PM
SHAHEEN GEORGE T,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:26 PM
Hill Kathryn,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:24 PM
KERR DEBORAH,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:25 PM
NEVENS THOMAS MICHAEL,Director,2021-09-09,Option Exercise,0,7324,0,Sep 13 04:25 PM
Palin Carrie,Director,2021-09-09,Option Exercise,0,1867,0,Sep 13 04:25 PM
Ahuja Deepak,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:24 PM
HELD GERALD,Director,2021-09-09,Option Exercise,0,5634,0,Sep 13 04:24 PM
Kurian George,CEO,2021-08-30,Sale,87.08,4250,370090,Sep 01 05:10 PM
CERNUDA CESAR,President,2021-08-15,Option Exercise,0,76061,0,Aug 17 04:18 PM
