Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Caylor Mark A,"CVP & Pres, Mission Systems",2022-03-03,Sale,452.4,4038,1826791,Mar 07 04:31 PM
Petryszyn Mary D,"CVP, Pres, Defense Systems",2022-02-28,Sale,414.31,626,259358,Mar 02 04:49 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-28,Sale,414.31,909,376608,Mar 02 04:43 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-28,Sale,414.31,494,204669,Mar 02 04:45 PM
Perry David T,CVP Chief Global Bus Off,2022-02-24,Sale,393.76,3065,1206890,Feb 28 04:45 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-23,Sale,392.4,263,103201,Feb 24 04:36 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-22,Sale,394.87,259,102271,Feb 24 04:36 PM
CHESTON SHEILA C.,Corp. VP & General Counsel,2022-02-18,Sale,397.5,1660,659850,Feb 22 04:42 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-17,Sale,392.77,385,151216,Feb 22 04:39 PM
Petryszyn Mary D,"CVP, Pres, Defense Systems",2022-02-16,Sale,384.99,168,64678,Feb 17 04:45 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-16,Sale,384.99,118,45429,Feb 17 04:43 PM
Purvis Shawn N,"CVP, Pres, Enterprise Svcs",2022-02-15,Option Exercise,0,5671,0,Feb 17 04:58 PM
Caylor Mark A,"CVP & Pres, Mission Systems",2022-02-15,Option Exercise,0,11026,0,Feb 17 04:47 PM
Kalan Lesley A,"CVP, Chief Strategy & Dev Ofc",2022-02-15,Option Exercise,0,5041,0,Feb 17 04:47 PM
Petryszyn Mary D,"CVP, Pres, Defense Systems",2022-02-15,Option Exercise,0,1795,0,Feb 17 04:45 PM
Wilson Thomas L Jr,CVP and Pres. Space Systems,2022-02-15,Option Exercise,0,1210,0,Feb 17 04:45 PM
Addison Ann M,Corp VP & Chief HR Officer,2022-02-15,Option Exercise,0,5041,0,Feb 17 04:46 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-15,Option Exercise,0,1514,0,Feb 17 04:43 PM
Warden Kathy J,"Chairman, CEO and President",2022-02-15,Option Exercise,0,40958,0,Feb 17 04:44 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-15,Option Exercise,0,2825,0,Feb 17 04:44 PM
Ryan Lucy C,"Corp VP, Communications",2022-02-15,Option Exercise,0,1891,0,Feb 17 04:42 PM
Perry David T,CVP Chief Global Bus Off,2022-02-15,Option Exercise,0,5671,0,Feb 17 04:43 PM
CHESTON SHEILA C.,Corp. VP & General Counsel,2022-02-15,Option Exercise,0,8191,0,Feb 17 04:41 PM
CHESTON SHEILA C.,Corp. VP & General Counsel,2022-02-14,Option Exercise,0,2845,0,Feb 16 05:02 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-14,Option Exercise,0,410,0,Feb 16 04:51 PM
Ryan Lucy C,"Corp VP, Communications",2022-02-14,Option Exercise,0,657,0,Feb 16 04:39 PM
Petryszyn Mary D,"CVP, Pres, Defense Systems",2022-02-14,Option Exercise,0,487,0,Feb 16 04:38 PM
Wilson Thomas L Jr,CVP and Pres. Space Systems,2022-02-14,Option Exercise,0,328,0,Feb 16 04:34 PM
Warden Kathy J,"Chairman, CEO and President",2022-02-14,Option Exercise,0,14227,0,Feb 16 05:13 PM
Kalan Lesley A,"CVP, Chief Strategy & Dev Ofc",2022-02-14,Option Exercise,0,1751,0,Feb 16 05:10 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-14,Option Exercise,0,766,0,Feb 16 05:07 PM
Perry David T,CVP Chief Global Bus Off,2022-02-14,Option Exercise,0,1970,0,Feb 16 05:05 PM
Caylor Mark A,"CVP & Pres, Mission Systems",2022-02-14,Option Exercise,0,3830,0,Feb 16 05:00 PM
Addison Ann M,Corp VP & Chief HR Officer,2022-02-14,Option Exercise,0,1751,0,Feb 16 04:58 PM
Purvis Shawn N,"CVP, Pres, Enterprise Svcs",2022-02-14,Option Exercise,0,1970,0,Feb 16 04:55 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2022-02-14,Sale,397,117,46449,Feb 16 04:51 PM
CHESTON SHEILA C.,Corp. VP & General Counsel,2022-02-14,Sale,397,575,228275,Feb 16 05:02 PM
Hardesty Michael A,"Corp VP, Controller & CAO",2022-02-14,Sale,397,347,137759,Feb 16 05:07 PM
Larson Blake E,Corporate Vice President,2021-12-31,Option Exercise,0,1414,0,Jan 04 04:10 PM
Caylor Mark A,"CVP & Pres, Mission Systems",2021-12-08,Sale,363.54,427,155232,Dec 09 04:33 PM
Caylor Mark A,"CVP & Pres, Mission Systems",2021-12-06,Option Exercise,0,1655,0,Dec 08 05:12 PM
KRAPEK KARL J,Director,2021-11-11,Sale,357.25,2800,1000300,Nov 15 04:09 PM
Ryan Lucy C,"Corp VP, Communications",2021-11-01,Option Exercise,0,303,0,Nov 03 03:32 PM
Addison Ann M,Corp VP & Chief HR Officer,2021-11-01,Option Exercise,0,891,0,Nov 03 03:30 PM
Larson Blake E,"CVP & Pres, Space Systems",2021-09-30,Option Exercise,0,1824,0,Oct 04 04:37 PM
Warden Kathy J,"Chairman, CEO and President",2021-09-20,Option Exercise,0,4943,0,Sep 22 02:18 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2021-08-17,Sale,370,235,86950,Aug 18 05:53 PM
Petryszyn Mary D,"CVP, Pres, Defense Systems",2021-08-05,Sale,358.65,892,319916,Aug 09 04:31 PM
Caylor Mark A,"CVP & Pres, Mission Systems",2021-08-05,Sale,358.65,4386,1573039,Aug 09 04:29 PM
Jones Thomas H,CVP & Pres Aeronautics Systems,2021-08-03,Sale,361.35,470,169834,Aug 05 06:48 PM
