Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Van't Hof Matthew Kaes,President & CFO,2022-06-07,Sale,160,6000,960000,Jun 09 04:16 PM
Stice Travis D.,Chief Executive Officer,2022-05-27,Sale,150.01,30000,4500303,May 31 09:16 PM
Dick Teresa L.,"CAO, Exec. VP, Assist. Sec.",2022-05-27,Sale,152.22,2500,380544,May 31 09:15 PM
Van't Hof Matthew Kaes,President & CFO,2022-05-27,Sale,150,6000,900000,May 31 09:16 PM
Van't Hof Matthew Kaes,President & CFO,2022-04-04,Sale,140.02,6000,840120,Apr 06 04:21 PM
Dick Teresa L.,"CAO, Exec. VP, Assist. Sec.",2022-03-21,Sale,140.03,2500,350069,Mar 23 05:07 PM
Soliman Jennifer,Exec. VP and Chief HR Officer,2022-03-07,Sale,140,2100,294000,Mar 09 04:12 PM
Zmigrosky Matt,"Exec. VP, Gen Counsel and Sec",2022-03-04,Sale,136.77,3000,410310,Mar 08 04:09 PM
Wesson Daniel N,Exec. VP & COO,2022-03-03,Sale,134.95,3500,472319,Mar 03 05:23 PM
Hawkins Thomas F.,Exec. VP - Special Projects,2022-03-02,Sale,137.68,8000,1101432,Mar 03 05:23 PM
Cross Michael P,Director,2022-03-01,Sale,139,4000,556000,Mar 03 05:24 PM
Zmigrosky Matt,"Exec. VP, Gen Counsel and Sec",2021-12-08,Sale,114.31,1710,195470,Dec 09 04:20 PM
Pantermuehl Russell,Exec. VP & Chief Engineer,2021-12-07,Sale,114.93,10000,1149305,Dec 09 04:20 PM
Wesson Daniel N,Exec. VP - Operations,2021-12-01,Sale,108.48,2400,260357,Dec 02 04:07 PM
WEST STEVEN E,Director,2021-11-08,Sale,117.43,8500,998193,Nov 10 04:11 PM
Cross Michael P,Director,2021-11-08,Sale,117.18,3000,351532,Nov 10 04:10 PM
Dick Teresa L.,"CAO, Exec. VP, Assist. Sec.",2021-11-08,Sale,116.45,5000,582275,Nov 09 04:33 PM
Dick Teresa L.,"CAO, Exec. VP, Assist. Sec.",2021-11-05,Sale,114.51,2500,286275,Nov 09 04:33 PM
Van't Hof Matthew Kaes,CFO & Exec. VP - Bus Dev,2021-11-04,Sale,111.35,5500,612426,Nov 08 04:12 PM
Stice Travis D.,Chief Executive Officer,2021-07-01,Sale,100,40000,4000000,Jul 06 04:18 PM
