Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
FOSTER VINCENT D,Director,2022-06-22,Sale,119.01,14948,1778896,Jun 24 05:03 PM
Austin Earl C. Jr.,President and CEO,2022-06-10,Sale,126.48,135000,17074304,Jun 14 05:31 PM
MCCLANAHAN DAVID M,Director,2022-06-01,Option Exercise,0,2501,0,Jun 01 06:51 PM
Beneby Doyle N,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:51 PM
WYRSCH MARTHA B,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:51 PM
Jackman Worthing F,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:49 PM
FOSTER VINCENT D,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:49 PM
SHANNON MARGARET B,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:50 PM
FRIED BERNARD,Director,2022-06-01,Option Exercise,0,1563,0,Jun 01 06:50 PM
Ladhani Holli C.,Director,2022-06-01,Option Exercise,0,1479,0,Jun 01 06:48 PM
Jackman Worthing F,Director,2022-05-28,Option Exercise,0,4261,0,Jun 01 06:49 PM
Wood Patrick III,Director,2022-05-27,Option Exercise,0,1563,0,Jun 01 06:50 PM
WAYNE DONALD,EVP and General Counsel,2022-03-29,Sale,136.68,1817,248348,Mar 29 06:31 PM
WAYNE DONALD,EVP and General Counsel,2022-03-04,Sale,110.65,14595,1614937,Mar 04 06:28 PM
FRIED BERNARD,Director,2022-03-03,Sale,112.61,3000,337830,Mar 04 06:25 PM
WAYNE DONALD,EVP and General Counsel,2022-03-01,Sale,109.52,1622,177641,Mar 02 06:23 PM
Probst James Redgie,President - Electric Power Div,2021-11-29,Sale,122.1,16100,1965810,Dec 01 06:09 PM
FRIED BERNARD,Director,2021-09-14,Sale,115.79,10000,1157928,Sep 16 05:51 PM
Conaway John Michal,Former Director,2021-09-08,Sale,116.15,1000,116150,Sep 10 05:02 PM
Upperman Dorothy,VP Tax,2021-09-02,Sale,110.75,55,6091,Sep 03 05:44 PM
