Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
BUTH JAY S.,"VP, Controller, Chief Acct Off",2022-06-01,Sale,92.55,650,60158,Jun 02 09:01 AM
Conner Penelope M,EVP-Cust Exp & Energy Strategy,2022-05-24,Sale,91.75,4000,367000,May 26 10:21 AM
Carmody Christine M,EVP - HR and IT,2022-05-11,Sale,90.14,11159,1005872,May 12 04:42 PM
Conner Penelope M,EVP-Cust Exp & Energy Strategy,2022-05-10,Sale,91.5,2000,183000,May 12 04:28 PM
Williams Frederica M,Trustee,2022-05-09,Sale,90.84,1859,168872,May 10 04:30 PM
Hunt James W III,EVP-Corp Rel & Sustainability,2022-04-05,Sale,90,4444,399960,Apr 06 01:24 PM
CLEVELAND COTTON M,Trustee,2022-03-04,Sale,84,1859,156156,Mar 07 02:56 PM
FORRY LINDA DORCENA,Trustee,2022-02-24,Sale,79.18,1487,117741,Feb 25 05:32 PM
BUTH JAY S.,"VP, Controller, Chief Acct Off",2022-02-22,Sale,82.97,725,60153,Feb 23 10:40 AM
VAN FAASEN WILLIAM C,Trustee,2022-01-18,Sale,86.85,1859,161454,Jan 19 04:56 PM
FORRY LINDA DORCENA,Trustee,2021-08-04,Sale,87.79,625,54870,Aug 05 12:01 PM
