Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HINNENKAMP PAUL D,EVP & Chief Operating Officer,2022-05-27,Option Exercise,70.53,6500,458445,Jun 01 06:13 PM
HINNENKAMP PAUL D,EVP & Chief Operating Officer,2022-05-27,Sale,120.94,6500,786110,Jun 01 06:13 PM
RODRIGUEZ DEANNA D.,"""Officer"" Under Sec. 16 Rules",2022-04-29,Sale,120.22,256,30776,May 02 05:38 PM
NORGEOT PETER S JR,"SVP, Operations & Development",2022-04-20,Option Exercise,70.56,4068,287038,Apr 21 05:56 PM
NORGEOT PETER S JR,"SVP, Operations & Development",2022-04-20,Sale,125.62,4068,511022,Apr 21 05:56 PM
DENAULT LEO P,Chairman and CEO,2022-04-05,Option Exercise,63.17,27036,1707864,Apr 06 06:08 PM
DENAULT LEO P,Chairman and CEO,2022-04-05,Sale,120.66,19783,2387085,Apr 06 06:08 PM
DENAULT LEO P,Chairman and CEO,2022-04-01,Option Exercise,63.17,78964,4988156,Apr 05 06:15 PM
May Phillip R Jr,"""Officer"" Under Sec. 16 Rules",2022-04-01,Option Exercise,78.08,3300,257664,Apr 05 06:17 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-04-01,Option Exercise,63.17,35000,2210950,Apr 05 06:16 PM
NORGEOT PETER S JR,"SVP, Operations & Development",2022-04-01,Option Exercise,70.56,2360,166522,Apr 05 06:18 PM
NORGEOT PETER S JR,"SVP, Operations & Development",2022-04-01,Sale,120,2360,283200,Apr 05 06:18 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-04-01,Sale,120.06,35000,4202100,Apr 05 06:16 PM
May Phillip R Jr,"""Officer"" Under Sec. 16 Rules",2022-04-01,Sale,120,9772,1172640,Apr 05 06:17 PM
DENAULT LEO P,Chairman and CEO,2022-04-01,Sale,120.1,57889,6952469,Apr 05 06:15 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-03-28,Option Exercise,64.6,30700,1983220,Mar 29 05:11 PM
DENAULT LEO P,Chairman and CEO,2022-03-28,Option Exercise,64.6,46149,2981225,Mar 29 05:10 PM
DENAULT LEO P,Chairman and CEO,2022-03-28,Sale,115.02,34761,3998210,Mar 29 05:10 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-03-28,Sale,115.02,30700,3531114,Mar 29 05:11 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-03-25,Option Exercise,64.6,1300,83980,Mar 29 05:11 PM
DENAULT LEO P,Chairman and CEO,2022-03-25,Option Exercise,64.6,3851,248775,Mar 29 05:10 PM
DENAULT LEO P,Chairman and CEO,2022-03-25,Sale,115.01,2901,333644,Mar 29 05:10 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-03-25,Sale,115.02,1300,149526,Mar 29 05:11 PM
HERMAN ALEXIS M,Director,2022-03-10,Sale,108.87,185,20141,Mar 10 04:35 PM
HINNENKAMP PAUL D,EVP & Chief Operating Officer,2022-03-04,Sale,111.85,5000,559250,Mar 07 04:21 PM
Brown Marcus V,EVP & General Counsel,2022-03-04,Sale,111.93,4500,503685,Mar 07 04:20 PM
FONTAN KIMBERLY A.,"SVP, Chief Accounting Officer",2022-03-04,Sale,111.78,1350,150903,Mar 07 04:21 PM
FISACKERLY HALEY,"""Officer"" Under Sec. 16 Rules",2022-02-25,Sale,105.42,750,79065,Feb 28 04:18 PM
HINNENKAMP PAUL D,EVP & Chief Operating Officer,2022-02-25,Sale,105.4,5000,527000,Feb 28 04:21 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-01-24,Option Exercise,71.3,10000,713000,Jan 25 05:12 PM
Marsh Andrew S,EVP & Chief Financial Officer,2022-01-24,Sale,108.79,10000,1087900,Jan 25 05:12 PM
HERMAN ALEXIS M,Director,2021-12-08,Sale,105.18,193,20300,Dec 09 04:09 PM
Landreaux Laura R,"""Officer"" Under Sec. 16 Rules",2021-11-19,Sale,105.75,450,47588,Nov 22 05:09 PM
HERMAN ALEXIS M,Director,2021-11-10,Sale,102.81,176,18095,Nov 12 04:08 PM
HINNENKAMP PAUL D,EVP & Chief Operating Officer,2021-08-19,Sale,111.35,4000,445400,Aug 20 04:21 PM
HERMAN ALEXIS M,Director,2021-08-12,Sale,109,186,20274,Aug 13 04:10 PM
