Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Reynolds Shelley,Vice President,2022-05-23,Sale,2169.22,173,375275,May 24 04:41 PM
Zapolsky David,Senior Vice President,2022-05-23,Sale,2169.22,418,906734,May 24 04:49 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-05-23,Sale,2169.22,761,1650776,May 24 04:56 PM
Clark David H,CEO Worldwide Consumer,2022-05-23,Sale,2169.22,2270,4924129,May 24 05:04 PM
Clark David H,CEO Worldwide Consumer,2022-05-21,Option Exercise,0,5404,0,May 24 05:04 PM
Olsavsky Brian T,Senior Vice President and CFO,2022-05-21,Option Exercise,0,836,0,May 24 04:56 PM
Zapolsky David,Senior Vice President,2022-05-21,Option Exercise,0,836,0,May 24 04:49 PM
Reynolds Shelley,Vice President,2022-05-21,Option Exercise,0,173,0,May 24 04:41 PM
Jassy Andrew R,President and CEO,2022-05-16,Sale,2262,1181,2671422,May 17 04:58 PM
Selipsky Adam,CEO Amazon Web Services,2022-05-16,Sale,2262,590,1334580,May 17 04:49 PM
Selipsky Adam,CEO Amazon Web Services,2022-05-15,Option Exercise,0,1474,0,May 17 04:49 PM
NOOYI INDRA K,Director,2022-05-15,Option Exercise,0,183,0,May 17 04:42 PM
Jassy Andrew R,President and CEO,2022-05-15,Option Exercise,0,3000,0,May 17 04:58 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-31,Sale,3326.6,35,116431,Apr 01 04:45 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-30,Sale,3370.19,34,114586,Apr 01 04:45 PM
Selipsky Adam,CEO Amazon Web Services,2022-03-18,Sale,3200,344,1100800,Mar 22 04:17 PM
Jassy Andrew R,President and CEO,2022-02-22,Sale,3009.57,492,1480708,Feb 23 04:52 PM
Clark David H,CEO Worldwide Consumer,2022-02-22,Sale,3009.57,137,412311,Feb 23 04:40 PM
Clark David H,CEO Worldwide Consumer,2022-02-21,Option Exercise,0,190,0,Feb 23 04:40 PM
Jassy Andrew R,President and CEO,2022-02-21,Option Exercise,0,1250,0,Feb 23 04:52 PM
Zapolsky David,Senior Vice President,2022-02-16,Sale,3115.81,139,433098,Feb 17 05:15 PM
Reynolds Shelley,Vice President,2022-02-15,Option Exercise,0,222,0,Feb 17 05:01 PM
WEEKS WENDELL P,Director,2022-02-15,Option Exercise,0,190,0,Feb 17 04:51 PM
