Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
La Lande Rashida,"EVP, Global GC & CSCAO",2022-07-29,Sale,36.56,3500,127960,Aug 02 04:07 PM
Lima Marcos Eloi,EVP & Glb Chief Procurement Of,2022-06-10,Sale,36.97,28855,1066732,Jun 13 04:09 PM
La Lande Rashida,"EVP, Global GC & CSCAO",2022-06-06,Sale,36.47,16281,593739,Jun 08 04:52 PM
Patricio Miguel,Chief Executive Officer,2022-05-16,Sale,44.28,259958,11511408,May 18 05:13 PM
La Lande Rashida,"SVP, Global Gen Csl & Corp Sec",2021-11-30,Sale,33.77,20000,675458,Dec 02 05:36 PM
3G Global Food Holdings LP,10% Owner,2021-11-22,Sale,35.75,30596465,1093823624,Nov 22 04:10 PM
Garlati Vince,"VP, Global Controller (PAO)",2021-11-15,Sale,37.55,6505,244264,Nov 17 05:58 PM
Lima Marcos Eloi,Chief Procurement Officer,2021-09-10,Sale,36.44,41929,1527989,Sep 14 06:25 PM
La Lande Rashida,"SVP, Global Gen Csl & Corp Sec",2021-08-17,Sale,37.7,38165,1438936,Aug 18 05:02 PM
Garlati Vince,"VP, Global Controller (PAO)",2021-08-17,Sale,37.7,8863,334161,Aug 18 04:59 PM
