Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Stone John H,"President, WW C&F & Pwr Syst",2022-05-26,Option Exercise,113.17,17145,1940361,May 31 02:43 PM
Stone John H,"President, WW C&F & Pwr Syst",2022-05-26,Option Exercise,217.79,6497,1414968,May 31 04:59 PM
Stone John H,"President, WW C&F & Pwr Syst",2022-05-26,Sale,4321.07,17145,74084689,May 31 02:43 PM
Stone John H,"President, WW C&F & Pwr Syst",2022-05-26,Sale,346.39,6497,2250511,May 31 04:59 PM
von Pentz Markwart,"Pres, Ag & Turf, Sml Ag Turf",2022-03-14,Option Exercise,88.19,8341,735551,Mar 15 11:09 AM
von Pentz Markwart,"Pres, Ag & Turf, Sml Ag Turf",2022-03-14,Sale,393,18364,7217052,Mar 15 11:09 AM
Kalathur Rajesh,"President, JD Financial & CIO",2022-03-07,Option Exercise,79.24,32391,2566663,Mar 08 09:33 AM
Kalathur Rajesh,"President, JD Financial & CIO",2022-03-07,Sale,400,32391,12956400,Mar 08 09:33 AM
Stone John H,"President, WW C&F & Pwr Syst",2021-11-30,Option Exercise,84.89,17818,1512647,Dec 01 10:57 AM
Stone John H,"President, WW C&F & Pwr Syst",2021-11-30,Sale,348.82,10035,3500434,Dec 01 10:57 AM
Reed Cory J,"Pres Ag & Turf, Prod & Prec Ag",2021-08-11,Option Exercise,100.55,6188,622203,Aug 12 11:45 AM
Reed Cory J,"Pres Ag & Turf, Prod & Prec Ag",2021-08-11,Sale,385,6188,2382380,Aug 12 11:45 AM
