Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Hoker Richard A,VP and Corporate Controller,2022-06-06,Sale,94.9,6684,634344,Jun 06 05:05 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel & Sec",2022-05-31,Option Exercise,62.25,32155,2001520,Jun 01 04:05 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel & Sec",2022-05-31,Sale,101.18,32155,3253395,Jun 01 04:05 PM
Hoker Richard A,VP and Corporate Controller,2022-03-14,Sale,93.93,4085,383719,Mar 15 04:05 PM
Malik Ashraf K,"Sr. VP, Manufacturing & D'istn",2022-03-11,Sale,97.32,5033,489807,Mar 11 07:16 PM
Hoker Richard A,VP and Corporate Controller,2022-03-11,Sale,97.52,2686,261931,Mar 11 07:14 PM
Hoker Richard A,VP and Corporate Controller,2022-03-10,Option Exercise,62.25,12865,800795,Mar 11 07:14 PM
Hoker Richard A,VP and Corporate Controller,2022-03-10,Sale,96.91,24754,2398871,Mar 11 07:14 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel&Secretary",2022-03-07,Option Exercise,51.17,46975,2403899,Mar 08 04:13 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel&Secretary",2022-03-07,Sale,96.94,57416,5565979,Mar 08 04:13 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel&Secretary",2022-03-04,Option Exercise,36.19,60200,2178638,Mar 04 07:13 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel&Secretary",2022-03-04,Sale,87.9,60200,5291600,Mar 04 07:13 PM
Frost Bert A,"Sr.VP,Sales,Mkt Dev & Supp Chn",2022-03-04,Sale,90.03,20000,1800616,Mar 04 07:10 PM
Hoker Richard A,VP and Corporate Controller,2022-03-02,Option Exercise,36.19,26760,968444,Mar 02 07:52 PM
Barnard Douglas C,"Sr. VP, Gen. Counsel&Secretary",2022-03-02,Sale,85.82,16471,1413500,Mar 02 07:48 PM
Hoker Richard A,VP and Corporate Controller,2022-03-02,Sale,84.55,26760,2262494,Mar 02 07:52 PM
FURBACHER STEPHEN A,Director,2022-03-02,Sale,84.5,4463,377124,Mar 03 04:32 PM
FURBACHER STEPHEN A,Director,2022-03-01,Sale,82.57,4000,330280,Mar 03 04:32 PM
Frost Bert A,"Sr.VP,Sales,Mkt Dev & Supp Chn",2022-02-28,Option Exercise,55.31,97520,5394008,Mar 02 07:45 PM
Will W Anthony,President & CEO,2022-02-28,Option Exercise,39.59,1098645,43500213,Mar 02 07:56 PM
Menzel Susan L,"Sr. VP, Human Resources",2022-02-28,Sale,80.35,20000,1606922,Mar 02 07:55 PM
Will W Anthony,President & CEO,2022-02-28,Sale,80.15,165050,13228758,Mar 02 07:56 PM
Will W Anthony,President & CEO,2022-02-28,Sale,80.27,1098645,88188816,Mar 02 07:56 PM
Frost Bert A,"Sr.VP,Sales,Mkt Dev & Supp Chn",2022-02-28,Sale,80.36,97520,7836649,Mar 02 07:45 PM
Bohn Christopher D,Sr. VP and CFO,2022-02-25,Option Exercise,45.52,110740,5041053,Feb 25 07:59 PM
Bohn Christopher D,Sr. VP and CFO,2022-02-25,Sale,79.37,110740,8789168,Feb 25 07:59 PM
FURBACHER STEPHEN A,Director,2022-02-25,Sale,77.34,8000,618732,Feb 28 04:40 PM
