Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Stephens Kevin A,Director,2022-06-30,Buy,136.91,500,68455,Jul 05 04:08 PM
Stephens Kevin A,Director,2022-06-09,Buy,145.4,500,72700,Jun 10 04:07 PM
HAMADA RICHARD P,Director,2022-06-06,Sale,150,1626,243900,Jun 08 04:36 PM
Li Jeffrey K,SVP and Secretary,2022-03-30,Sale,162.34,3000,487011,Apr 01 04:05 PM
Stephens Kevin A,Director,2022-03-24,Buy,158.92,1000,158924,Mar 28 04:08 PM
Estrada Ingrid A,SVP,2022-02-23,Sale,159.62,2000,319240,Feb 25 04:07 PM
PAGE JOHN,SVP,2021-12-23,Option Exercise,31,10262,318122,Dec 27 04:36 PM
PAGE JOHN,SVP,2021-12-23,Sale,202.17,20183,4080427,Dec 27 04:36 PM
CULLEN JAMES,Director,2021-12-14,Sale,196.45,7000,1375150,Dec 15 04:28 PM
WALLACE Mark ADAM,SVP,2021-12-13,Sale,203.04,15000,3045537,Dec 15 04:25 PM
Dhanasekaran Satish,SVP and COO,2021-12-09,Sale,202.8,5000,1013994,Dec 10 04:37 PM
Dougherty Neil,SVP and CFO,2021-12-07,Sale,201.17,19414,3905450,Dec 09 04:12 PM
Estrada Ingrid A,SVP,2021-12-03,Sale,200,7822,1564400,Dec 07 04:16 PM
Nersesian Ronald S.,"President, CEO & Chairman BOD",2021-11-30,Sale,194.9,101721,19825647,Dec 01 05:49 PM
Skinner John C.,VP and Controller,2021-11-29,Sale,198.09,12751,2525782,Dec 01 05:49 PM
Dhanasekaran Satish,SVP and COO,2021-11-29,Sale,194,7520,1458880,Dec 01 05:50 PM
Gooi Soon Chai,SVP,2021-11-24,Sale,194.78,13125,2556477,Nov 29 04:09 PM
Ee Huei Sin,SVP,2021-09-07,Option Exercise,19.97,8256,164872,Sep 08 04:08 PM
Ee Huei Sin,SVP,2021-09-07,Sale,180.79,8256,1492623,Sep 08 04:08 PM
Estrada Ingrid A,SVP,2021-08-23,Sale,169.49,2000,338980,Aug 25 04:09 PM
Dhanasekaran Satish,SVP and COO,2021-07-21,Sale,157.07,677,106336,Jul 22 04:19 PM
