Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
ROBERTS JANICE M,Director,2021-12-15,Sale,584.64,1802,1053521,Dec 17 03:37 PM
Modruson Frank Blaise,Director,2021-12-13,Sale,605.44,2000,1210880,Dec 14 12:23 PM
Williams Stephen Edgar,Chief Global Ops & Services,2021-12-07,Sale,605.08,910,550623,Dec 07 04:08 PM
Cho Michael,Chief Strategy Officer,2021-12-02,Sale,588.01,802,471584,Dec 06 11:17 AM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-19,Sale,603.59,4000,2414360,Nov 19 04:19 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-18,Sale,603.87,10000,6038700,Nov 19 04:19 PM
SMITH MICHAEL A,Director,2021-11-18,Sale,604.39,2000,1208780,Nov 19 04:23 PM
SMITH MICHAEL A,Director,2021-11-17,Sale,607,1500,910500,Nov 19 04:23 PM
Williams Stephen Edgar,Chief Global Ops & Services,2021-11-10,Sale,591.84,76,44980,Nov 12 04:25 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-11-09,Option Exercise,98.16,24804,2434869,Nov 12 04:19 PM
KEYSER RICHARD L,Director,2021-09-08,Sale,579.28,5000,2896400,Sep 09 04:11 PM
KEYSER RICHARD L,Director,2021-09-07,Sale,584.23,4000,2336920,Sep 09 04:11 PM
Modruson Frank Blaise,Director,2021-08-31,Sale,585.77,1688,988780,Sep 01 04:11 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-31,Sale,587.04,8500,4989840,Sep 01 04:18 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-30,Sale,590.04,6500,3835260,Sep 01 04:18 PM
MANIRE ROSS W,Director,2021-08-30,Sale,587.74,5000,2938700,Sep 01 04:14 PM
Modruson Frank Blaise,Director,2021-08-30,Sale,590.03,412,243092,Sep 01 04:11 PM
Burns Bill,Chief Product & Solutions,2021-08-23,Sale,579.15,2000,1158300,Aug 23 05:25 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-20,Option Exercise,222.87,503,112102,Aug 23 05:23 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-20,Sale,571.14,279,159348,Aug 23 05:23 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-10,Sale,565.62,13867,7843453,Aug 11 04:11 PM
GUSTAFSSON ANDERS,Chief Executive Officer,2021-08-09,Sale,565.17,6528,3689430,Aug 11 04:11 PM
Winters Nathan Andrew,Chief Financial Officer,2021-08-06,Option Exercise,149.57,405,60576,Aug 09 04:23 PM
Winters Nathan Andrew,Chief Financial Officer,2021-08-06,Sale,562,673,378226,Aug 09 04:23 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-05,Option Exercise,117.37,1132,132860,Aug 09 04:20 PM
Cho Michael,Chief Strategy Officer,2021-08-05,Option Exercise,150.88,1445,218027,Aug 09 04:18 PM
Schmitz Jeffrey F,Chief HR & Marketing Officer,2021-08-05,Sale,565.6,629,355762,Aug 09 04:20 PM
Burns Bill,Chief Product & Solutions,2021-08-05,Sale,567.26,2892,1640516,Aug 09 04:15 PM
