Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Anthony John Tyler,CEO of Pepco Holdings LLC,2022-05-18,Sale,47.49,4451,211378,May 20 12:31 PM
Souza Fabian,SVP & Corporate Controller,2022-04-01,Sale,47.61,21400,1018854,Apr 05 04:04 PM
Khouzami Carim V,CEO BGE,2022-03-24,Sale,44.35,3962,175715,Mar 25 04:02 PM
BOWERS WILLIAM P,Director,2022-03-22,Buy,43.56,4500,196020,Mar 23 12:41 PM
BUTLER CALVIN JR,Sr EVP & Chf Operating Officer,2022-01-31,Sale,57.61,26708,1538764,Feb 01 02:24 PM
Dominguez Joseph,"CEO, Exelon Generation",2021-11-24,Option Exercise,39.81,16000,636960,Nov 26 01:00 PM
Dominguez Joseph,"CEO, Exelon Generation",2021-11-24,Sale,54.39,16000,870240,Nov 26 01:00 PM
Crane Christopher M.,President & CEO,2021-11-19,Option Exercise,39.21,285000,11174850,Nov 22 06:26 PM
Nigro Joseph,Sr. EVP & Chief Fin. Officer,2021-11-19,Option Exercise,39.81,13000,517530,Nov 22 06:27 PM
Nigro Joseph,Sr. EVP & Chief Fin. Officer,2021-11-19,Sale,53.49,13000,695370,Nov 22 06:27 PM
Crane Christopher M.,President & CEO,2021-11-19,Sale,53.49,285000,15244650,Nov 22 06:26 PM
