Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
DANHAKL JOHN G,Director,2021-12-22,Buy,272.93,10000,2729300,Dec 23 05:14 PM
CONNAUGHTON JOHN,Director,2021-11-29,Sale,262.6,555094,145767684,Dec 01 06:02 PM
Bruehlman Ronald E,See Remarks,2021-10-25,Sale,256.93,4,1028,Feb 17 05:03 PM
Bruehlman Ronald E,See Remarks,2021-09-23,Buy,262.82,4,1051,Feb 17 05:03 PM
Knightly Kevin C,See Remarks,2021-08-16,Sale,250,6055,1513750,Aug 18 05:00 PM
Bruehlman Ronald E,See Remarks,2021-07-20,Buy,245.32,13,3189,Feb 14 05:06 PM
