Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Draper Daniel E,"CEO, S&P Dow Jones Indices",2022-07-01,Option Exercise,343.33,1257,431566,Jul 06 09:19 AM
Manis Dimitra,"EVP, Chief Purpose Officer",2022-05-16,Sale,336.53,2000,673060,May 16 06:10 PM
Luquette Nancy,"EVP, Chief Risk Officer",2022-05-13,Option Exercise,70.96,2287,162280,May 16 09:12 PM
Luquette Nancy,"EVP, Chief Risk Officer",2022-05-13,Sale,333.74,2287,763263,May 16 09:12 PM
ESCULIER JACQUES,Director,2022-03-10,Option Exercise,382.75,477,182572,Mar 14 09:20 PM
Evans Gay Huey,Director,2022-03-10,Option Exercise,382.75,477,182572,Mar 14 09:34 PM
CHEUNG MARTINA,"President, S&P Global Ratings",2022-03-10,Sale,381.28,3870,1475554,Mar 14 08:58 PM
Kemps Steven J,"EVP, General Counsel",2022-03-04,Sale,407.23,1591,647903,Mar 04 07:05 PM
Manis Dimitra,Chief Purpose Officer,2022-03-02,Sale,405.41,2636,1068661,Mar 04 07:11 PM
Kemps Steven J,"EVP, General Counsel",2022-03-02,Sale,404.04,3183,1286059,Mar 04 07:05 PM
Saha Saugata,"President, S&P Global Platts",2021-12-31,Option Exercise,471.93,704,332239,Jan 04 09:16 PM
Steenbergen Ewout L,EVP & Chief Financial Officer,2021-12-31,Option Exercise,471.93,3177,1499322,Jan 04 09:11 PM
Peterson Douglas L.,CEO & President,2021-12-31,Option Exercise,471.93,10296,4858991,Jan 04 09:07 PM
CHEUNG MARTINA,"President, Market Intelligence",2021-12-31,Option Exercise,471.93,1960,924983,Jan 04 03:56 PM
Craig Christopher,SVP and Controller,2021-12-31,Option Exercise,471.93,397,187356,Jan 04 03:50 PM
BERISFORD JOHN L,"President, S&P Ratings",2021-12-31,Option Exercise,471.93,2023,954714,Jan 04 03:39 PM
Luquette Nancy,"EVP, Chief Risk Officer",2021-12-31,Option Exercise,471.93,632,298260,Jan 04 05:31 PM
Kemps Steven J,"EVP, General Counsel",2021-12-31,Option Exercise,471.93,1395,658342,Jan 04 05:26 PM
Draper Daniel E,"CEO, S&P Dow Jones Indices",2021-12-31,Option Exercise,471.93,398,187828,Jan 04 05:24 PM
Saha Saugata,"President, S&P Global Platts",2021-11-01,Option Exercise,463.18,318,147291,Nov 03 10:26 AM
Draper Daniel E,"CEO, S&P Dow Jones Indices",2021-07-01,Option Exercise,412.2,1257,518135,Jul 06 11:44 AM
