Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Leopold Diane,EVP and COO,2022-06-01,Sale,83.89,6250,524303,Jun 03 04:33 PM
BLUE ROBERT M,"Chair, President and CEO",2022-02-16,Buy,78.4,3180,249325,Feb 16 03:45 PM
STORY SUSAN N,Director,2021-11-24,Buy,74.42,1500,111630,Nov 29 11:05 AM
Chapman James R.,"EVP, CFO & Treasurer",2021-11-10,Buy,75.28,996,74998,Nov 10 05:47 PM
BLUE ROBERT M,"Chair, President and CEO",2021-11-10,Buy,75.28,3321,249998,Nov 10 05:45 PM
