Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kennedy Melanie M,"EVP, CHRO",2022-06-01,Sale,152.1,693,105405,Jun 02 09:50 PM
Kennedy Melanie M,"EVP, CHRO",2022-05-20,Sale,145.52,1029,149740,May 23 04:15 PM
Wikle Melissa K.,Vice President and Controller,2021-11-22,Option Exercise,81.72,2362,193023,Nov 22 06:40 PM
Wikle Melissa K.,Vice President and Controller,2021-11-22,Sale,172.03,2362,406335,Nov 22 06:40 PM
Norton Cheryl,EVP and COO,2021-11-22,Sale,172.11,3538,608916,Nov 22 06:36 PM
Duffy Maureen,"SVP, Comms & External Affairs",2021-11-19,Option Exercise,52.75,4136,218174,Nov 22 06:21 PM
Lynch Walter,President and CEO,2021-11-19,Option Exercise,65.15,24617,1603798,Nov 22 06:29 PM
Norton Cheryl,EVP and COO,2021-11-19,Option Exercise,62.63,2906,181998,Nov 22 06:36 PM
Norton Cheryl,EVP and COO,2021-11-19,Sale,173.47,2906,504104,Nov 22 06:36 PM
Lynch Walter,President and CEO,2021-11-19,Sale,173.42,24617,4269080,Nov 22 06:29 PM
Duffy Maureen,"SVP, Comms & External Affairs",2021-11-19,Sale,173.72,4136,718506,Nov 22 06:21 PM
