Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Modjtabai Avid,Director,2022-05-20,Buy,118.65,15000,1779750,May 20 07:08 PM
WEBB CARL B,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:35 PM
ZOLLARS WILLIAM D,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:33 PM
SKELTON JEFFREY L,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:30 PM
Piani Olivier,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:26 PM
KENNARD LYDIA H,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:21 PM
BITA CRISTINA GABRIELA,Director,2022-05-01,Option Exercise,0,2621,0,May 02 07:19 PM
LYONS IRVING F III,Director,2022-04-25,Sale,164.6,44385,7305727,Apr 26 12:03 PM
ZOLLARS WILLIAM D,Director,2022-03-25,Sale,155.68,1350,210168,Mar 25 06:51 PM
ZOLLARS WILLIAM D,Director,2021-12-22,Sale,162.26,1955,317226,Dec 27 06:58 PM
Olinger Thomas S,Chief Financial Officer,2021-12-06,Option Exercise,0,316,0,Dec 07 01:54 PM
ZOLLARS WILLIAM D,Director,2021-11-08,Sale,146.2,1380,201756,Nov 09 05:03 PM
MOGHADAM HAMID R,Chairman & CEO,2021-10-25,Sale,144.64,14355,2076362,Oct 26 04:16 PM
MOGHADAM HAMID R,Chairman & CEO,2021-10-22,Sale,144.24,305645,44085593,Oct 26 04:16 PM
LYONS IRVING F III,Director,2021-08-30,Sale,133.53,24000,3204655,Oct 04 01:18 PM
