Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Biesterfeld Robert C Jr,President and CEO,2022-06-14,Option Exercise,60.72,21694,1317242,Jun 16 04:43 PM
Zechmeister Michael Paul,Chief Financial Officer,2022-06-14,Sale,114.25,2819,322071,Jun 16 04:45 PM
Biesterfeld Robert C Jr,President and CEO,2022-06-14,Sale,111.46,21694,2418085,Jun 16 04:43 PM
Campbell Ben G,Chief Legal Officer/Secretary,2022-06-14,Sale,113,4079,460927,Jun 16 04:44 PM
Biesterfeld Robert C Jr,President and CEO,2022-05-31,Sale,109,4286,467174,Jun 02 07:51 PM
Freeman Angela K.,CHRO and ESG Officer,2022-05-11,Option Exercise,76.72,23430,1797550,May 13 04:13 PM
Freeman Angela K.,CHRO and ESG Officer,2022-05-11,Sale,109.48,23430,2565142,May 13 04:13 PM
Castagnetto Michael D.,President of Robinson Fresh,2022-05-10,Option Exercise,63.58,3747,238234,May 12 04:03 PM
Castagnetto Michael D.,President of Robinson Fresh,2022-05-10,Sale,110.15,3747,412741,May 12 04:03 PM
Freeman Angela K.,CHRO and ESG Officer,2022-05-03,Option Exercise,70.73,28054,1984285,May 05 04:02 PM
Freeman Angela K.,CHRO and ESG Officer,2022-05-03,Sale,110.03,28054,3086711,May 05 04:02 PM
OBRIEN CHRIS,Chief Commercial Officer,2022-05-02,Sale,107.09,3728,399250,May 04 04:32 PM
Castagnetto Michael D.,President of Robinson Fresh,2022-05-02,Sale,109.39,123,13454,May 04 04:28 PM
Short Michael John,"President, Global Forwarding",2022-02-15,Sale,89.5,1229,109996,Feb 17 04:27 PM
Castagnetto Michael D.,President of Robinson Fresh,2022-02-15,Sale,89.5,479,42870,Feb 17 04:24 PM
Campbell Ben G,Chief Legal Officer/Secretary,2022-01-04,Option Exercise,63.58,23750,1510025,Jan 05 04:10 PM
Campbell Ben G,Chief Legal Officer/Secretary,2022-01-04,Sale,110.22,23750,2617701,Jan 05 04:10 PM
Campbell Ben G,Chief Legal Officer/Secretary,2022-01-03,Option Exercise,63.58,750,47685,Jan 05 04:10 PM
Campbell Ben G,Chief Legal Officer/Secretary,2022-01-03,Sale,110.19,750,82646,Jan 05 04:10 PM
OBRIEN CHRIS,Chief Commercial Officer,2021-12-17,Sale,104.29,9445,985019,Dec 21 05:35 PM
Campbell Ben G,Chief Legal Officer/Secretary,2021-12-07,Option Exercise,74.57,19776,1474696,Dec 09 06:03 PM
Campbell Ben G,Chief Legal Officer/Secretary,2021-12-07,Sale,100,19776,1977600,Dec 09 06:03 PM
Short Michael John,"President, Global Forwarding",2021-11-24,Option Exercise,87.15,16914,1474055,Nov 29 04:14 PM
Short Michael John,"President, Global Forwarding",2021-11-24,Sale,98.11,16914,1659433,Nov 29 04:14 PM
Pinkerton Mac S,Pres. of North America Trans.,2021-11-18,Option Exercise,68.81,4993,343568,Nov 22 04:06 PM
Pinkerton Mac S,Pres. of North America Trans.,2021-11-18,Sale,93.79,540,50647,Nov 22 04:06 PM
Castagnetto Michael D.,President of Robinson Fresh,2021-11-15,Sale,94.97,177,16810,Nov 17 04:14 PM
OBRIEN CHRIS,Chief Commercial Officer,2021-11-08,Sale,94.32,9302,877365,Nov 10 04:27 PM
Kass Jordan T,"President, Managed Services",2021-10-29,Sale,96.44,2000,192874,Nov 02 05:52 PM
Short Michael John,"President, Global Forwarding",2021-08-12,Sale,91.49,2693,246381,Aug 16 04:29 PM
SHORT BRIAN,Director,2021-07-01,Buy,94.4,55,5214,Jul 02 12:37 PM
