Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
VanWees Jason,Vice Chairman,2022-06-14,Option Exercise,78.4,1000,78400,Jun 14 07:00 PM
VanWees Jason,Vice Chairman,2022-05-12,Option Exercise,78.4,1000,78400,May 13 01:09 PM
VanWees Jason,Vice Chairman,2022-05-06,Option Exercise,78.4,1500,117600,May 09 04:26 PM
CROCKER CHARLES,Director,2022-03-01,Option Exercise,64.73,4000,258920,Mar 01 02:41 PM
CROCKER CHARLES,Director,2022-03-01,Sale,428,4000,1712000,Mar 01 02:41 PM
DAHLBERG KENNETH C,Director,2022-02-09,Option Exercise,60.37,4935,297950,Feb 09 07:38 PM
DAHLBERG KENNETH C,Director,2022-02-09,Sale,431.01,4935,2127045,Feb 09 07:38 PM
SMITH MICHAEL T,Director,2022-01-27,Option Exercise,64.73,4000,258920,Jan 27 05:54 PM
Roks Edwin,EVP & Pres. Digital Imaging,2022-01-25,Option Exercise,0,651,0,Jan 26 08:29 PM
VanWees Jason,Vice Chairman,2021-12-03,Option Exercise,78.4,1300,101920,Dec 03 02:50 PM
LORNE SIMON M,Director,2021-11-24,Option Exercise,49.22,11600,570946,Nov 29 05:30 PM
LORNE SIMON M,Director,2021-11-24,Sale,435.7,5450,2374558,Nov 29 05:30 PM
Cibik Melanie Susan,"Sr.VP, GenCounsel, CCO & Sec.",2021-11-16,Option Exercise,94.24,2000,188480,Nov 16 05:01 PM
Cibik Melanie Susan,"Sr.VP, GenCounsel, CCO & Sec.",2021-11-16,Sale,450,2000,900000,Nov 16 05:01 PM
PICHELLI ALDO,President and CEO,2021-09-22,Option Exercise,75.13,6948,522003,Sep 22 06:50 PM
PICHELLI ALDO,President and CEO,2021-09-22,Sale,419,4074,1707020,Sep 22 06:50 PM
PICHELLI ALDO,President and CEO,2021-09-21,Option Exercise,75.13,13052,980597,Sep 22 06:50 PM
PICHELLI ALDO,President and CEO,2021-09-21,Sale,420.47,7649,3216142,Sep 22 06:50 PM
VanWees Jason,Executive Vice President,2021-09-13,Buy,426,1500,638995,Sep 13 06:10 PM
LORNE SIMON M,Director,2021-08-12,Option Exercise,37.21,403,14996,Aug 12 04:33 PM
