Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Galhotra Ashwani Kumar,"President, Ford Blue",2022-05-24,Option Exercise,10.12,25892,262027,May 26 04:53 PM
Galhotra Ashwani Kumar,"President, Ford Blue",2022-05-24,Sale,12.41,25892,321340,May 26 04:53 PM
FORD MOTOR CO,10% Owner,2022-05-13,Sale,26.88,7000000,188165600,May 13 08:48 PM
FORD MOTOR CO,10% Owner,2022-05-09,Sale,26.8,8000000,214400000,May 10 08:48 PM
FORD WILLIAM CLAY JR,Executive Chair and Chair,2022-03-24,Buy,16.81,267697,4499987,Mar 28 04:11 PM
FARLEY JR JAMES D,President and CEO,2022-03-03,Option Exercise,8.01,185343,1484374,Mar 04 04:09 PM
FARLEY JR JAMES D,President and CEO,2022-03-03,Sale,17.85,185343,3308929,Mar 04 04:09 PM
FARLEY JR JAMES D,President and CEO,2022-02-18,Option Exercise,12.46,8025,99992,Feb 22 05:01 PM
Galhotra Ashwani Kumar,"President, Americas and IMG",2022-02-18,Option Exercise,11.98,18357,219888,Feb 22 05:02 PM
Thai-Tang Hau N,Chief Prod Plat & Ops Officer,2022-02-17,Option Exercise,12.46,37414,466178,Feb 22 05:04 PM
Lawler John T.,"Vice President, CFO",2022-02-15,Option Exercise,12.46,14579,181654,Feb 17 04:55 PM
English Alexandra Ford,Director,2021-12-20,Buy,19.33,38789,749791,Dec 22 04:06 PM
FORD WILLIAM CLAY JR,Executive Chair and Chair,2021-12-10,Buy,20.62,412500,8505750,Dec 14 04:36 PM
FORD WILLIAM CLAY JR,Executive Chair and Chair,2021-12-06,Option Exercise,10.68,1923238,20548578,Dec 08 04:37 PM
O'Callaghan Catherine A.,Controller,2021-12-03,Option Exercise,14.6,16154,235915,Dec 06 04:43 PM
O'Callaghan Catherine A.,Controller,2021-12-03,Sale,20.26,72956,1478373,Dec 06 04:43 PM
Robinson Kiersten,Chief People & E. Exp. Officer,2021-11-22,Option Exercise,12.75,17713,225841,Nov 22 04:35 PM
Robinson Kiersten,Chief People & E. Exp. Officer,2021-11-22,Sale,20.43,17713,361877,Nov 22 04:35 PM
Robinson Kiersten,Chief People & E. Exp. Officer,2021-11-08,Option Exercise,12.46,12419,154741,Nov 09 04:16 PM
Robinson Kiersten,Chief People & E. Exp. Officer,2021-11-08,Sale,20.17,12419,250492,Nov 09 04:16 PM
Rowley Stuart J.,"President, Ford of Europe",2021-10-28,Sale,17,15000,255000,Oct 29 04:20 PM
Rowley Stuart J.,"President, Ford of Europe",2021-10-15,Sale,16,15000,240032,Oct 19 04:03 PM
