Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Smith Bryan Everard,Executive Vice President,2022-07-25,Sale,171.76,1079,185329,Jul 27 04:03 PM
Chai Roland,Executive Vice President,2022-07-21,Sale,170.89,2832,483960,Jul 25 04:04 PM
Griggs PC Nelson,Executive Vice President,2022-07-21,Sale,170.58,565,96378,Jul 25 04:03 PM
SKULE JEREMY,Executive Vice President,2022-07-21,Sale,169.6,700,118720,Jul 25 04:02 PM
SKULE JEREMY,Executive Vice President,2022-06-24,Sale,160,1400,224000,Jun 28 05:05 PM
Griggs PC Nelson,Executive Vice President,2022-04-28,Sale,162.53,1000,162530,Apr 29 04:01 PM
Griggs PC Nelson,Executive Vice President,2022-04-27,Sale,161.64,500,80820,Apr 29 04:01 PM
Dillard Lauren B.,Executive Vice President,2022-03-29,Sale,180,2500,450000,Mar 31 04:19 PM
Peterson Bradley J,Executive Vice President,2022-03-29,Sale,180,7500,1350000,Mar 31 04:17 PM
Peterson Bradley J,Executive Vice President,2022-02-24,Sale,163.79,7500,1228425,Feb 25 04:12 PM
SKULE JEREMY,Executive Vice President,2022-02-15,Sale,175,865,151375,Feb 16 04:13 PM
SKULE JEREMY,Executive Vice President,2022-01-13,Sale,193.35,865,167248,Jan 14 04:30 PM
SKULE JEREMY,Executive Vice President,2021-12-13,Sale,206.18,865,178346,Dec 14 04:36 PM
SKULE JEREMY,Executive Vice President,2021-11-15,Sale,209.1,865,180872,Nov 18 08:56 AM
SIBBERN BJORN,Executive Vice President,2021-10-29,Sale,209.31,3512,735097,Nov 02 04:08 PM
Griggs PC Nelson,Executive Vice President,2021-10-29,Sale,210.16,1000,210160,Nov 01 04:29 PM
Griggs PC Nelson,Executive Vice President,2021-10-28,Sale,205.81,1000,205810,Nov 01 04:29 PM
DENNISON ANN M,Executive Vice President,2021-10-22,Sale,200.76,1749,351129,Oct 25 04:46 PM
SKULE JEREMY,Executive Vice President,2021-10-13,Sale,197.68,865,170993,Oct 14 04:57 PM
SKULE JEREMY,Executive Vice President,2021-09-13,Sale,196.65,865,170102,Sep 15 04:07 PM
Griggs PC Nelson,Executive Vice President,2021-08-31,Sale,196.01,1000,196010,Sep 01 04:04 PM
Griggs PC Nelson,Executive Vice President,2021-08-25,Sale,191.57,1000,191570,Aug 27 04:48 PM
Ottersgard Lars,Executive Vice President,2021-08-24,Sale,191.42,4000,765680,Aug 25 04:31 PM
Griggs PC Nelson,Executive Vice President,2021-08-10,Sale,189.71,1546,293292,Aug 11 04:30 PM
Griggs PC Nelson,Executive Vice President,2021-07-23,Sale,187.66,2000,375320,Jul 27 05:09 PM
