Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Banks Margaret Katherine,Director,2022-08-01,Option Exercise,0,2007,0,Aug 01 12:18 PM
GERBER MURRY,Director,2022-08-01,Option Exercise,0,3063,0,Aug 01 12:19 PM
Malone Robert A,Director,2022-08-01,Option Exercise,0,3063,0,Aug 01 12:18 PM
Rainey Joe D,"Pres., Eastern Hemisphere",2022-06-08,Sale,42.73,20000,854600,Jun 10 01:37 PM
Pope Lawrence J,EVP Administration & CHRO,2022-06-01,Sale,40.95,10000,409500,Jun 02 04:19 PM
Pope Lawrence J,EVP Administration & CHRO,2022-05-26,Sale,39.95,10000,399500,May 27 12:01 PM
Loeffler Lance,EVP & Chief Financial Officer,2022-04-18,Option Exercise,34.48,27912,962406,Apr 19 01:22 PM
Loeffler Lance,EVP & Chief Financial Officer,2022-04-18,Sale,42,27912,1172304,Apr 19 01:22 PM
McKeon Timothy,Senior VP and Treasurer,2022-04-14,Option Exercise,36.31,4900,177919,Apr 18 10:46 AM
McKeon Timothy,Senior VP and Treasurer,2022-04-14,Sale,41,4900,200900,Apr 18 10:46 AM
Jones Myrtle L,Senior Vice Pres - Tax,2022-04-12,Option Exercise,31.44,4965,156100,Apr 13 03:07 PM
Miller Jeffrey Allen,"Director, President & CEO",2022-04-12,Sale,40,58600,2344000,Apr 13 03:16 PM
Rainey Joe D,"Pres., Eastern Hemisphere",2022-04-12,Sale,40.73,20000,814600,Apr 13 03:12 PM
Jones Myrtle L,Senior Vice Pres - Tax,2022-04-12,Sale,40,4965,198600,Apr 13 03:07 PM
Jones Myrtle L,Senior Vice Pres - Tax,2022-04-08,Option Exercise,31.44,3735,117428,Apr 12 02:45 PM
Pope Lawrence J,EVP Administration & CHRO,2022-04-08,Option Exercise,33.5,38500,1289750,Apr 12 02:49 PM
Richard Mark,President - Western Hemisphere,2022-04-08,Sale,40,7500,300000,Apr 12 02:51 PM
Pope Lawrence J,EVP Administration & CHRO,2022-04-08,Sale,39.95,48500,1937575,Apr 12 02:49 PM
Jones Myrtle L,Senior Vice Pres - Tax,2022-04-08,Sale,40,3735,149400,Apr 12 02:45 PM
Rainey Joe D,"Pres., Eastern Hemisphere",2022-03-08,Option Exercise,33.5,37933,1270756,Mar 10 09:46 AM
Loeffler Lance,EVP & Chief Financial Officer,2022-03-08,Option Exercise,31.44,51100,1606584,Mar 10 09:44 AM
Rainey Joe D,"Pres., Eastern Hemisphere",2022-03-08,Sale,37.49,37933,1422108,Mar 10 09:46 AM
Loeffler Lance,EVP & Chief Financial Officer,2022-03-08,Sale,38,51100,1941800,Mar 10 09:44 AM
Richard Mark,President - Western Hemisphere,2022-03-07,Sale,35,7500,262500,Mar 08 04:49 PM
Carre Eric,"EVP, Global Business Lines",2022-03-07,Sale,34.9,21841,762251,Mar 08 04:47 PM
Geer Charles Jr.,SVP & Chief Accounting Officer,2022-03-07,Sale,35,3500,122500,Mar 08 04:48 PM
Beckwith Van H.,"EVP, Secretary and CLO",2022-03-07,Sale,34.75,4205,146124,Mar 08 04:47 PM
Sharp Jill D.,SVP Internal Assurance Svcs.,2022-03-01,Option Exercise,26.09,56663,1478232,Mar 03 03:42 PM
Sharp Jill D.,SVP Internal Assurance Svcs.,2022-03-01,Sale,34,65121,2214114,Mar 03 03:42 PM
Geer Charles Jr.,SVP & Chief Accounting Officer,2022-03-01,Sale,34,3500,119000,Mar 03 03:29 PM
Hall Patricia Hemingway,Director,2022-02-28,Option Exercise,0,762,0,Mar 01 03:46 PM
Banks Margaret Katherine,Director,2022-02-28,Option Exercise,0,762,0,Mar 01 03:41 PM
Sharp Jill D.,SVP Internal Assurance Svcs.,2022-02-22,Option Exercise,31.58,1119,35338,Feb 24 04:38 PM
Geer Charles Jr.,SVP & Chief Accounting Officer,2022-02-22,Sale,33.15,7000,232050,Feb 24 04:01 PM
Sharp Jill D.,SVP Internal Assurance Svcs.,2022-02-22,Sale,33.15,19119,633795,Feb 24 04:38 PM
Richard Mark,President - Western Hemisphere,2022-02-22,Sale,33.15,16318,540942,Feb 24 04:15 PM
Jones Myrtle L,Senior Vice Pres - Tax,2022-02-22,Sale,33.15,14134,468542,Feb 24 04:08 PM
Loeffler Lance,EVP & Chief Financial Officer,2022-01-25,Sale,30,24061,721830,Jan 26 04:38 PM
Miller Jeffrey Allen,"Director, President & CEO",2022-01-25,Sale,30,33333,999990,Jan 26 04:22 PM
Rainey Joe D,"Pres., Eastern Hemisphere",2022-01-14,Sale,28.5,14000,399000,Jan 18 03:03 PM
GERBER MURRY,Director,2021-12-02,Option Exercise,0,12319,0,Dec 03 04:47 PM
Banks Margaret Katherine,Director,2021-12-02,Option Exercise,0,12319,0,Dec 03 04:43 PM
Malone Robert A,Director,2021-12-02,Option Exercise,0,12319,0,Dec 03 04:34 PM
Miller Jeffrey Allen,"Director, President & CEO",2021-10-11,Sale,25,33333,833325,Oct 13 01:35 PM
GERBER MURRY,Director,2021-09-20,Sale,19.33,44590,861782,Sep 21 04:28 PM
Banks Margaret Katherine,Director,2021-08-02,Option Exercise,0,2007,0,Aug 03 12:17 PM
GERBER MURRY,Director,2021-08-02,Option Exercise,0,4130,0,Aug 03 12:16 PM
Malone Robert A,Director,2021-08-02,Option Exercise,0,4130,0,Aug 03 11:48 AM
Hall Patricia Hemingway,Director,2021-08-02,Option Exercise,0,2007,0,Aug 03 11:55 AM
