Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Jagdfeld Aaron,Chief Executive Officer,2022-07-01,Sale,213.81,5000,1069050,Jul 01 04:04 PM
Jagdfeld Aaron,Chief Executive Officer,2022-06-01,Sale,250.68,5000,1253400,Jun 03 04:04 PM
Jagdfeld Aaron,Chief Executive Officer,2022-05-02,Sale,218.7,5000,1093500,May 02 04:09 PM
Jagdfeld Aaron,Chief Executive Officer,2022-04-01,Sale,298.74,5000,1493700,Apr 01 04:09 PM
MINICK RUSSELL S,Chief Marketing Officer,2022-03-04,Sale,318.01,11389,3621817,Mar 04 04:59 PM
MINICK RUSSELL S,Chief Marketing Officer,2022-03-01,Option Exercise,54.54,6749,368082,Mar 03 05:37 PM
Jagdfeld Aaron,Chief Executive Officer,2022-03-01,Sale,314.49,5000,1572450,Mar 03 05:44 PM
Jagdfeld Aaron,Chief Executive Officer,2022-02-01,Option Exercise,15.94,62087,989667,Feb 03 04:31 PM
Jagdfeld Aaron,Chief Executive Officer,2022-02-01,Sale,282.46,34894,9856053,Feb 03 04:31 PM
Jagdfeld Aaron,Chief Executive Officer,2022-01-03,Sale,350.5,5000,1752488,Jan 05 04:24 PM
Jagdfeld Aaron,Chief Executive Officer,2021-12-01,Sale,422.88,5000,2114409,Dec 03 04:26 PM
Ragen York A.,Chief Financial Officer,2021-11-11,Option Exercise,29.81,10000,298100,Nov 12 04:30 PM
Ragen York A.,Chief Financial Officer,2021-11-11,Sale,442.63,10000,4426284,Nov 12 04:30 PM
Jagdfeld Aaron,Chief Executive Officer,2021-11-01,Sale,496.95,5000,2484760,Nov 02 04:07 PM
Jagdfeld Aaron,Chief Executive Officer,2021-10-01,Sale,402.53,5000,2012652,Oct 01 04:09 PM
Jagdfeld Aaron,Chief Executive Officer,2021-09-01,Sale,438.41,5000,2192032,Sep 03 04:06 PM
Jagdfeld Aaron,Chief Executive Officer,2021-08-02,Sale,417.06,5000,2085310,Aug 03 04:15 PM
Forsythe Patrick John,Chief Technical Officer,2021-07-12,Sale,450,4223,1900350,Jul 14 05:04 PM
