Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Priest Stephen J,"SVP, Chief Financial Officer",2022-07-15,Option Exercise,0,31746,0,Jul 19 05:52 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2022-07-15,Option Exercise,0,2462,0,Jul 19 05:47 PM
Huber Marie Oh,"SVP, General Counsel & Secreta",2022-06-15,Option Exercise,0,9659,0,Jun 17 05:32 PM
Boone Cornelius,"SVP, Chief People Officer",2022-06-15,Option Exercise,0,5063,0,Jun 17 05:26 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-06-15,Option Exercise,0,8286,0,Jun 17 05:22 PM
Priest Stephen J,"SVP, Chief Financial Officer",2022-06-15,Option Exercise,0,3386,0,Jun 17 05:16 PM
Loeger Julie A,"SVP, Chief Growth Officer",2022-06-15,Option Exercise,0,3612,0,Jun 17 05:13 PM
IANNONE JAMIE,President and CEO,2022-06-15,Option Exercise,0,14068,0,Jun 17 05:08 PM
TRAQUINA PERRY M,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:50 PM
SWAN ROBERT HOLMES,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:44 PM
SHROFF MOHAK,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:39 PM
PRESSLER PAUL S,Director,2022-06-08,Option Exercise,0,5307,0,Jun 10 05:35 PM
Mitic Kathleen C.,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:30 PM
HAYLES CAROL,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:24 PM
Green Logan,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:13 PM
Brown Adriane M,Director,2022-06-08,Option Exercise,0,3791,0,Jun 10 05:04 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-06-06,Sale,47.95,3633,174217,Jun 08 04:23 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-05-23,Sale,45.16,7942,358669,May 24 04:49 PM
Loeger Julie A,"SVP, Chief Growth Officer",2022-05-15,Option Exercise,0,4705,0,May 17 06:28 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-05-15,Option Exercise,0,4741,0,May 17 05:15 PM
IANNONE JAMIE,President and CEO,2022-05-07,Option Exercise,0,138674,0,May 10 05:15 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2022-04-15,Option Exercise,0,2462,0,Apr 19 03:33 PM
Thompson Pete,"SVP, Chief Product Officer",2022-03-17,Sale,54.45,49523,2696537,Mar 21 04:03 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-03-15,Option Exercise,0,9041,0,Mar 17 03:50 PM
Boone Cornelius,"SVP, Chief People Officer",2022-03-15,Option Exercise,0,21653,0,Mar 17 03:48 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2022-03-15,Option Exercise,0,236133,0,Mar 17 03:46 PM
Thompson Pete,"SVP, Chief Product Officer",2022-03-15,Option Exercise,0,203092,0,Mar 17 03:44 PM
IANNONE JAMIE,President and CEO,2022-03-15,Option Exercise,0,5942,0,Mar 17 03:42 PM
Thompson Pete,"SVP, Chief Product Officer",2022-02-17,Sale,57.58,2755,158633,Feb 22 05:24 PM
Thompson Pete,"SVP, Chief Product Officer",2022-02-15,Option Exercise,0,8711,0,Feb 17 04:23 PM
Loeger Julie A,"SVP, Chief Growth Officer",2022-02-15,Option Exercise,0,18825,0,Feb 17 04:22 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2022-02-15,Option Exercise,0,4740,0,Feb 17 04:18 PM
IANNONE JAMIE,President and CEO,2022-02-07,Option Exercise,0,7591,0,Feb 09 04:05 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2022-01-15,Option Exercise,0,2462,0,Jan 19 04:12 PM
Thompson Pete,"SVP, Chief Product Officer",2021-12-17,Sale,63.6,1400,89040,Dec 21 08:23 PM
Thompson Pete,"SVP, Chief Product Officer",2021-12-15,Option Exercise,0,5831,0,Dec 17 04:32 PM
IANNONE JAMIE,President and CEO,2021-12-15,Option Exercise,0,5942,0,Dec 17 04:22 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2021-12-15,Option Exercise,0,8647,0,Dec 17 04:15 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-12-15,Option Exercise,0,9041,0,Dec 17 04:13 PM
Mitic Kathleen C.,Director,2021-11-22,Sale,74.19,4171,309446,Nov 24 07:25 PM
Thompson Pete,"SVP, Chief Product Officer",2021-11-17,Sale,75.8,2103,159407,Nov 19 04:53 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-11-15,Option Exercise,0,4741,0,Nov 17 04:01 PM
Thompson Pete,"SVP, Chief Product Officer",2021-11-15,Option Exercise,0,8710,0,Nov 17 04:01 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-11-15,Sale,76.02,3632,276090,Nov 17 04:01 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2021-11-08,Sale,75.49,33621,2538131,Nov 10 04:40 PM
IANNONE JAMIE,President and CEO,2021-11-07,Option Exercise,0,7592,0,Nov 09 04:18 PM
Mitic Kathleen C.,Director,2021-11-03,Sale,75.79,15830,1199762,Nov 05 04:04 PM
SWAN ROBERT HOLMES,Director,2021-10-22,Sale,80,20000,1600000,Oct 26 05:20 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2021-10-15,Option Exercise,0,2462,0,Oct 19 05:18 PM
Green Logan,Director,2021-10-13,Sale,74.86,343,25677,Nov 05 05:05 PM
SWAN ROBERT HOLMES,Director,2021-10-07,Sale,75,20000,1500000,Oct 12 04:02 PM
Green Logan,Director,2021-10-06,Sale,71.54,65,4650,Nov 05 05:05 PM
Green Logan,Director,2021-09-29,Sale,69.97,8,560,Nov 05 05:05 PM
Thompson Pete,"SVP, Chief Product Officer",2021-09-17,Sale,74.89,1394,104397,Sep 21 04:12 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2021-09-15,Option Exercise,0,8648,0,Sep 17 05:56 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-09-15,Option Exercise,0,9042,0,Sep 17 05:54 PM
Thompson Pete,"SVP, Chief Product Officer",2021-09-15,Option Exercise,0,5831,0,Sep 17 05:08 PM
IANNONE JAMIE,President and CEO,2021-09-15,Option Exercise,0,5942,0,Sep 17 04:53 PM
Green Logan,Director,2021-09-15,Sale,73.99,463,34257,Nov 05 05:05 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-08-30,Sale,77.69,2862,222350,Sep 01 05:04 PM
Bates Anthony John,Director,2021-08-25,Sale,74.12,19060,1412739,Aug 27 05:50 PM
SWAN ROBERT HOLMES,Director,2021-08-19,Sale,73.15,40000,2925884,Aug 23 05:03 PM
Thompson Pete,"SVP, Chief Product Officer",2021-08-17,Sale,73.96,2098,155168,Aug 19 04:02 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-08-16,Sale,74.87,12616,944501,Aug 18 04:19 PM
Thompson Pete,"SVP, Chief Product Officer",2021-08-15,Option Exercise,0,8710,0,Aug 17 05:27 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-08-15,Option Exercise,0,4740,0,Aug 17 05:11 PM
Green Logan,Director,2021-08-13,Buy,74.02,536,39675,Nov 05 05:05 PM
Doerger Brian J.,"VP, Chief Accounting Officer",2021-08-13,Sale,73.49,14584,1071788,Aug 17 05:11 PM
Green Logan,Director,2021-08-12,Buy,68.89,16,1102,Nov 05 05:05 PM
IANNONE JAMIE,President and CEO,2021-08-07,Option Exercise,0,7591,0,Aug 10 04:05 PM
Thompson Pete,"SVP, Chief Product Officer",2021-08-02,Sale,68.81,536,36882,Aug 04 04:38 PM
Green Logan,Director,2021-07-21,Buy,69.86,7,489,Nov 05 05:05 PM
Huber Marie Oh,"SVP, General Counsel & Sec.",2021-07-15,Option Exercise,0,2462,0,Jul 19 04:34 PM
Green Logan,Director,2021-07-14,Buy,68.03,19,1293,Nov 05 05:05 PM
