Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MILLER JOHN M,VP and Chief IP Counsel,2022-07-29,Option Exercise,80.11,1200,96132,Aug 01 06:07 PM
MILLER JOHN M,VP and Chief IP Counsel,2022-07-29,Sale,253.1,1200,303717,Aug 01 06:07 PM
Perducat Cyril,"SVP, Chief Technology Officer",2022-06-02,Sale,217.75,664,144583,Jun 03 04:46 PM
Perducat Cyril,"SVP, Chief Technology Officer",2022-06-01,Option Exercise,0,2240,0,Jun 03 04:46 PM
Watson Patricia A,Director,2022-05-05,Buy,219.58,1110,243734,May 05 06:44 PM
Gangestad Nicholas C,Sr. VP and CFO,2022-03-02,Sale,270.32,1870,505508,Mar 03 06:30 PM
Gangestad Nicholas C,Sr. VP and CFO,2022-03-01,Option Exercise,0,5308,0,Mar 03 06:30 PM
Shepherd Brian A,Sr. VP Software and Control,2022-02-02,Sale,294.22,621,182712,Feb 03 04:25 PM
GENEREUX SCOTT,"Sr.VP, Chief Revenue Officer",2022-02-02,Sale,294.21,938,275971,Feb 03 04:21 PM
Shepherd Brian A,Sr. VP Software and Control,2022-02-01,Option Exercise,0,2020,0,Feb 03 04:25 PM
GENEREUX SCOTT,"Sr.VP, Chief Revenue Officer",2022-02-01,Option Exercise,0,2691,0,Feb 03 04:21 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-15,Sale,344.34,69,23759,Dec 16 05:52 PM
Kulaszewicz Frank C,SVP,2021-12-15,Sale,344.34,279,96071,Dec 16 05:49 PM
Wlodarczyk Francis,SVP,2021-12-13,Sale,350.35,210,73573,Dec 14 05:44 PM
Riesterer Terry L.,Vice President and Controller,2021-12-13,Sale,350.18,34,11906,Dec 14 05:39 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-13,Sale,349.62,96,33563,Dec 14 05:28 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-12-13,Sale,349.84,142,49677,Dec 14 05:21 PM
Moret Blake D.,President and CEO,2021-12-13,Sale,350.29,1240,434365,Dec 14 04:49 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-12-13,Sale,350,21,7350,Dec 14 04:43 PM
Kulaszewicz Frank C,SVP,2021-12-13,Sale,350.24,249,87211,Dec 14 04:33 PM
House Rebecca W,"SVP, CLO and Secretary",2021-12-13,Sale,350.35,229,80231,Dec 14 04:29 PM
Chand Sujeet,"Sr VP, Technology",2021-12-13,Sale,350.21,173,60586,Dec 14 04:16 PM
Woods Isaac,Vice President and Treasurer,2021-12-10,Option Exercise,0,58,0,Dec 14 05:50 PM
Wlodarczyk Francis,SVP,2021-12-10,Option Exercise,0,446,0,Dec 14 05:44 PM
Riesterer Terry L.,Vice President and Controller,2021-12-10,Option Exercise,0,98,0,Dec 14 05:39 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-10,Option Exercise,0,203,0,Dec 14 05:28 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-12-10,Option Exercise,0,285,0,Dec 14 05:21 PM
Moret Blake D.,President and CEO,2021-12-10,Option Exercise,0,2635,0,Dec 14 04:49 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-12-10,Option Exercise,0,65,0,Dec 14 04:43 PM
Kulaszewicz Frank C,SVP,2021-12-10,Option Exercise,0,528,0,Dec 14 04:33 PM
House Rebecca W,"SVP, CLO and Secretary",2021-12-10,Option Exercise,0,486,0,Dec 14 04:29 PM
Fooks Elik I,Senior Vice President,2021-12-10,Option Exercise,0,183,0,Dec 14 04:25 PM
Chand Sujeet,"Sr VP, Technology",2021-12-10,Option Exercise,0,365,0,Dec 14 04:16 PM
Kulaszewicz Frank C,SVP,2021-12-09,Sale,347.53,3341,1161099,Dec 09 07:11 PM
House Rebecca W,"SVP, CLO and Secretary",2021-12-06,Sale,342.74,2234,765691,Dec 07 06:26 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-12-06,Sale,342.76,248,85004,Dec 07 06:25 PM
