Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-07-29,Option Exercise,95.32,6000,571920,Jul 29 04:51 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-07-29,Sale,212.11,9000,1908990,Jul 29 04:51 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-06-30,Option Exercise,95.32,6000,571920,Jun 30 04:10 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-06-30,Sale,195.37,9000,1758330,Jun 30 04:10 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-05-31,Option Exercise,95.32,6000,571920,May 31 05:01 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-05-31,Sale,210.38,9000,1893420,May 31 05:01 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-04-29,Option Exercise,95.32,6000,571920,May 02 07:38 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-04-29,Sale,218.62,9000,1967580,May 02 07:38 PM
MCINERNEY RYAN,PRESIDENT,2022-04-01,Option Exercise,62.47,6467,403961,Apr 01 04:57 PM
MCINERNEY RYAN,PRESIDENT,2022-04-01,Sale,223.65,6467,1446345,Apr 01 04:57 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-03-31,Option Exercise,95.32,6000,571920,Apr 01 04:55 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-03-31,Sale,223.91,9000,2015190,Apr 01 04:55 PM
MCINERNEY RYAN,PRESIDENT,2022-03-28,Option Exercise,62.47,6466,403899,Mar 29 04:02 PM
MCINERNEY RYAN,PRESIDENT,2022-03-28,Sale,220,6466,1422520,Mar 29 04:02 PM
MATSCHULLAT ROBERT W,Director,2022-03-16,Sale,210.94,1114,234982,Mar 18 05:22 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-02-28,Option Exercise,95.32,6000,571920,Mar 01 04:07 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-02-28,Sale,216,9000,1944000,Mar 01 04:07 PM
MCINERNEY RYAN,PRESIDENT,2022-02-08,Option Exercise,62.47,6466,403899,Feb 09 04:03 PM
MCINERNEY RYAN,PRESIDENT,2022-02-08,Sale,226.11,6466,1462027,Feb 09 04:03 PM
HOFFMEISTER JAMES H,"GBL CORP CONTROLLER, CAO",2022-02-01,Sale,231.49,1737,402099,Feb 02 04:31 PM
KELLY ALFRED F JR,CHAIRMAN & CEO,2022-01-31,Option Exercise,94.82,6000,568920,Feb 01 04:55 PM
