Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
McMillon C Douglas,President and CEO,2022-07-28,Sale,127.05,9708,1233391,Jul 29 05:31 PM
McMillon C Douglas,President and CEO,2022-06-23,Sale,122.13,9708,1185608,Jun 24 05:29 PM
McMillon C Douglas,President and CEO,2022-05-26,Sale,125.61,9708,1219384,May 27 05:01 PM
McMillon C Douglas,President and CEO,2022-04-28,Sale,154.41,9708,1499052,Apr 29 06:56 PM
McMillon C Douglas,President and CEO,2022-03-24,Sale,142.41,9708,1382476,Mar 25 05:28 PM
McKenna Judith J,Executive Vice President,2022-03-11,Sale,142.66,15000,2139972,Mar 15 06:13 PM
WALTON S ROBSON,Director,2022-03-09,Sale,139.7,128000,17881020,Mar 10 05:34 PM
WALTON ALICE L,10% Owner,2022-03-09,Sale,139.7,128000,17881020,Mar 10 05:41 PM
WALTON JIM C,10% Owner,2022-03-09,Sale,139.7,128000,17881020,Mar 10 05:44 PM
WALTON S ROBSON,Director,2022-03-08,Sale,140.13,50000,7006305,Mar 10 05:34 PM
WALTON ALICE L,10% Owner,2022-03-08,Sale,140.13,50000,7006305,Mar 10 05:41 PM
WALTON JIM C,10% Owner,2022-03-08,Sale,140.13,50000,7006305,Mar 10 05:44 PM
Biggs M. Brett,Executive Vice President,2022-03-03,Sale,140.02,22133,3099151,Mar 04 05:29 PM
WALTON JIM C,10% Owner,2022-03-02,Sale,136.2,1167433,158999891,Mar 04 05:22 PM
WALTON S ROBSON,Director,2022-03-02,Sale,136.2,1167433,158999891,Mar 04 05:25 PM
WALTON ALICE L,10% Owner,2022-03-02,Sale,136.2,1167433,158999891,Mar 04 05:27 PM
McMillon C Douglas,President and CEO,2022-02-24,Sale,134.78,9708,1308397,Feb 25 06:01 PM
Biggs M. Brett,Executive Vice President,2022-02-18,Sale,138.81,15000,2082162,Feb 23 05:33 PM
Furner John R.,Executive Vice President,2022-02-18,Sale,138.07,15100,2084794,Feb 23 05:36 PM
McMillon C Douglas,President and CEO,2022-01-27,Sale,137.07,9708,1330717,Jan 28 06:21 PM
WALTON ALICE L,10% Owner,2021-12-27,Sale,140.42,601845,84508547,Dec 28 05:03 PM
WALTON JIM C,10% Owner,2021-12-27,Sale,140.42,601845,84508547,Dec 28 05:04 PM
WALTON S ROBSON,Director,2021-12-27,Sale,140.42,601845,84508547,Dec 28 05:06 PM
McMillon C Douglas,President and CEO,2021-12-23,Sale,139.31,9708,1352463,Dec 28 05:10 PM
WALTON S ROBSON,Director,2021-12-23,Sale,140.02,93747,13126474,Dec 28 05:06 PM
WALTON JIM C,10% Owner,2021-12-23,Sale,140.02,93747,13126474,Dec 28 05:04 PM
WALTON ALICE L,10% Owner,2021-12-23,Sale,140.02,93747,13126474,Dec 28 05:03 PM
WALTON S ROBSON,Director,2021-12-21,Sale,139.25,366333,51013664,Dec 22 06:26 PM
WALTON JIM C,10% Owner,2021-12-21,Sale,139.25,366333,51013664,Dec 22 06:24 PM
WALTON ALICE L,10% Owner,2021-12-21,Sale,139.25,366333,51013664,Dec 22 06:22 PM
WALTON S ROBSON,Director,2021-12-20,Sale,138.97,946981,131602936,Dec 22 06:26 PM
