Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Ciarfella Mark R,EVP - Operations,2022-06-07,Option Exercise,156.5,1000,156500,Jun 09 05:30 PM
Ciarfella Mark R,EVP - Operations,2022-06-07,Sale,338.05,1000,338050,Jun 09 05:30 PM
STOOPS JEFFREY,Chief Executive Officer & Pres,2022-05-24,Sale,344.07,30000,10321986,May 26 05:52 PM
BEEBE KEVIN L,Director,2022-05-03,Option Exercise,113.55,1899,215631,May 04 05:54 PM
BEEBE KEVIN L,Director,2022-05-03,Sale,347.72,1889,656843,May 04 05:54 PM
SILBERSTEIN JASON V,EVP - Site Leasing,2022-04-28,Option Exercise,117.98,2541,299775,Apr 29 05:18 PM
BAGWELL KURT L,EVP; Pres. - International,2022-03-09,Sale,330,3757,1239936,Mar 11 05:17 PM
COCROFT DUNCAN,Director,2022-03-08,Option Exercise,113.55,1899,215631,Mar 10 05:42 PM
Krouse George R Jr,Director,2022-03-08,Sale,328.88,500,164440,Mar 10 05:41 PM
LANGER JACK,Director,2022-02-10,Option Exercise,113.55,1899,215631,Feb 11 06:02 PM
BERNSTEIN STEVEN E,Chairman,2022-01-19,Option Exercise,113.55,1899,215631,Jan 21 05:48 PM
Ciarfella Mark R,EVP - Operations,2021-12-15,Option Exercise,182.3,3000,546900,Dec 21 01:27 PM
Ciarfella Mark R,EVP - Operations,2021-12-15,Sale,370,3000,1110000,Dec 21 01:27 PM
HUNT THOMAS P,Executive VP/General Counsel,2021-12-15,Sale,365.93,1087,397762,Dec 16 07:14 PM
HUNT THOMAS P,Executive VP/General Counsel,2021-12-14,Option Exercise,124.76,282402,35233296,Dec 16 07:14 PM
Ciarfella Mark R,EVP - Operations,2021-12-13,Option Exercise,182.3,3000,546900,Dec 15 05:00 PM
Ciarfella Mark R,EVP - Operations,2021-12-13,Sale,365.67,3000,1097010,Dec 15 05:00 PM
Krouse George R Jr,Director,2021-11-19,Option Exercise,212.31,1000,212310,Nov 23 06:07 PM
Krouse George R Jr,Director,2021-11-19,Sale,350,1000,350000,Nov 23 06:07 PM
STOOPS JEFFREY,Chief Executive Officer & Pres,2021-11-18,Option Exercise,105.18,375249,39469423,Nov 22 05:35 PM
Cavanagh Brendan Thomas,Executive Vice President & CFO,2021-11-17,Buy,350.37,4,1401,Mar 29 06:06 PM
Patel Dipan D,"EVP Tech., Strat. & New Bus.",2021-09-10,Option Exercise,182.3,1096,199801,Sep 14 06:01 PM
Lazarus Brian D,SVP & Chief Accounting Officer,2021-09-07,Option Exercise,115.17,868,99968,Sep 08 05:49 PM
Lazarus Brian D,SVP & Chief Accounting Officer,2021-09-03,Option Exercise,115.17,24263,2794370,Sep 08 05:49 PM
Lazarus Brian D,SVP & Chief Accounting Officer,2021-09-03,Sale,366.17,24263,8884479,Sep 08 05:49 PM
HUNT THOMAS P,Executive VP/General Counsel,2021-09-03,Sale,365.47,67112,24527156,Sep 03 05:50 PM
Cavanagh Brendan Thomas,Executive Vice President & CFO,2021-09-02,Option Exercise,115.17,60163,6928973,Sep 03 05:48 PM
Cavanagh Brendan Thomas,Executive Vice President & CFO,2021-09-02,Sale,365.51,60163,21990261,Sep 03 05:48 PM
Ciarfella Mark R,EVP - Operations,2021-08-19,Option Exercise,156.5,6759,1057784,Aug 20 06:12 PM
Ciarfella Mark R,EVP - Operations,2021-08-19,Sale,358.01,6759,2419790,Aug 20 06:12 PM
HUNT THOMAS P,Executive VP/General Counsel,2021-08-19,Sale,357.69,50000,17884645,Aug 20 06:11 PM
STOOPS JEFFREY,Chief Executive Officer & Pres,2021-08-16,Sale,353.3,37278,13170384,Aug 18 06:04 PM
Ciarfella Mark R,EVP - Operations,2021-08-11,Option Exercise,115.17,2377,273759,Aug 13 06:07 PM
Ciarfella Mark R,EVP - Operations,2021-08-11,Sale,345,2377,820065,Aug 13 06:07 PM
BAGWELL KURT L,EVP; Pres. - International,2021-08-05,Option Exercise,148.84,44800,6668003,Aug 06 05:37 PM
BAGWELL KURT L,EVP; Pres. - International,2021-08-05,Sale,346.15,44800,15507354,Aug 06 05:37 PM
