Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
GIRARD JAMES P,"Vice President, HR",2022-07-08,Option Exercise,77.54,7500,581550,Jul 12 04:43 PM
GIRARD JAMES P,"Vice President, HR",2022-07-08,Sale,240,7500,1800000,Jul 12 04:43 PM
ZOISS EDWARD J,Pres. Space & Airborne Systems,2022-06-29,Option Exercise,0,12888,0,Jul 01 04:43 PM
Stackley Sean J,"Pres., Integrated Mission Sys.",2022-06-29,Option Exercise,0,12888,0,Jul 01 04:41 PM
Brown William M,Executive Chair,2022-06-29,Option Exercise,0,83055,0,Jul 01 04:39 PM
KUBASIK CHRISTOPHER E,Chair and CEO,2022-06-29,Option Exercise,0,48820,0,Jul 01 04:37 PM
MEHNERT DANA A,"Pres., Communication Systems",2022-06-29,Option Exercise,0,12888,0,Jul 01 04:35 PM
GIRARD JAMES P,"Vice President, HR",2022-06-29,Option Exercise,0,6444,0,Jul 01 04:32 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2022-06-29,Option Exercise,0,9668,0,Jul 01 04:30 PM
GIRARD JAMES P,"Vice President, HR",2022-06-08,Option Exercise,73.41,7500,550580,Jun 10 04:34 PM
GIRARD JAMES P,"Vice President, HR",2022-06-08,Sale,245.46,7500,1840950,Jun 10 04:34 PM
FRADIN ROGER,Director,2022-04-23,Option Exercise,0,795,0,May 04 04:44 PM
Kramer Lewis,Director,2022-04-23,Option Exercise,0,795,0,Apr 26 05:14 PM
DATTILO THOMAS A,Director,2022-04-23,Option Exercise,0,795,0,Apr 26 04:49 PM
CORCORAN THOMAS A,Director,2022-04-23,Option Exercise,0,795,0,Apr 26 04:47 PM
CHIARELLI PETER W,Director,2022-04-23,Option Exercise,0,795,0,Apr 26 04:44 PM
BAILEY SALLIE B,Director,2022-04-23,Option Exercise,0,795,0,Apr 26 04:39 PM
ZOISS EDWARD J,Pres. Space & Airborne Systems,2022-02-09,Sale,220,4730,1040600,Feb 11 04:39 PM
Gautier Todd W.,"President, Aviation Systems",2021-11-04,Sale,220.24,6912,1522299,Nov 08 05:30 PM
Brown William M,Executive Chair,2021-09-14,Option Exercise,77.54,85160,6603306,Sep 15 04:39 PM
Brown William M,Executive Chair,2021-09-14,Sale,226.79,85160,19313790,Sep 15 04:39 PM
Brown William M,Executive Chair,2021-09-13,Option Exercise,77.54,85162,6603461,Sep 15 04:39 PM
Brown William M,Executive Chair,2021-09-13,Sale,229.19,85162,19518550,Sep 15 04:39 PM
Brown William M,Executive Chair,2021-09-10,Option Exercise,77.54,85162,6603461,Sep 13 06:43 PM
Brown William M,Executive Chair,2021-09-10,Sale,231.79,85162,19739829,Sep 13 06:43 PM
Brown William M,Executive Chair,2021-09-09,Option Exercise,77.54,85162,6603461,Sep 13 06:43 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-09-09,Sale,230.77,10753,2481470,Sep 13 06:46 PM
Brown William M,Executive Chair,2021-09-09,Sale,231.56,85162,19719958,Sep 13 06:43 PM
Brown William M,Executive Chair,2021-09-08,Option Exercise,74.82,85162,6371884,Sep 09 08:15 PM
Brown William M,Executive Chair,2021-09-08,Sale,230.3,85162,19612549,Sep 09 08:15 PM
Brown William M,Executive Chair,2021-09-07,Option Exercise,71.02,85162,6048205,Sep 09 08:15 PM
Brown William M,Executive Chair,2021-09-07,Sale,229.91,85162,19579993,Sep 09 08:15 PM
Brown William M,Executive Chair,2021-09-03,Option Exercise,71.02,17320,1230066,Sep 08 07:31 PM
Brown William M,Executive Chair,2021-09-03,Sale,231.99,85162,19756505,Sep 08 07:31 PM
Gautier Todd W.,"President, Aviation Systems",2021-08-05,Option Exercise,129.85,15571,2021894,Aug 06 08:07 PM
MEHNERT DANA A,"Pres., Communication Systems",2021-08-05,Sale,231.48,60200,13935264,Aug 06 08:08 PM
Gautier Todd W.,"President, Aviation Systems",2021-08-05,Sale,230.62,15571,3590984,Aug 06 08:07 PM
MALAVE JESUS JR,"SVP, Chief Financial Officer",2021-08-01,Option Exercise,0,1546,0,Aug 03 04:29 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-20,Option Exercise,90.84,8573,778771,Jul 21 05:15 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-20,Sale,225.08,8573,1929611,Jul 21 05:15 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-16,Option Exercise,90.84,2826,256714,Jul 20 04:24 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-16,Sale,225.36,2826,636867,Jul 20 04:24 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-13,Option Exercise,90.84,28321,2572680,Jul 15 05:13 PM
MIKUEN SCOTT T,Sr VP-General Counsel & Secy,2021-07-13,Sale,225.25,28321,6379305,Jul 15 05:13 PM
CORCORAN THOMAS A,Director,2021-07-13,Sale,225.21,4450,1002184,Jul 15 05:10 PM
