Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MM Asset Management Holding LL,10% Owner,2022-06-14,Buy,16.21,827590,13412668,Jun 15 05:30 PM
MM Asset Management Holding LL,10% Owner,2022-06-13,Buy,16.08,827590,13306240,Jun 15 05:30 PM
Kessler Denis,Director,2022-05-15,Option Exercise,0,5807,0,May 17 04:47 PM
Vacheron Terry,Chief Accounting Officer,2022-05-10,Buy,17.4,4000,69600,May 11 04:02 PM
Kessler Denis,Director,2022-04-29,Option Exercise,0,1311,0,Apr 29 04:32 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-04-04,Buy,23.46,250062,5866630,Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-04-01,Buy,23.13,1474538,34112699,Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-31,Buy,23.07,2000000,46145600,Apr 04 05:34 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-30,Buy,23.36,1500000,35036550,Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-29,Buy,23.2,1273501,29540129,Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-28,Buy,22.15,756419,16754227,Mar 30 05:46 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-25,Buy,22.01,720080,15846441,Mar 25 09:13 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-24,Buy,21.77,682437,14856176,Mar 25 09:13 PM
"TRIAN FUND MANAGEMENT, L.P.",10% Owner,2022-03-23,Buy,21.52,1026508,22085320,Mar 25 09:13 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-08,Buy,19.49,1378433,26862259,Mar 08 08:01 PM
McGreevey Gregory,Senior Managing Director,2022-03-08,Sale,19.6,200000,3920000,Mar 10 06:09 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-07,Buy,18.65,1378433,25702537,Mar 08 08:01 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2022-03-04,Buy,19.01,1349650,25652528,Mar 08 08:01 PM
FLANAGAN MARTIN L,President & CEO,2022-03-01,Sale,19.51,189708,3701203,Mar 02 05:14 PM
Lo Andrew Tak Shing,Senior Managing Director,2022-02-28,Option Exercise,0,119772,0,Mar 02 05:34 PM
Kessler Denis,Director,2022-01-27,Option Exercise,0,1744,0,Jan 31 04:58 PM
Meadows Colin,Senior Managing Director,2021-11-04,Sale,25.84,47210,1219906,Nov 08 04:23 PM
MASSACHUSETTS MUTUAL LIFE INSU,10% Owner,2021-11-01,Buy,26.15,7582,198269,Mar 08 08:01 PM
Kessler Denis,Director,2021-10-28,Option Exercise,25.49,2719,69307,Oct 29 05:10 PM
Lo Andrew Tak Shing,Senior Managing Director,2021-09-13,Sale,24.91,150000,3736500,Sep 14 04:18 PM
Schlossberg Andrew,Senior Managing Director,2021-08-31,Option Exercise,0,46118,0,Sep 01 04:53 PM
Sharp Douglas J,Senior Managing Director,2021-08-31,Option Exercise,0,15104,0,Sep 01 04:50 PM
Kessler Denis,Director,2021-07-29,Option Exercise,24.35,3419,83253,Aug 02 06:43 PM
