Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Tereau Daniel R,Please See Remarks,2022-07-22,Option Exercise,52.65,5700,300105,Jul 25 04:05 PM
Tereau Daniel R,Please See Remarks,2022-07-22,Sale,145.14,5700,827298,Jul 25 04:05 PM
Mock James M,Please See Remarks,2022-06-24,Sale,145.49,5025,731092,Jun 27 04:05 PM
Tereau Daniel R,Please See Remarks,2022-03-14,Option Exercise,41.8,6696,279893,Mar 15 04:05 PM
Tereau Daniel R,Please See Remarks,2022-03-14,Sale,165.84,6696,1110453,Mar 15 04:05 PM
Okun Andrew,Please See Remarks,2021-12-16,Sale,189.04,1350,255206,Dec 17 05:18 PM
Tereau Daniel R,Please See Remarks,2021-12-09,Option Exercise,46.26,3546,164020,Dec 10 04:25 PM
Tereau Daniel R,Please See Remarks,2021-12-09,Sale,189.55,3546,672161,Dec 10 04:25 PM
Mock James M,Please See Remarks,2021-09-20,Sale,184.87,6080,1124040,Sep 21 04:05 PM
Okun Andrew,Please See Remarks,2021-08-30,Option Exercise,81.29,3054,248260,Aug 31 04:05 PM
Okun Andrew,Please See Remarks,2021-08-30,Sale,187.48,3054,572549,Aug 31 04:05 PM
Gregoire Sylvie,Director,2021-07-06,Option Exercise,46.27,5000,231350,Jul 07 04:05 PM
Gregoire Sylvie,Director,2021-07-06,Sale,155.57,5000,777850,Jul 07 04:05 PM
