Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Russell David Eric,"Vice President, Controller",2022-04-01,Option Exercise,118.53,4608,546186,Apr 04 02:52 PM
Gibbs David W,Chief Executive Officer,2022-01-14,Option Exercise,45.88,2227,102175,Jan 19 10:18 AM
Gibbs David W,Chief Executive Officer,2022-01-14,Sale,128.12,1433,183596,Jan 19 10:18 AM
Gibbs David W,Chief Executive Officer,2021-12-15,Option Exercise,45.88,2227,102175,Dec 15 12:30 PM
Gibbs David W,Chief Executive Officer,2021-12-15,Sale,132.01,1452,191679,Dec 15 12:30 PM
GRADDICK WEIR MIRIAN M,Director,2021-11-24,Option Exercise,44.48,1894,84245,Nov 29 03:45 PM
Gibbs David W,Chief Executive Officer,2021-11-15,Option Exercise,45.88,2227,102175,Nov 16 10:28 AM
Gibbs David W,Chief Executive Officer,2021-11-15,Sale,125.9,1411,177645,Nov 16 10:28 AM
Lowings Anthony,CEO-KFC Division,2021-11-09,Option Exercise,45.88,10468,480272,Nov 10 10:58 AM
Lowings Anthony,CEO-KFC Division,2021-11-09,Sale,126.54,6662,843009,Nov 10 10:58 AM
Gibbs David W,Chief Executive Officer,2021-10-15,Option Exercise,45.88,2227,102175,Oct 18 10:07 AM
Gibbs David W,Chief Executive Officer,2021-10-15,Sale,126.19,1409,177802,Oct 18 10:07 AM
Gibbs David W,Chief Executive Officer,2021-09-15,Option Exercise,45.88,2227,102175,Sep 16 10:31 AM
Gibbs David W,Chief Executive Officer,2021-09-15,Sale,128.66,1434,184498,Sep 16 10:31 AM
Gibbs David W,Chief Executive Officer,2021-08-16,Option Exercise,45.88,2227,102175,Aug 17 01:57 PM
Gibbs David W,Chief Executive Officer,2021-08-16,Sale,134.48,1469,197551,Aug 17 01:57 PM
Lowings Anthony,CEO-KFC Division,2021-08-11,Option Exercise,45.88,6280,288126,Aug 12 11:28 AM
Lowings Anthony,CEO-KFC Division,2021-08-11,Sale,133.39,4114,548766,Aug 12 11:28 AM
King Mark James,CEO - Taco Bell,2021-08-09,Option Exercise,133.2,4357,580352,Aug 10 02:13 PM
Turner Christopher Lee,Chief Financial Officer,2021-08-09,Option Exercise,133.2,4357,580352,Aug 10 02:39 PM
NELSON THOMAS C,Director,2021-08-05,Option Exercise,3747,2833,10615251,Aug 06 04:48 PM
Skeans Tracy L,COO and CPO,2021-07-30,Option Exercise,49.66,30417,1510508,Aug 02 09:19 PM
Skeans Tracy L,COO and CPO,2021-07-30,Sale,129.71,18824,2441573,Aug 02 09:19 PM
Skeans Tracy L,COO and CPO,2021-07-27,Option Exercise,52.64,8455,445071,Jul 28 09:30 AM
Skeans Tracy L,COO and CPO,2021-07-27,Sale,125,4894,611750,Jul 28 09:30 AM
Gibbs David W,Chief Executive Officer,2021-07-15,Option Exercise,45.88,2227,102175,Jul 16 11:05 AM
Gibbs David W,Chief Executive Officer,2021-07-15,Sale,116.81,1354,158161,Jul 16 11:05 AM
Lowings Anthony,CEO-KFC Division,2021-07-01,Option Exercise,45.88,4187,192100,Jul 02 03:49 PM
Lowings Anthony,CEO-KFC Division,2021-07-01,Sale,115.49,2517,290688,Jul 02 03:49 PM
