Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-28,Sale,222.4,167095,37161898,Aug 01 03:59 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-13,Sale,221.24,23813,5268379,Jul 15 04:28 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-12,Sale,221.55,88746,19661235,Jul 13 03:40 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-11,Sale,221.26,26627,5891553,Jul 13 03:40 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-08,Sale,221.22,12078,2671936,Jul 12 05:17 PM
Arway Pamela M,Director,2022-07-08,Sale,220.93,234,51698,Jul 08 04:06 PM
Reiman Jason,SVP Chief Supply Chain Officer,2022-07-07,Sale,220.49,150,33074,Jul 08 04:07 PM
Buck Michele,"Chairman, President and CEO",2022-07-07,Sale,220.49,5000,1102450,Jul 08 04:08 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-07,Sale,221,3007,664549,Jul 08 04:29 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-06,Sale,221.29,111458,24664675,Jul 08 04:29 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-05,Sale,221.21,1781,393981,Jul 06 03:05 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-07-01,Sale,218.82,155821,34097499,Jul 06 03:05 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-06-30,Sale,215.58,303809,65494233,Jul 01 02:39 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-06-29,Sale,219.37,253066,55513823,Jul 01 02:39 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-06-28,Sale,219.89,181687,39951790,Jun 29 05:22 PM
HERSHEY TRUST CO TRUSTEE IN TR,10% Owner,2022-06-27,Sale,221.32,218182,48289066,Jun 29 05:22 PM
Raup Charles R,"President, U.S.",2022-06-27,Sale,220.9,1512,334001,Jun 28 04:07 PM
Buck Michele,"Chairman, President and CEO",2022-06-07,Sale,209.15,5000,1045750,Jun 08 04:06 PM
Reiman Jason,SVP Chief Supply Chain Officer,2022-06-07,Sale,209.15,150,31372,Jun 08 04:05 PM
Buck Michele,"Chairman, President and CEO",2022-05-09,Sale,224.75,5000,1123750,May 10 04:07 PM
Reiman Jason,SVP Chief Supply Chain Officer,2022-05-09,Sale,224.75,150,33712,May 10 04:05 PM
McCalman Jennifer,"VP, Chief Accounting Officer",2022-04-12,Sale,223.8,95,21261,Apr 13 04:23 PM
Arway Pamela M,Director,2022-04-07,Sale,221.95,255,56597,Apr 11 04:09 PM
Reiman Jason,SVP Chief Supply Chain Officer,2022-04-07,Sale,221.95,150,33292,Apr 08 04:09 PM
Buck Michele,"Chairman, President and CEO",2022-04-07,Sale,221.95,5000,1109750,Apr 08 04:07 PM
