Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Nusterer Norbert,VP & President - Power Systems,2022-05-25,Option Exercise,110.01,3300,363022,May 26 10:59 AM
ChangDiaz Franklin R,Director,2022-05-25,Sale,199.62,1560,311407,May 25 02:22 PM
Barner Sharon R,VP - Chief Administrative Off.,2022-05-10,Option Exercise,109.09,4750,518178,May 11 04:09 PM
Barner Sharon R,VP - Chief Administrative Off.,2022-05-10,Sale,205,4750,973750,May 11 04:09 PM
Barner Sharon R,VP - Chief Administrative Off.,2022-05-06,Option Exercise,109.09,5000,545450,May 10 10:56 AM
Barner Sharon R,VP - Chief Administrative Off.,2022-05-06,Sale,204.34,5000,1021700,May 10 10:56 AM
LINEBARGER NORMAN THOMAS,Chairman & CEO,2022-03-31,Option Exercise,120.28,37510,4511703,Apr 04 09:54 AM
RUMSEY JENNIFER,President & COO,2022-03-31,Option Exercise,120.28,590,70965,Apr 04 09:54 AM
Embree Tracy A,President - Distribution,2022-03-31,Option Exercise,120.28,1470,176812,Apr 04 09:53 AM
Embree Tracy A,President - Distribution,2022-03-31,Sale,208.41,1470,306363,Apr 04 09:53 AM
RUMSEY JENNIFER,President & COO,2022-03-31,Sale,208.41,420,87532,Apr 04 09:54 AM
LINEBARGER NORMAN THOMAS,Chairman & CEO,2022-03-31,Sale,207.09,37510,7767945,Apr 04 09:54 AM
Smith Mark Andrew,VP - Chief Financial Officer,2022-02-25,Option Exercise,120.28,590,70965,Feb 28 12:43 PM
Clulow Christopher C,VP - Controller,2022-02-25,Option Exercise,120.28,370,44504,Feb 28 12:43 PM
ChangDiaz Franklin R,Director,2022-02-25,Sale,203.99,1000,203994,Feb 28 12:43 PM
Clulow Christopher C,VP - Controller,2022-02-25,Sale,205.04,285,58437,Feb 28 12:43 PM
HERMAN ALEXIS M,Director,2022-02-25,Sale,204.08,263,53673,Feb 28 12:43 PM
Smith Mark Andrew,VP - Chief Financial Officer,2022-02-25,Sale,205.1,430,88192,Feb 28 12:43 PM
Cook Jill E,Chief Human Resources Officer,2022-02-23,Option Exercise,120.28,4410,530435,Feb 24 04:09 PM
Cook Jill E,Chief Human Resources Officer,2022-02-23,Sale,206.04,3136,646142,Feb 24 04:09 PM
Kennedy Melina M,VP-Product Compl.-Reg. Affairs,2022-02-11,Option Exercise,100.39,150,15059,Feb 14 12:13 PM
Kennedy Melina M,VP-Product Compl.-Reg. Affairs,2022-02-11,Sale,221.81,97,21516,Feb 14 12:13 PM
Satterthwaite Tony,Vice Chairman,2021-11-23,Option Exercise,120.28,9190,1105373,Nov 23 03:28 PM
Satterthwaite Tony,Vice Chairman,2021-11-23,Sale,226.72,9190,2083541,Nov 23 03:28 PM
Di Leo Allen Bruno V,Director,2021-11-17,Sale,233.81,1000,233810,Nov 22 03:23 PM
Padmanabhan Srikanth,President -  Engine Busines,2021-11-16,Option Exercise,111.3,14770,1643854,Nov 17 03:18 PM
Padmanabhan Srikanth,President -  Engine Busines,2021-11-16,Sale,236.31,14770,3490338,Nov 17 03:18 PM
Fier Walter J,VP - Chief Technical Officer,2021-11-11,Option Exercise,136.31,10060,1371294,Nov 12 04:45 PM
Fier Walter J,VP - Chief Technical Officer,2021-11-11,Sale,235.7,7360,1734789,Nov 12 04:45 PM
Barner Sharon R,VP - Chief Administrative Off.,2021-11-11,Sale,237.95,40,9518,Nov 12 02:32 PM
Barner Sharon R,VP - Chief Administrative Off.,2021-11-10,Option Exercise,130.04,24830,3228797,Nov 12 02:32 PM
Barner Sharon R,VP - Chief Administrative Off.,2021-11-10,Sale,237.91,24790,5897851,Nov 12 02:32 PM
ChangDiaz Franklin R,Director,2021-11-10,Sale,237.56,2100,498873,Nov 12 02:33 PM
HERMAN ALEXIS M,Director,2021-11-05,Sale,236.58,1950,461328,Nov 12 02:33 PM
