Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
LUCZO STEPHEN J,Director,2022-05-12,Buy,79.3,25000,1982425,May 13 04:16 PM
SAPERSTEIN ANDREW M,Co-President/Head of WM,2022-02-08,Sale,105.7,17162,1813998,Feb 09 04:16 PM
Hotsuki Keishi,Chief Risk Officer,2022-02-07,Sale,105,24500,2572500,Feb 09 04:14 PM
SIMKOWITZ DANIEL A,Head of Investment Management,2022-01-31,Sale,102.56,18414,1888525,Feb 02 04:12 PM
PRUZAN JONATHAN,Chief Operating Officer,2022-01-26,Sale,101.05,18414,1860705,Jan 28 04:17 PM
CRAWLEY MANDELL,Chief Human Resources Officer,2022-01-21,Sale,98.57,7475,736812,Jan 21 04:16 PM
SAPERSTEIN ANDREW M,Co-President/Head of WM,2022-01-20,Sale,96.8,15471,1497593,Jan 21 04:24 PM
GROSSMAN ERIC F,Chief Legal Officer,2022-01-20,Sale,101.63,33209,3375130,Jan 21 04:17 PM
DARLING ALISTAIR,Director,2021-11-09,Sale,99.46,1000,99460,Nov 12 04:13 PM
YESHAYA SHARON,Chief Financial Officer,2021-07-21,Sale,95.64,2500,239104,Jul 23 04:17 PM
SAPERSTEIN ANDREW M,Co-President/Head of WM,2021-07-16,Sale,92.97,11465,1065901,Jul 16 04:28 PM
