Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Faurot Holly,Chief Sales Officer,2022-05-25,Sale,277.55,5431,1507393,May 26 04:05 PM
Faurot Holly,Chief Sales Officer,2022-05-11,Sale,275.19,75,20639,May 13 04:05 PM
Faurot Holly,Chief Sales Officer,2022-05-11,Sale,275.24,1460,401850,May 13 04:05 PM
Smith Bradley Scott,Chief Information Officer,2022-05-11,Sale,275.24,1625,447265,May 13 04:06 PM
Richison Chad R.,President and CEO,2022-05-11,Sale,275.24,9611,2645332,May 13 04:05 PM
Boelte Craig E.,Chief Financial Officer,2022-05-11,Sale,275.24,2709,745625,May 13 04:06 PM
Long Justin Devon,EVP of Operations,2022-05-11,Sale,275.23,151,41560,May 13 04:05 PM
Smith Bradley Scott,Chief Information Officer,2022-05-09,Sale,280.34,440,123350,May 11 04:05 PM
Faurot Holly,Chief Sales Officer,2022-05-09,Sale,280.18,14,3923,May 11 04:05 PM
Faurot Holly,Chief Sales Officer,2022-05-09,Sale,280.32,194,54382,May 11 04:05 PM
Clark Jason D.,Director,2021-09-09,Sale,485.96,1400,680344,Sep 14 05:07 PM
Boelte Craig E.,Chief Financial Officer,2021-09-08,Sale,479.85,25000,11996263,Sep 10 04:15 PM
Evans Jon,Chief Operating Officer,2021-09-02,Sale,500.25,3000,1500750,Sep 03 04:15 PM
Evans Jon,Chief Operating Officer,2021-08-23,Sale,475.88,2200,1046927,Aug 25 04:15 PM
Evans Jon,Chief Operating Officer,2021-08-09,Sale,475.12,300,142536,Aug 11 04:15 PM
Evans Jon,Chief Operating Officer,2021-08-05,Sale,450.83,2500,1127067,Aug 09 04:15 PM
Smith Bradley Scott,Chief Information Officer,2021-07-12,Sale,378.24,3000,1134719,Jul 14 04:15 PM
Boelte Craig E.,Chief Financial Officer,2021-07-06,Sale,387.26,20000,7745226,Jul 08 04:15 PM
