Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Queenan Daniel G,"CEO, Real Estate Investments",2022-06-01,Sale,83.16,5000,415800,Jun 03 05:21 PM
KIRK J. CHRISTOPHER,Global Chief Operating Officer,2022-05-10,Sale,78.35,15160,1187760,May 12 04:36 PM
SULENTIC ROBERT E,President and CEO,2022-03-04,Sale,90.09,30000,2702750,Mar 07 07:02 PM
Giamartino Emma E.,See Remarks,2022-03-02,Sale,97,146,14162,Mar 02 08:28 PM
Queenan Daniel G,"Global CEO, Advisory Services",2022-03-01,Sale,96.86,5000,484300,Mar 02 08:26 PM
LAFITTE MICHAEL J,See Remarks,2022-02-25,Sale,98,7406,725788,Mar 01 07:23 PM
Midler Laurence H,"EVP, GC & Chief Risk Officer",2022-02-23,Sale,99.73,2558,255102,Feb 23 07:11 PM
Giamartino Emma E.,See Remarks,2022-02-18,Sale,99.68,271,27013,Feb 18 07:03 PM
Queenan Daniel G,"Global CEO, Advisory Services",2021-12-01,Sale,97.66,5000,488300,Dec 03 04:21 PM
SULENTIC ROBERT E,President and CEO,2021-12-01,Sale,96.92,30000,2907720,Dec 03 04:20 PM
LAFITTE MICHAEL J,See Remarks,2021-11-03,Sale,104.82,10468,1097270,Nov 05 04:37 PM
SULENTIC ROBERT E,President and CEO,2021-09-01,Sale,97.23,30000,2916976,Sep 03 04:49 PM
Queenan Daniel G,"Global CEO, Advisory Services",2021-09-01,Sale,96.7,15,1450,Sep 03 04:49 PM
Boze Brandon B,Director,2021-08-12,Sale,95.47,341000,32555270,Aug 12 04:57 PM
Boze Brandon B,Director,2021-08-11,Sale,96.34,357000,34393380,Aug 12 04:57 PM
Boze Brandon B,Director,2021-08-10,Sale,96.41,302000,29115820,Aug 12 04:57 PM
Giamartino Emma E.,See Remarks,2021-08-05,Sale,96.9,227,21996,Aug 06 04:30 PM
KIRK J. CHRISTOPHER,Global Chief Operating Officer,2021-08-04,Sale,97.01,18000,1746248,Aug 06 04:29 PM
