Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MOSKOWITZ JOSEPH L,Director,2022-07-01,Sale,55.32,300,16596,Jul 05 04:36 PM
Lloyd Karole,Director,2022-04-28,Buy,59.36,1000,59360,Apr 29 05:28 PM
MOSKOWITZ JOSEPH L,Director,2022-04-01,Sale,64.87,300,19461,Apr 04 05:08 PM
RIGGIERI ALBERT,"SVP, Chief Actuary",2022-03-29,Option Exercise,35.52,2627,93311,Mar 31 09:02 AM
RIGGIERI ALBERT,"SVP, Chief Actuary",2022-03-29,Sale,65.05,1687,109739,Mar 31 09:02 AM
Fukuzawa Toshihiko,Director,2022-03-25,Sale,65.5,1300,85150,Mar 28 05:27 PM
HOWARD JUNE P,Sr. Vice President,2022-03-09,Option Exercise,24.75,13110,324472,Mar 11 05:00 PM
HOWARD JUNE P,Sr. Vice President,2022-03-09,Sale,60.69,9070,550476,Mar 11 05:00 PM
Koide Masatoshi,"Pres. and Rep. Director, ALIJ",2022-02-16,Sale,64.23,22886,1469968,Feb 17 05:27 PM
LAKE CHARLES D II,"Chairman & Rep. Director, ALIJ",2022-02-16,Sale,64.23,25909,1664135,Feb 17 05:16 PM
KIRSCH ERIC M,Executive Vice President,2022-02-16,Sale,64.36,18750,1206675,Feb 17 04:59 PM
MOSKOWITZ JOSEPH L,Director,2022-01-03,Sale,58.63,300,17589,Jan 04 05:27 PM
KENNY THOMAS J,Director,2021-12-22,Option Exercise,35.75,23701,847311,Dec 23 05:19 PM
KENNY THOMAS J,Director,2021-12-22,Sale,57.15,23701,1354560,Dec 23 05:19 PM
TILLMAN AUDREY B,Executive Vice President,2021-12-16,Option Exercise,24.28,9782,237507,Dec 17 05:27 PM
TILLMAN AUDREY B,Executive Vice President,2021-12-16,Sale,58.2,9782,569361,Dec 17 05:27 PM
Daniels James Todd,"EVP, CFO Aflac Japan",2021-12-14,Option Exercise,21.82,12700,277076,Dec 16 09:21 AM
Daniels James Todd,"EVP, CFO Aflac Japan",2021-12-14,Sale,57.24,9079,519703,Dec 16 09:21 AM
TILLMAN AUDREY B,Executive Vice President,2021-12-10,Option Exercise,24.28,4118,99985,Dec 14 09:28 AM
TILLMAN AUDREY B,Executive Vice President,2021-12-10,Sale,57.67,9918,571980,Dec 14 09:28 AM
MOSKOWITZ JOSEPH L,Director,2021-12-01,Sale,55.25,100,5525,Dec 03 09:07 AM
HOWARD JUNE P,Sr. Vice President,2021-11-23,Option Exercise,24.28,6840,166075,Nov 24 05:00 PM
HOWARD JUNE P,Sr. Vice President,2021-11-23,Sale,56.64,6840,387431,Nov 24 05:00 PM
MOSKOWITZ JOSEPH L,Director,2021-11-01,Sale,53.96,100,5396,Nov 02 05:21 PM
MOSKOWITZ JOSEPH L,Director,2021-10-01,Sale,52.28,100,5228,Oct 04 05:12 PM
MOSKOWITZ JOSEPH L,Director,2021-09-01,Sale,56.86,100,5686,Sep 03 09:21 AM
KIRSCH ERIC M,Executive Vice President,2021-08-23,Option Exercise,28.96,38230,1107332,Aug 24 04:59 PM
KIRSCH ERIC M,Executive Vice President,2021-08-23,Sale,57.02,34778,1983215,Aug 24 04:59 PM
Fukuzawa Toshihiko,Director,2021-08-17,Sale,57.3,2000,114600,Aug 19 07:32 AM
MOSKOWITZ JOSEPH L,Director,2021-08-02,Sale,55.31,100,5531,Aug 03 05:07 PM
Lloyd Karole,Director,2021-07-30,Buy,55.21,1000,55212,Aug 02 05:18 PM
