Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Highsmith Carlton L,Director,2022-03-07,Sale,22.86,5362,122575,Mar 09 05:02 PM
Warder Jamie,Head of Digital Banking,2022-02-28,Sale,24.8,9632,238874,Mar 02 04:22 PM
Fishel Brian L,Chief Human Resources Officer,2021-12-06,Option Exercise,11.59,11841,137260,Dec 08 04:08 PM
Fishel Brian L,Chief Human Resources Officer,2021-12-06,Sale,23.26,11841,275422,Dec 08 04:08 PM
Schosser Douglas M,Chief Accounting Officer,2021-11-09,Sale,23.71,9301,220573,Nov 12 04:39 PM
Gavrity Kenneth C,Head of Enterprise Payments,2021-10-28,Option Exercise,10.49,10981,115191,Nov 01 04:17 PM
Gavrity Kenneth C,Head of Enterprise Payments,2021-10-28,Sale,23.36,10981,256568,Nov 01 04:17 PM
Brady Amy G.,Chief Information Officer,2021-10-22,Option Exercise,10.66,54913,585108,Oct 25 04:18 PM
Brady Amy G.,Chief Information Officer,2021-10-22,Sale,24.18,66549,1609155,Oct 25 04:18 PM
Warder Jamie,Head of Digital Banking,2021-09-10,Sale,19.97,3112,62147,Sep 13 04:21 PM
Warder Jamie,Head of Digital Banking,2021-09-08,Sale,19.76,9684,191356,Sep 10 04:11 PM
Evans Trina M,"Director, Corporate Center",2021-08-09,Sale,20.35,12000,244200,Aug 10 04:19 PM
