Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-06-24,Option Exercise,84.67,5000,423350,Jun 27 05:57 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-06-24,Sale,247.11,5000,1235562,Jun 27 05:57 PM
FILIKRUSHEL PATRICIA,Director,2022-05-31,Option Exercise,53.69,8833,474283,Jun 01 05:55 PM
FILIKRUSHEL PATRICIA,Director,2022-05-31,Sale,221.59,5289,1171976,Jun 01 05:55 PM
ZUAZO ANTONIO,"EVP, Global Supply Chain",2022-05-27,Option Exercise,48.11,2999,144282,Jun 01 11:41 AM
ZUAZO ANTONIO,"EVP, Global Supply Chain",2022-05-27,Sale,227.43,2999,682055,Jun 01 11:41 AM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-04-06,Option Exercise,78.04,7502,585424,Apr 07 04:24 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2022-04-06,Sale,235.7,7502,1768256,Apr 07 04:24 PM
TAYLOR EMILY C,EVP & Chief Merchandising Ofc,2022-03-24,Option Exercise,84.67,10016,848055,Mar 25 05:59 PM
TAYLOR EMILY C,EVP & Chief Merchandising Ofc,2022-03-24,Sale,220.2,10016,2205522,Mar 25 05:59 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2021-12-15,Option Exercise,74.72,5000,373600,Dec 17 03:20 PM
ELLIOTT ANITA C,SVP & Chief Accounting Officer,2021-12-15,Sale,226.15,5000,1130734,Dec 17 03:20 PM
FILIKRUSHEL PATRICIA,Director,2021-12-07,Option Exercise,47.94,4059,194588,Dec 09 12:58 PM
FILIKRUSHEL PATRICIA,Director,2021-12-07,Sale,222.34,876,194769,Dec 09 12:58 PM
RHODES WILLIAM C III,Director,2021-12-06,Option Exercise,53.69,8833,474283,Dec 08 01:37 PM
CALBERT MICHAEL M,Director,2021-12-06,Option Exercise,48.62,4180,203232,Dec 08 01:35 PM
VASOS TODD J,Chief Executive Officer,2021-12-03,Option Exercise,93.75,337456,31636064,Dec 07 04:37 PM
Garratt John W,Chief Financial Officer,2021-12-03,Option Exercise,114.32,29412,3362246,Dec 07 04:39 PM
Garratt John W,Chief Financial Officer,2021-12-03,Sale,223.3,29412,6567800,Dec 07 04:39 PM
VASOS TODD J,Chief Executive Officer,2021-12-03,Sale,220.97,337456,74567105,Dec 07 04:37 PM
