Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Singh Vijayanthimala,Chief People Officer,2022-08-01,Sale,130.59,800,104472,Aug 02 05:44 PM
Miele Laura,Chief Operating Officer,2022-08-01,Sale,130.77,1500,196150,Aug 02 05:36 PM
Bruzzo Chris,Chief Experience Officer,2022-08-01,Sale,130.82,2000,261639,Aug 02 05:28 PM
Wilson Andrew,CEO and Board Chair,2022-07-29,Sale,131.5,10000,1315014,Aug 01 05:10 PM
Miele Laura,Chief Operating Officer,2022-07-01,Option Exercise,35.7,10275,366818,Jul 06 05:03 PM
Singh Vijayanthimala,Chief People Officer,2022-07-01,Sale,120.9,800,96720,Jul 06 05:05 PM
Miele Laura,Chief Operating Officer,2022-07-01,Sale,121.93,11775,1435713,Jul 06 05:03 PM
Bruzzo Chris,Chief Experience Officer,2022-07-01,Sale,121.9,2000,243805,Jul 06 04:58 PM
Wilson Andrew,CEO and Board Chair,2022-06-29,Sale,123.05,8182,1006795,Jun 30 06:53 PM
Singh Vijayanthimala,Chief People Officer,2022-06-13,Sale,131.26,800,105008,Jun 14 09:21 PM
Miele Laura,EVP & Chief Operating Officer,2022-06-01,Sale,138.85,3100,430435,Jun 02 07:12 PM
Bruzzo Chris,Chief Experience Officer,2022-06-01,Sale,138.94,2000,277877,Jun 02 07:10 PM
Bruzzo Chris,Chief Experience Officer,2022-05-27,Option Exercise,37.02,4500,166590,Jun 01 05:07 PM
Wilson Andrew,CEO and Board Chair,2022-05-27,Sale,139,8182,1137298,Jun 01 05:10 PM
Bruzzo Chris,Chief Experience Officer,2022-05-27,Sale,140,4500,630004,Jun 01 05:07 PM
Wilson Andrew,CEO and Board Chair,2022-05-23,Sale,133.88,4056,543037,May 24 06:18 PM
Schatz Jacob J.,Chief Legal Officer,2022-05-19,Sale,129.02,1000,129020,May 20 05:07 PM
Bruzzo Chris,Chief Experience Officer,2022-05-18,Sale,128.39,2000,256778,May 19 06:15 PM
Ueberroth Heidi,Director,2022-05-02,Option Exercise,120,166,19920,May 04 06:11 PM
Simonson Richard A,Director,2022-05-02,Option Exercise,120,206,24720,May 04 06:06 PM
Hoskins Roche L Talbott,Director,2022-05-02,Option Exercise,120,195,23400,May 04 06:01 PM
Huber Jeff,Director,2022-05-02,Option Exercise,120,172,20640,May 04 05:46 PM
Gonzalez Rachel A,Director,2022-05-02,Option Exercise,120,160,19200,May 04 05:38 PM
Singh Vijayanthimala,Chief People Officer,2022-05-02,Sale,118.75,800,95000,May 03 05:49 PM
Miele Laura,EVP & Chief Operating Officer,2022-05-02,Sale,119.23,3100,369608,May 03 05:43 PM
Wilson Andrew,CEO & Director,2022-04-29,Sale,122.62,10000,1226169,Apr 29 08:44 PM
Schatz Jacob J.,Chief Legal Officer,2022-04-18,Sale,122.34,1000,122340,Apr 19 08:12 PM
Singh Vijayanthimala,Chief People Officer,2022-04-01,Sale,126.85,800,101480,Apr 04 06:11 PM
Miele Laura,EVP & Chief Operating Officer,2022-04-01,Sale,124.91,3100,387210,Apr 04 06:07 PM
Wilson Andrew,CEO & Director,2022-03-29,Sale,128.58,10000,1285813,Mar 29 05:28 PM
Schatz Jacob J.,Chief Legal Officer,2022-03-16,Sale,121.29,1000,121290,Mar 18 05:52 PM
