Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Tzitzon Nicholas,Chief Strat & Corp Affairs Ofc,2022-07-29,Sale,438.75,2822,1238152,Aug 01 04:14 PM
Jackson Lawrence,Director,2022-07-29,Sale,446.4,707,315606,Aug 01 04:08 PM
Canney Jacqueline P,Chief People Officer,2022-07-15,Option Exercise,0,2895,0,Jul 19 04:15 PM
Mastantuono Gina,Chief Financial Officer,2022-07-08,Option Exercise,0,1528,0,Jul 11 06:55 PM
LUDDY FREDERIC B,Director,2022-07-07,Sale,497.01,6600,3280262,Jul 11 06:58 PM
LUDDY FREDERIC B,Director,2022-06-09,Sale,499.45,6600,3296383,Jun 13 06:33 PM
LUDDY FREDERIC B,Director,2022-06-08,Sale,501.92,707,354857,Jun 09 06:12 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-05-31,Sale,474.48,726,344472,Jun 01 05:45 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-05-27,Sale,477.52,7000,3342653,Jun 01 05:39 PM
Smith Paul John,Chief Commercial Officer,2022-05-18,Sale,427.17,412,175996,May 19 06:32 PM
McDermott William R,President & CEO,2022-05-17,Option Exercise,0,5068,0,May 19 06:10 PM
Bedi Christopher,Chief Information Officer,2022-05-17,Option Exercise,0,1425,0,May 19 06:14 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-05-17,Option Exercise,0,3008,0,May 19 06:16 PM
Tzitzon Nicholas,Chief Strat & Corp Affairs Ofc,2022-05-17,Option Exercise,0,511,0,May 19 06:19 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-05-17,Option Exercise,0,1108,0,May 19 06:22 PM
Mastantuono Gina,Chief Financial Officer,2022-05-17,Option Exercise,0,1900,0,May 19 06:26 PM
ELMER RUSSELL S,General Counsel,2022-05-17,Option Exercise,0,1505,0,May 19 06:29 PM
Smith Paul John,Chief Commercial Officer,2022-05-17,Option Exercise,0,721,0,May 19 06:32 PM
McDermott William R,President & CEO,2022-05-13,Option Exercise,0,3196,0,May 16 05:14 PM
Smith Paul John,Chief Commercial Officer,2022-05-13,Sale,446.04,125,55754,May 16 05:20 PM
Canney Jacqueline P,Chief People Officer,2022-05-12,Option Exercise,0,136,0,May 16 04:46 PM
Bedi Christopher,Chief Information Officer,2022-05-12,Option Exercise,0,293,0,May 16 05:05 PM
McDermott William R,President & CEO,2022-05-12,Option Exercise,0,600,0,May 16 05:14 PM
ELMER RUSSELL S,General Counsel,2022-05-12,Option Exercise,0,356,0,May 16 04:49 PM
Mastantuono Gina,Chief Financial Officer,2022-05-12,Option Exercise,0,227,0,May 16 04:53 PM
Tzitzon Nicholas,Chief Strat & Corp Affairs Ofc,2022-05-12,Option Exercise,0,113,0,May 16 05:07 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-05-12,Option Exercise,0,843,0,May 16 05:10 PM
Smith Paul John,Chief Commercial Officer,2022-05-12,Option Exercise,0,227,0,May 16 05:20 PM
Smith Paul John,Chief Commercial Officer,2022-05-09,Sale,444.36,39,17330,May 10 08:26 PM
Canney Jacqueline P,Chief People Officer,2022-05-09,Sale,431.51,580,250276,May 10 08:27 PM
McDermott William R,President & CEO,2022-05-06,Option Exercise,0,468,0,May 10 08:11 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-05-06,Option Exercise,0,292,0,May 10 08:13 PM
Mastantuono Gina,Chief Financial Officer,2022-05-06,Option Exercise,0,175,0,May 10 08:15 PM
ELMER RUSSELL S,General Counsel,2022-05-06,Option Exercise,0,1014,0,May 10 08:18 PM
Bedi Christopher,Chief Information Officer,2022-05-06,Option Exercise,0,105,0,May 10 08:21 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-05-06,Option Exercise,0,118,0,May 10 08:22 PM
Tzitzon Nicholas,Chief Strat & Corp Affairs Ofc,2022-05-06,Option Exercise,0,70,0,May 10 08:24 PM
Smith Paul John,Chief Commercial Officer,2022-05-06,Option Exercise,0,63,0,May 10 08:26 PM
LUDDY FREDERIC B,Director,2022-05-04,Sale,478.75,6371,3050098,May 06 04:09 PM
LUDDY FREDERIC B,Director,2022-05-04,Sale,493.73,229,113065,May 06 04:12 PM
Bedi Christopher,Chief Information Officer,2022-04-29,Option Exercise,74.97,300,22491,May 02 05:42 PM
Briggs Teresa,Director,2022-04-29,Sale,490.26,932,456922,May 02 05:38 PM
Bedi Christopher,Chief Information Officer,2022-04-29,Sale,489.18,495,242144,May 02 05:42 PM
Mastantuono Gina,Chief Financial Officer,2022-04-12,Sale,525,193,101325,Apr 14 06:32 PM
Mastantuono Gina,Chief Financial Officer,2022-04-08,Option Exercise,0,1529,0,Apr 12 05:20 PM
LUDDY FREDERIC B,Director,2022-04-05,Sale,556.81,6600,3674925,Apr 06 07:36 PM
Bedi Christopher,Chief Information Officer,2022-03-25,Option Exercise,74.97,300,22491,Mar 29 04:25 PM
Bedi Christopher,Chief Information Officer,2022-03-25,Sale,581.04,700,406728,Mar 29 04:25 PM
LUDDY FREDERIC B,Director,2022-03-02,Sale,579.94,6267,3634497,Mar 04 06:06 PM
LUDDY FREDERIC B,Director,2022-03-02,Sale,587.5,333,195639,Mar 04 06:12 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-02-28,Sale,575.44,5000,2877205,Mar 01 06:30 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-02-24,Sale,575,3058,1758350,Feb 25 06:52 PM
Canney Jacqueline P,Chief People Officer,2022-02-23,Sale,525.47,769,404090,Feb 25 06:49 PM
Mastantuono Gina,Chief Financial Officer,2022-02-18,Sale,565.96,719,406925,Feb 22 06:21 PM
Bedi Christopher,Chief Information Officer,2022-02-18,Sale,565.96,239,135264,Feb 22 06:18 PM
Smith Paul John,Chief Commercial Officer,2022-02-18,Sale,562.4,396,222710,Feb 22 06:10 PM
Mastantuono Gina,Chief Financial Officer,2022-02-17,Option Exercise,0,1901,0,Feb 22 06:21 PM
Bedi Christopher,Chief Information Officer,2022-02-17,Option Exercise,0,1425,0,Feb 22 06:18 PM
Smith Paul John,Chief Commercial Officer,2022-02-17,Option Exercise,0,721,0,Feb 22 06:10 PM
Tzitzon Nicholas,Chief Strat & Corp Affairs Ofc,2022-02-17,Option Exercise,0,511,0,Feb 22 06:06 PM
ELMER RUSSELL S,General Counsel,2022-02-17,Option Exercise,0,1506,0,Feb 22 06:02 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-02-17,Option Exercise,0,1110,0,Feb 22 05:59 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-02-17,Option Exercise,0,3010,0,Feb 22 05:55 PM
McDermott William R,President & CEO,2022-02-17,Option Exercise,0,5067,0,Feb 22 05:51 PM
McDermott William R,President & CEO,2022-02-15,Option Exercise,0,3196,0,Feb 17 08:44 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-02-15,Sale,588.63,3000,1765881,Feb 17 08:46 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-02-14,Sale,578.48,3000,1735431,Feb 15 07:05 PM
Bedi Christopher,Chief Information Officer,2022-02-14,Sale,578.87,158,91461,Feb 15 07:01 PM
Desai Chirantan Jitendra,Chief Operating Officer,2022-02-11,Option Exercise,0,3024,0,Feb 15 07:05 PM
Bedi Christopher,Chief Information Officer,2022-02-11,Option Exercise,0,943,0,Feb 15 07:01 PM
Caimi Lara,Chief Customer & Partner Ofc,2022-02-11,Option Exercise,0,1039,0,Feb 15 06:52 PM
ELMER RUSSELL S,General Counsel,2022-02-11,Option Exercise,0,1320,0,Feb 15 06:46 PM
Mastantuono Gina,Chief Financial Officer,2022-02-09,Sale,598.85,66,39524,Feb 10 05:36 PM
LUDDY FREDERIC B,Director,2022-02-08,Sale,582.16,6600,3842236,Feb 10 05:39 PM
Bedi Christopher,Chief Information Officer,2022-02-08,Sale,564.2,647,365037,Feb 09 07:58 PM
Smith Paul John,Chief Commercial Officer,2022-02-08,Sale,572.7,729,417498,Feb 09 07:57 PM
Mastantuono Gina,Chief Financial Officer,2022-02-08,Sale,564.2,2102,1185948,Feb 09 07:51 PM
ELMER RUSSELL S,General Counsel,2022-02-07,Option Exercise,0,4491,0,Feb 09 07:40 PM
Canney Jacqueline P,Chief People Officer,2022-02-07,Option Exercise,0,2534,0,Feb 09 07:36 PM
Bedi Christopher,Chief Information Officer,2022-02-07,Option Exercise,0,3399,0,Feb 09 07:58 PM
Smith Paul John,Chief Commercial Officer,2022-02-07,Option Exercise,0,1330,0,Feb 09 07:57 PM
McDermott William R,President & CEO,2022-02-07,Option Exercise,0,15105,0,Feb 09 07:54 PM
Mastantuono Gina,Chief Financial Officer,2022-02-07,Option Exercise,0,5665,0,Feb 09 07:51 PM
