Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Khan Ahmad A.,"President, Semi Proc. Control",2021-08-03,Option Exercise,0,7659,0,Aug 05 04:31 PM
Lorig Brian,Executive Vice President,2021-08-03,Sale,347.23,695,241325,Aug 05 04:29 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-03,Sale,347.23,451,156601,Aug 05 04:35 PM
Donzella Oreste,Executive Vice President,2021-08-03,Sale,347.23,940,326396,Aug 05 04:34 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-08-02,Option Exercise,0,3161,0,Aug 04 04:48 PM
WALLACE RICHARD P,President and CEO,2021-08-02,Option Exercise,0,6897,0,Aug 04 04:48 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-02,Option Exercise,0,2874,0,Aug 04 04:49 PM
Donzella Oreste,Executive Vice President,2021-08-02,Option Exercise,0,1437,0,Aug 03 05:22 PM
Lorig Brian,Executive Vice President,2021-08-02,Option Exercise,0,1379,0,Aug 03 05:24 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-02,Option Exercise,0,690,0,Aug 03 05:26 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-02,Sale,348.16,420,146227,Aug 03 05:26 PM
Lorig Brian,Executive Vice President,2021-08-02,Sale,348.16,875,304640,Aug 03 05:24 PM
Donzella Oreste,Executive Vice President,2021-08-02,Sale,348.16,876,304988,Aug 03 05:22 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-01,Option Exercise,0,643,0,Aug 03 05:26 PM
Lorig Brian,Executive Vice President,2021-08-01,Option Exercise,0,1394,0,Aug 03 05:24 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-01,Option Exercise,0,3216,0,Aug 03 05:25 PM
WALLACE RICHARD P,President and CEO,2021-08-01,Option Exercise,0,6432,0,Aug 03 05:23 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-08-01,Option Exercise,0,3752,0,Aug 03 05:24 PM
Donzella Oreste,Executive Vice President,2021-08-01,Option Exercise,0,1340,0,Aug 03 05:22 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-07-02,Sale,313.73,96,30118,Jul 06 04:55 PM
Lorig Brian,Executive Vice President,2021-07-02,Sale,313.73,96,30118,Jul 06 04:55 PM
Donzella Oreste,Executive Vice President,2021-07-01,Sale,324.15,136,44084,Jul 06 04:56 PM
