Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lorig Brian,Executive Vice President,2022-07-29,Sale,375,29,10875,Aug 02 04:05 PM
Donzella Oreste,Executive Vice President,2022-07-14,Sale,320,96,30720,Jul 18 04:05 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2022-07-05,Sale,286.28,57,16318,Jul 07 04:05 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2022-07-05,Sale,286.28,57,16318,Jul 07 04:05 PM
Higgins Bren D.,EVP & Chief Financial Officer,2022-05-24,Sale,337.02,1020,343760,May 26 04:05 PM
Donzella Oreste,Executive Vice President,2022-03-01,Sale,346.58,1772,614140,Mar 03 04:07 PM
Higgins Bren D.,EVP & Chief Financial Officer,2022-02-22,Sale,355.06,1418,503475,Feb 24 04:59 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-11-18,Sale,422.59,885,373992,Nov 22 05:52 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-11-18,Sale,422.59,3883,1640917,Nov 22 05:51 PM
Donzella Oreste,Executive Vice President,2021-11-02,Sale,381.04,590,224814,Nov 03 04:13 PM
Wilkinson Mary Beth,"EVP, CLO and Secretary",2021-09-22,Sale,359.13,3505,1258751,Sep 23 04:23 PM
Wilkinson Mary Beth,"EVP, CLO and Secretary",2021-09-21,Option Exercise,0,5522,0,Sep 23 04:23 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-09-09,Sale,335.92,6617,2222783,Sep 13 04:21 PM
Donzella Oreste,Executive Vice President,2021-09-08,Sale,341.16,1129,385170,Sep 10 04:23 PM
WALLACE RICHARD P,President and CEO,2021-08-10,Sale,343.74,41790,14364762,Aug 12 04:09 PM
Donzella Oreste,Executive Vice President,2021-08-09,Sale,352.98,1182,417222,Aug 11 07:57 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-09,Sale,352.98,204,72008,Aug 11 07:56 PM
Lorig Brian,Executive Vice President,2021-08-09,Sale,352.98,510,180020,Aug 11 07:56 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-06,Option Exercise,0,405,0,Aug 11 07:25 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-06,Option Exercise,0,2024,0,Aug 11 07:24 PM
WALLACE RICHARD P,President and CEO,2021-08-06,Option Exercise,0,4587,0,Aug 11 07:25 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-08-06,Option Exercise,0,2361,0,Aug 11 07:26 PM
Lorig Brian,Executive Vice President,2021-08-06,Option Exercise,0,1012,0,Aug 11 07:24 PM
Donzella Oreste,Executive Vice President,2021-08-06,Option Exercise,0,945,0,Aug 11 07:25 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-06,Sale,351.54,932,327635,Aug 11 07:25 PM
Lorig Brian,Executive Vice President,2021-08-06,Sale,351.54,1864,655271,Aug 11 07:24 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-05,Option Exercise,0,7702,0,Aug 09 04:17 PM
Lorig Brian,Executive Vice President,2021-08-05,Option Exercise,0,3697,0,Aug 09 04:18 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-05,Option Exercise,0,1849,0,Aug 09 04:18 PM
WALLACE RICHARD P,President and CEO,2021-08-05,Option Exercise,0,27727,0,Aug 09 04:18 PM
Khan Ahmad A.,"President, Semi Proc. Control",2021-08-05,Option Exercise,0,8472,0,Aug 09 04:17 PM
Donzella Oreste,Executive Vice President,2021-08-05,Option Exercise,0,3851,0,Aug 09 04:16 PM
Lorig Brian,Executive Vice President,2021-08-04,Sale,346.89,1654,573756,Aug 06 04:25 PM
Donzella Oreste,Executive Vice President,2021-08-04,Sale,346.89,472,163732,Aug 06 04:26 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-04,Sale,346.89,1103,382620,Aug 06 04:25 PM
Kirloskar Virendra A,SVP & Chief Accounting Officer,2021-08-03,Option Exercise,0,2189,0,Aug 05 04:35 PM
Lorig Brian,Executive Vice President,2021-08-03,Option Exercise,0,3283,0,Aug 05 04:29 PM
Donzella Oreste,Executive Vice President,2021-08-03,Option Exercise,0,3283,0,Aug 05 04:34 PM
WALLACE RICHARD P,President and CEO,2021-08-03,Option Exercise,0,35644,0,Aug 05 04:32 PM
Higgins Bren D.,EVP & Chief Financial Officer,2021-08-03,Option Exercise,0,9849,0,Aug 05 04:30 PM
