Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
McCormick Michael C.,"EVP, GC & SECRETARY",2022-06-08,Sale,167.72,3000,503160,Jun 09 04:41 PM
MacLennan David,Director,2022-05-05,Buy,171.01,600,102604,May 06 04:45 PM
Brown Darrell R,EVP & PRES - GLOBAL INDUSTRIAL,2022-05-03,Option Exercise,0,2800,0,May 04 07:03 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2022-05-02,Option Exercise,0,14400,0,May 04 07:13 PM
Brown Darrell R,EVP & PRES - GLOBAL INDUSTRIAL,2022-05-02,Option Exercise,0,14400,0,May 04 07:03 PM
McKibben Tracy B,Director,2022-04-29,Buy,170,1475,250750,May 03 04:54 PM
LARSON MICHAEL,Director,2022-04-20,Option Exercise,63.99,4500,287978,Apr 22 05:24 PM
Duijser Machiel,EVP & CSCO,2022-02-26,Option Exercise,0,4203,0,Feb 28 05:26 PM
Busch Angela M,EVP - CORP STRAT & BUS DEV,2022-02-25,Option Exercise,0,2344,0,Feb 28 05:23 PM
MacLennan David,Director,2022-02-18,Buy,179.09,600,107452,Feb 22 04:54 PM
ETTINGER JEFFREY M,Director,2022-02-17,Buy,179.39,5000,896955,Feb 18 04:41 PM
ZILLMER JOHN J,Director,2022-01-21,Option Exercise,63.99,3800,243181,Jan 25 05:06 PM
McCormick Michael C.,"EVP, GC & SECRETARY",2021-11-29,Option Exercise,137.09,13819,1894405,Dec 01 04:32 PM
McCormick Michael C.,"EVP, GC & SECRETARY",2021-11-29,Sale,227.37,13819,3141985,Dec 01 04:32 PM
Busch Angela M,EVP - CORP STRAT & BUS DEV,2021-11-22,Option Exercise,71.54,2500,178850,Nov 24 04:33 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-11-22,Option Exercise,117.73,17913,2108897,Nov 24 04:37 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-11-22,Sale,237.48,17913,4253915,Nov 24 04:37 PM
Busch Angela M,EVP - CORP STRAT & BUS DEV,2021-11-22,Sale,238,2500,595000,Nov 24 04:33 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-11-16,Option Exercise,117.73,5920,696962,Nov 18 05:08 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-11-16,Sale,235.66,5920,1395131,Nov 18 05:08 PM
Simermeyer Elizabeth A,EVP & PRES - HC & LIFE SCI,2021-11-12,Option Exercise,117.73,6000,706380,Nov 12 06:08 PM
Simermeyer Elizabeth A,EVP & PRES - HC & LIFE SCI,2021-11-12,Sale,235.53,7539,1775646,Nov 12 06:08 PM
REICH VICTORIA,Director,2021-11-10,Option Exercise,104.85,2400,251640,Nov 12 05:44 PM
REICH VICTORIA,Director,2021-11-10,Sale,233.27,2400,559841,Nov 12 05:44 PM
Berger Larry L,EVP & CHIEF TECHNICAL OFFICER,2021-11-09,Sale,230.87,5948,1373239,Nov 12 05:40 PM
Simermeyer Elizabeth A,EVP & PRES - HC & LIFE SCI,2021-11-04,Option Exercise,117.73,5917,696608,Nov 05 05:10 PM
Simermeyer Elizabeth A,EVP & PRES - HC & LIFE SCI,2021-11-04,Sale,228.19,4378,999011,Nov 05 05:10 PM
McCormick Michael C.,"EVP, GC & SECRETARY",2021-11-04,Sale,228.76,2890,661119,Nov 05 05:06 PM
Duijser Machiel,EVP & CSCO,2021-11-01,Sale,222.75,1452,323427,Nov 03 04:56 PM
