Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
BAKER DOUGLAS M JR,EXEC CHAIRMAN OF THE BOARD,2021-09-14,Option Exercise,119.12,173036,20612048,Sep 15 04:47 PM
BAKER DOUGLAS M JR,EXEC CHAIRMAN OF THE BOARD,2021-09-14,Sale,223.54,173036,38680048,Sep 15 04:47 PM
Berger Larry L,EVP & CHIEF TECHNICAL OFFICER,2021-09-09,Option Exercise,117.73,8000,941840,Sep 10 04:41 PM
REICH VICTORIA,Director,2021-09-08,Option Exercise,78.41,4500,352842,Sep 10 04:37 PM
REICH VICTORIA,Director,2021-09-08,Sale,229,4500,1030518,Sep 10 04:37 PM
Busch Angela M,EVP - CORP STRAT & BUS DEV,2021-08-31,Option Exercise,71.54,2500,178850,Sep 02 04:33 PM
Busch Angela M,EVP - CORP STRAT & BUS DEV,2021-08-31,Sale,225,2500,562500,Sep 02 04:33 PM
Marsh Laurie M,EVP - HUMAN RESOURCES,2021-08-27,Option Exercise,119.12,11536,1374168,Aug 31 04:45 PM
Marsh Laurie M,EVP - HUMAN RESOURCES,2021-08-27,Sale,225.03,11536,2595900,Aug 31 04:45 PM
Brown Darrell R,EVP & PRES - GLOBAL INDUSTRIAL,2021-08-27,Sale,225.23,4990,1123893,Aug 31 04:43 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-08-20,Option Exercise,119.12,20194,2405509,Aug 20 05:21 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-08-20,Sale,221.4,20194,4470972,Aug 20 05:21 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-08-19,Option Exercise,119.12,2877,342708,Aug 20 05:21 PM
Mulhere Timothy P,EVP & PRES - GLOBAL INST,2021-08-19,Sale,221,2877,635826,Aug 20 05:21 PM
Kirkland Scott D,SVP & CORPORATE CONTROLLER,2021-08-05,Option Exercise,71.54,2800,200312,Aug 05 05:52 PM
Kirkland Scott D,SVP & CORPORATE CONTROLLER,2021-08-05,Sale,217.67,2800,609465,Aug 05 05:52 PM
Beck Christophe,PRESIDENT & CEO,2021-08-02,Option Exercise,71.54,32600,2332204,Aug 04 04:48 PM
Beck Christophe,PRESIDENT & CEO,2021-08-02,Sale,219.2,26613,5833619,Aug 04 04:48 PM
McCormick Michael C.,"EVP, GC & SECRETARY",2021-07-29,Option Exercise,117.73,9930,1169059,Jul 30 04:02 PM
McCormick Michael C.,"EVP, GC & SECRETARY",2021-07-29,Sale,220,9930,2184650,Jul 30 04:02 PM
