Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Bancel Stephane,Chief Executive Officer,2022-07-28,Option Exercise,0.99,40000,39600,Jul 29 04:46 PM
Bancel Stephane,Chief Executive Officer,2022-07-28,Sale,157,10000,1570000,Jul 29 04:46 PM
Bancel Stephane,Chief Executive Officer,2022-07-28,Sale,156.73,40000,6269397,Jul 29 04:46 PM
Bancel Stephane,Chief Executive Officer,2022-07-27,Option Exercise,0.99,40000,39600,Jul 29 04:46 PM
Andres Juan,See remarks,2022-07-27,Option Exercise,20.93,2000,41860,Jul 29 04:47 PM
AFEYAN NOUBAR,Director,2022-07-27,Sale,161,10000,1610000,Jul 29 07:30 PM
Andres Juan,See remarks,2022-07-27,Sale,161,2000,322000,Jul 29 04:47 PM
Bancel Stephane,Chief Executive Officer,2022-07-27,Sale,156.32,40000,6252642,Jul 29 04:46 PM
Hoge Stephen,President,2022-07-25,Option Exercise,10.9,10000,109000,Jul 26 05:32 PM
Hoge Stephen,President,2022-07-25,Sale,162.75,10000,1627500,Jul 26 05:32 PM
Bancel Stephane,Chief Executive Officer,2022-07-21,Option Exercise,0.99,40000,39600,Jul 22 04:42 PM
Bancel Stephane,Chief Executive Officer,2022-07-21,Sale,168.11,40000,6724218,Jul 22 04:42 PM
Bancel Stephane,Chief Executive Officer,2022-07-21,Sale,165.36,10000,1653600,Jul 22 04:42 PM
Bancel Stephane,Chief Executive Officer,2022-07-20,Option Exercise,0.99,40000,39600,Jul 22 04:42 PM
Andres Juan,See remarks,2022-07-20,Option Exercise,20.93,2000,41860,Jul 22 04:40 PM
Bancel Stephane,Chief Executive Officer,2022-07-20,Sale,166.92,40000,6676906,Jul 22 04:42 PM
Andres Juan,See remarks,2022-07-20,Sale,167,2000,334000,Jul 22 04:40 PM
AFEYAN NOUBAR,Director,2022-07-20,Sale,167,10000,1670000,Jul 22 07:30 PM
Bancel Stephane,Chief Executive Officer,2022-07-14,Option Exercise,0.99,40000,39600,Jul 15 04:34 PM
Bancel Stephane,Chief Executive Officer,2022-07-14,Sale,160.56,40000,6422590,Jul 15 04:34 PM
Bancel Stephane,Chief Executive Officer,2022-07-14,Sale,169.31,10000,1693100,Jul 15 04:34 PM
Hoge Stephen,President,2022-07-13,Option Exercise,10.9,5000,54500,Jul 14 04:40 PM
Hoge Stephen,President,2022-07-13,Sale,168.88,5000,844400,Jul 14 04:40 PM
Hoge Stephen,President,2022-07-12,Option Exercise,10.9,5000,54500,Jul 14 04:40 PM
Hoge Stephen,President,2022-07-12,Sale,174.73,5000,873650,Jul 14 04:40 PM
Bancel Stephane,Chief Executive Officer,2022-07-07,Option Exercise,0.99,40000,39600,Jul 08 04:07 PM
Bancel Stephane,Chief Executive Officer,2022-07-07,Sale,159.54,10000,1595400,Jul 08 04:07 PM
Bancel Stephane,Chief Executive Officer,2022-07-07,Sale,171,40000,6839979,Jul 08 04:07 PM
Andres Juan,See remarks,2022-07-06,Option Exercise,20.93,2000,41860,Jul 08 04:04 PM
Bancel Stephane,Chief Executive Officer,2022-07-06,Option Exercise,0.99,40000,39600,Jul 08 04:07 PM
AFEYAN NOUBAR,Director,2022-07-06,Sale,154.85,10000,1548500,Jul 08 07:30 PM
Bancel Stephane,Chief Executive Officer,2022-07-06,Sale,157.15,40000,6285981,Jul 08 04:07 PM
Andres Juan,See remarks,2022-07-06,Sale,154.85,2000,309700,Jul 08 04:04 PM
Andres Juan,See remarks,2022-07-01,Option Exercise,20.93,6000,125580,Jul 05 04:59 PM
Andres Juan,See remarks,2022-07-01,Sale,150,6000,900000,Jul 05 04:59 PM
Bancel Stephane,Chief Executive Officer,2022-06-30,Option Exercise,0.99,40000,39600,Jul 01 04:16 PM
Bancel Stephane,Chief Executive Officer,2022-06-30,Sale,143.21,40000,5728547,Jul 01 04:16 PM
Bancel Stephane,Chief Executive Officer,2022-06-30,Sale,143.4,10000,1434000,Jul 01 04:16 PM
Bancel Stephane,Chief Executive Officer,2022-06-29,Option Exercise,0.99,40000,39600,Jul 01 04:16 PM
AFEYAN NOUBAR,Director,2022-06-29,Sale,140.47,10000,1404700,Jul 01 07:30 PM
Bancel Stephane,Chief Executive Officer,2022-06-29,Sale,142.47,40000,5698798,Jul 01 04:16 PM
Hoge Stephen,President,2022-06-24,Option Exercise,10.9,5000,54500,Jun 27 05:11 PM
Hoge Stephen,President,2022-06-24,Sale,143.98,5000,719900,Jun 27 05:11 PM
Bancel Stephane,Chief Executive Officer,2022-06-23,Option Exercise,0.99,40000,39600,Jun 24 04:02 PM
Hoge Stephen,President,2022-06-23,Option Exercise,10.9,5000,54500,Jun 27 05:11 PM
Hoge Stephen,President,2022-06-23,Sale,135.96,5000,679800,Jun 27 05:11 PM
Bancel Stephane,Chief Executive Officer,2022-06-23,Sale,135.96,10000,1359600,Jun 24 04:02 PM
Bancel Stephane,Chief Executive Officer,2022-06-23,Sale,140.8,40000,5631957,Jun 24 04:02 PM
Bancel Stephane,Chief Executive Officer,2022-06-22,Option Exercise,0.99,40000,39600,Jun 24 04:02 PM
Bancel Stephane,Chief Executive Officer,2022-06-22,Sale,136.58,40000,5463323,Jun 24 04:02 PM
AFEYAN NOUBAR,Director,2022-06-22,Sale,127.69,10000,1276900,Jun 24 07:42 PM
Bancel Stephane,Chief Executive Officer,2022-06-16,Option Exercise,0.99,40000,39600,Jun 17 04:09 PM
Bancel Stephane,Chief Executive Officer,2022-06-16,Sale,119.85,40000,4793882,Jun 17 04:09 PM
Bancel Stephane,Chief Executive Officer,2022-06-16,Sale,124.29,10000,1242900,Jun 17 04:09 PM
Bancel Stephane,Chief Executive Officer,2022-06-15,Option Exercise,0.99,40000,39600,Jun 17 04:09 PM
Bancel Stephane,Chief Executive Officer,2022-06-15,Sale,128.16,40000,5126348,Jun 17 04:09 PM
Hoge Stephen,President,2022-06-13,Option Exercise,10.9,10000,109000,Jun 14 06:55 PM
Hoge Stephen,President,2022-06-13,Sale,123,10000,1230000,Jun 14 06:55 PM
Bancel Stephane,Chief Executive Officer,2022-06-09,Option Exercise,0.99,40000,39600,Jun 10 04:12 PM
Bancel Stephane,Chief Executive Officer,2022-06-09,Sale,137.37,40000,5494922,Jun 10 04:12 PM
Bancel Stephane,Chief Executive Officer,2022-06-09,Sale,148.07,10000,1480700,Jun 10 04:12 PM
Andres Juan,See remarks,2022-06-08,Option Exercise,20.51,10000,205079,Jun 10 04:08 PM
Bancel Stephane,Chief Executive Officer,2022-06-08,Option Exercise,0.99,40000,39600,Jun 10 04:12 PM
Andres Juan,See remarks,2022-06-08,Sale,150,10000,1500000,Jun 10 04:08 PM
Bancel Stephane,Chief Executive Officer,2022-06-08,Sale,149.64,40000,5985511,Jun 10 04:12 PM
AFEYAN NOUBAR,Director,2022-06-08,Sale,147.47,10000,1474700,Jun 10 07:30 PM
Klinger Shannon Thyme,Chief Legal Officer,2022-06-08,Sale,148.12,1265,187371,Jun 09 04:14 PM
Klinger Shannon Thyme,Chief Legal Officer,2022-06-07,Option Exercise,140,4554,637560,Jun 09 04:14 PM
Bancel Stephane,Chief Executive Officer,2022-06-02,Option Exercise,0.99,40000,39600,Jun 03 04:04 PM
Bancel Stephane,Chief Executive Officer,2022-06-02,Sale,136.67,40000,5466901,Jun 03 04:04 PM
Bancel Stephane,Chief Executive Officer,2022-06-02,Sale,140,10000,1400000,Jun 03 04:04 PM
Bancel Stephane,Chief Executive Officer,2022-06-01,Option Exercise,0.99,40000,39600,Jun 03 04:04 PM
Bancel Stephane,Chief Executive Officer,2022-06-01,Sale,143.6,40000,5743931,Jun 03 04:04 PM
AFEYAN NOUBAR,Director,2022-06-01,Sale,146.31,10000,1463100,Jun 03 07:30 PM
Hoge Stephen,President,2022-05-31,Option Exercise,0.99,7431,7357,Jun 01 05:15 PM
Hoge Stephen,President,2022-05-31,Sale,145.02,8430,1222527,Jun 01 05:15 PM
Andres Juan,See remarks,2022-05-31,Sale,145.4,749,108904,Jun 01 05:17 PM
Hoge Stephen,President,2022-05-27,Option Exercise,135.8,2410,327278,Jun 01 05:15 PM
Andres Juan,See remarks,2022-05-27,Option Exercise,135.8,1807,245391,Jun 01 05:17 PM
Bancel Stephane,Chief Executive Officer,2022-05-26,Option Exercise,0.99,40000,39600,May 27 04:05 PM
Bancel Stephane,Chief Executive Officer,2022-05-26,Sale,133.89,40000,5355490,May 27 04:05 PM
Bancel Stephane,Chief Executive Officer,2022-05-26,Sale,130.85,10000,1308500,May 27 04:05 PM
Bancel Stephane,Chief Executive Officer,2022-05-25,Option Exercise,0.99,40000,39600,May 27 04:05 PM
Bancel Stephane,Chief Executive Officer,2022-05-25,Sale,128.37,40000,5134850,May 27 04:05 PM
