Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Kaczynski Thomas,"SVP, Finance and Treasurer",2022-06-10,Option Exercise,49.15,68836,3383624,Jun 14 04:01 PM
Kaczynski Thomas,"SVP, Finance and Treasurer",2022-06-10,Sale,109.27,83836,9160760,Jun 14 04:01 PM
Brooks Raymond L,"Ex. VP, Refining",2022-05-23,Option Exercise,58.13,133857,7780910,May 25 04:47 PM
Brooks Raymond L,"Ex. VP, Refining",2022-05-23,Sale,96.82,133857,12960113,May 25 04:47 PM
Gagle Suzanne,Gen Counsel and SVP Gov Aff,2022-04-01,Option Exercise,21.72,4210,91441,Apr 05 10:37 AM
Rucker Kim K.W.,Director,2022-03-29,Sale,83,5000,415000,Mar 31 06:10 AM
Rucker Kim K.W.,Director,2022-03-11,Sale,79.75,5000,398750,Mar 15 03:35 PM
Rucker Kim K.W.,Director,2022-03-01,Sale,78.45,14000,1098300,Mar 03 04:38 PM
Brooks Raymond L,"Ex. VP, Refining",2022-02-04,Option Exercise,37,70549,2610367,Feb 08 06:43 PM
HAGEDORN CARL KRISTOPHER,Senior VP and Controller,2022-02-04,Option Exercise,20.87,4695,97985,Feb 08 06:45 PM
HAGEDORN CARL KRISTOPHER,Senior VP and Controller,2022-02-04,Sale,77.66,4695,364614,Feb 08 06:45 PM
Brooks Raymond L,"Ex. VP, Refining",2022-02-04,Sale,78.42,70549,5532232,Feb 08 06:43 PM
Gagle Suzanne,Gen Counsel and SVP Gov Aff,2021-12-03,Option Exercise,17.2,1310,22532,Dec 07 09:49 AM
BUNCH CHARLES E,Director,2021-11-24,Buy,64.3,1000,64300,Nov 24 12:08 PM
