Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
MIRALLES ALBERT JOSEPH JR,See Remarks,2022-05-06,Buy,169.9,1475,250602,May 10 04:28 PM
LEAHY CHRISTINE A,See Remarks,2022-05-06,Buy,169.36,2900,491150,May 10 04:27 PM
MIRALLES ALBERT JOSEPH JR,See Remarks,2022-02-11,Buy,181.96,1650,300234,Feb 14 06:31 PM
LEAHY CHRISTINE A,See Remarks,2022-02-11,Buy,180.96,2762,499812,Feb 14 06:30 PM
CORLEY CHRISTINA M,See Remarks,2021-12-20,Option Exercise,24.29,3400,82586,Dec 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-12-20,Sale,186.89,3400,635426,Dec 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-11-18,Option Exercise,24.29,3400,82586,Nov 22 04:42 PM
CORLEY CHRISTINA M,See Remarks,2021-11-18,Sale,195.27,3400,663918,Nov 22 04:42 PM
CORLEY CHRISTINA M,See Remarks,2021-10-18,Option Exercise,24.29,3400,82586,Oct 20 04:51 PM
CORLEY CHRISTINA M,See Remarks,2021-10-18,Sale,179,3400,608600,Oct 20 04:51 PM
CORLEY CHRISTINA M,See Remarks,2021-09-20,Option Exercise,24.29,3400,82586,Sep 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-09-20,Sale,187.6,3400,637840,Sep 22 04:40 PM
CORLEY CHRISTINA M,See Remarks,2021-08-18,Option Exercise,24.29,3400,82586,Aug 20 04:59 PM
CORLEY CHRISTINA M,See Remarks,2021-08-18,Sale,196.39,3400,667726,Aug 20 04:59 PM
FINNEGAN PAUL J,Director,2021-08-17,Sale,197.29,2366,466788,Aug 18 04:59 PM
KEBO COLLIN B.,See Remarks,2021-08-16,Sale,198.1,6000,1188600,Aug 18 04:59 PM
KULEVICH FREDERICK J.,See Remarks,2021-08-16,Sale,198.1,2500,495250,Aug 18 05:00 PM
LEAHY CHRISTINE A,See Remarks,2021-08-10,Option Exercise,29.61,16135,477698,Aug 11 04:55 PM
LEAHY CHRISTINE A,See Remarks,2021-08-09,Option Exercise,30.13,18250,549821,Aug 11 04:55 PM
LEAHY CHRISTINE A,See Remarks,2021-08-09,Sale,188.98,85546,16166161,Aug 11 04:55 PM
CORLEY CHRISTINA M,See Remarks,2021-07-19,Option Exercise,24.29,3400,82586,Jul 21 05:11 PM
CORLEY CHRISTINA M,See Remarks,2021-07-19,Sale,172.17,3400,585378,Jul 21 05:11 PM
