Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Hsu Michael D.,Chief Executive Officer,2022-05-12,Option Exercise,98.92,41698,4124937,May 12 05:45 PM
Hsu Michael D.,Chief Executive Officer,2022-05-12,Sale,140.08,41698,5840943,May 12 05:45 PM
Wilkinson Tristram,"President, APAC",2022-05-05,Sale,137.17,2069,283801,May 06 09:29 AM
Cunningham Doug,"President, EMEA",2022-05-03,Sale,137,4242,581154,May 03 03:19 PM
Cunningham Doug,"President, EMEA",2022-05-02,Option Exercise,125.47,3627,455080,May 02 08:02 PM
Cunningham Doug,"President, EMEA",2022-05-02,Sale,138,3627,500526,May 02 08:02 PM
Uribe Gonzalo,"President, Latin America",2022-05-01,Option Exercise,0,1052,0,May 02 08:03 PM
Azzi Shane,Chief Supply Chain Officer,2022-05-01,Option Exercise,0,877,0,May 02 08:03 PM
Cunningham Doug,"President, EMEA",2022-05-01,Option Exercise,0,1462,0,May 02 08:02 PM
Drexler Andrew,Vice President and Controller,2022-05-01,Option Exercise,0,438,0,May 02 08:02 PM
LONG ROBERT EDWARD,Chief R&D Officer,2022-04-29,Option Exercise,0,1300,0,May 02 04:57 PM
Ramos Paula,Chief Strategy Officer,2022-04-29,Option Exercise,0,780,0,May 02 04:54 PM
Torres Russell,"President, KCNA",2022-04-29,Option Exercise,0,6400,0,May 02 04:54 PM
Cunningham Doug,"President, EMEA",2022-04-25,Option Exercise,125.47,1554,194980,Apr 26 04:13 PM
Wilkinson Tristram,"President, APAC",2022-04-25,Option Exercise,75.22,5317,399945,Apr 26 04:13 PM
Melucci Jeffrey P.,Chief Legal Officer,2022-04-25,Option Exercise,125.47,15302,1919942,Apr 26 04:13 PM
Melucci Jeffrey P.,Chief Legal Officer,2022-04-25,Sale,142.63,15302,2182524,Apr 26 04:13 PM
Wilkinson Tristram,"President, APAC",2022-04-25,Sale,139,4143,575877,Apr 26 04:13 PM
Cunningham Doug,"President, EMEA",2022-04-25,Sale,139.35,1554,216550,Apr 26 04:13 PM
HENRY MARIA,SVP & Chief Financial Officer,2022-02-28,Option Exercise,0,7058,0,Mar 02 10:22 AM
Abou-Oaf Ehab,President KCP,2022-01-31,Option Exercise,0,1014,0,Feb 02 07:34 AM
MACLIN TODD,Director,2022-01-27,Buy,136.01,2000,272020,Jan 28 10:39 AM
Mahlan Deirdre,Director,2021-11-02,Buy,129.67,25,3242,Nov 04 04:46 PM
Wilkinson Tristram,"President, APAC",2021-10-31,Option Exercise,0,879,0,Nov 02 02:20 PM
Karrmann Sandra R,Chief Human Resources Officer,2021-10-30,Option Exercise,0,8446,0,Nov 01 04:38 PM
Melucci Jeffrey P.,Chief Legal Officer,2021-10-27,Option Exercise,103.06,10528,1085016,Oct 27 01:54 PM
Melucci Jeffrey P.,Chief Legal Officer,2021-10-27,Sale,133.61,10528,1406646,Oct 27 01:54 PM
Melucci Jeffrey P.,Chief Legal Officer,2021-10-26,Option Exercise,103.06,10528,1085016,Oct 27 01:54 PM
Melucci Jeffrey P.,Chief Legal Officer,2021-10-26,Sale,130,10528,1368640,Oct 27 01:54 PM
Powell Aaron,"President, Asia Pacific",2021-08-17,Option Exercise,116.31,29534,3434971,Aug 18 12:47 PM
Powell Aaron,"President, Asia Pacific",2021-08-17,Sale,139.51,29534,4120373,Aug 18 12:47 PM
Underhill Kimberly K,KCNA - Leadership Transition,2021-07-26,Option Exercise,125.47,19018,2386188,Jul 27 08:43 AM
Underhill Kimberly K,KCNA - Leadership Transition,2021-07-26,Sale,135.84,19018,2583405,Jul 27 08:43 AM
