Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
WHITE ANA MARIA,EVP and Chief HR Officer,2022-07-01,Sale,152.62,170,25945,Jul 06 12:56 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-06-01,Sale,164.24,170,27921,Jun 03 11:46 AM
HIGGINSON ALAN,Director,2022-06-01,Sale,164.73,1000,164730,Jun 03 11:43 AM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-05-24,Sale,157.68,257,40524,May 26 12:03 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-05-17,Sale,170,259,44030,May 19 12:18 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-05-17,Sale,170,500,85000,May 19 12:19 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-05-10,Sale,168.68,254,42845,May 11 05:28 PM
Lin Geng,"EVP, Chief Technology Officer",2022-05-09,Sale,167.8,1089,182734,May 11 05:26 PM
Yamamoto Mika,"EVP, Chief Marketing Officer",2022-05-03,Sale,171.33,899,154026,May 05 01:20 PM
Rogers Scot Frazier,EVP and General Counsel,2022-05-03,Sale,171.33,879,150599,May 05 01:19 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-05-03,Sale,171.33,257,44032,May 05 01:19 PM
FOUNTAIN THOMAS DEAN,EVP Global Services & Strategy,2022-05-03,Sale,171.33,980,167903,May 05 01:18 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-05-02,Sale,166.41,169,28123,May 03 01:59 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-05-01,Option Exercise,0,2023,0,May 03 01:59 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-05-01,Option Exercise,0,2330,0,May 03 01:57 PM
SPRAGUE KARA LYNN,"EVP & GM, Application Services",2022-05-01,Option Exercise,0,2210,0,May 03 01:54 PM
Song Haiyan,EVP of Security,2022-05-01,Option Exercise,0,1560,0,May 03 01:52 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-05-01,Option Exercise,0,3993,0,May 03 01:50 PM
Rogers Scot Frazier,EVP and General Counsel,2022-05-01,Option Exercise,0,1912,0,May 03 01:51 PM
Locoh-Donou Francois,"President, CEO & Director",2022-05-01,Option Exercise,0,6673,0,May 03 01:49 PM
FOUNTAIN THOMAS DEAN,EVP Global Services & Strategy,2022-05-01,Option Exercise,0,2619,0,May 03 01:48 PM
Lin Geng,"EVP, Chief Technology Officer",2022-05-01,Option Exercise,0,2917,0,May 03 01:48 PM
Yamamoto Mika,"EVP, Chief Marketing Officer",2022-05-01,Option Exercise,0,3484,0,May 03 02:00 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-04-18,Sale,198.17,500,99085,Apr 19 04:46 PM
Locoh-Donou Francois,"President, CEO & Director",2022-04-04,Sale,210.3,1042,219133,Apr 05 01:14 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-04-01,Sale,209.94,169,35480,Apr 05 01:13 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-03-22,Sale,210,200,42000,Mar 24 11:50 AM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-03-15,Sale,190.4,500,95200,Mar 17 01:25 PM
Lin Geng,"EVP, Chief Technology Officer",2022-03-14,Sale,195.97,1306,255937,Mar 15 01:12 PM
Lin Geng,"EVP, Chief Technology Officer",2022-03-11,Sale,197.7,3657,722981,Mar 15 01:12 PM
PHILLIPS JAMES MALCOLM JR,Director,2022-03-09,Option Exercise,0,214,0,Mar 11 02:43 PM
MYERS MARIE,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:42 PM
MONTOYA MICHAEL F,Director,2022-03-09,Option Exercise,0,1210,0,Mar 11 02:41 PM
MEHTA NIKHIL RAMESH,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:40 PM
Klein Peter S,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:39 PM
HIGGINSON ALAN,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:37 PM
Dreyer Michael L,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:35 PM
Buse Elizabeth,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:34 PM
BERGERON SANDRA E.,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:32 PM
Shivananda Sripada,Director,2022-03-09,Option Exercise,0,1282,0,Mar 11 02:44 PM
Locoh-Donou Francois,"President, CEO & Director",2022-03-03,Sale,203.83,1042,212391,Mar 07 12:49 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-03-01,Sale,198.95,169,33623,Mar 03 12:23 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-02-23,Sale,198.46,251,49813,Feb 25 12:02 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-02-16,Sale,200.27,252,50468,Feb 17 12:37 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-02-15,Sale,195.93,500,97965,Feb 17 12:34 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-02-09,Sale,204.77,247,50578,Feb 11 12:02 PM
Rogers Scot Frazier,EVP and General Counsel,2022-02-03,Sale,199.95,852,170357,Feb 07 12:35 PM
Locoh-Donou Francois,"President, CEO & Director",2022-02-03,Sale,199.98,1042,208379,Feb 07 12:33 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-02-02,Sale,207.25,251,52020,Feb 03 01:06 PM
Yamamoto Mika,"EVP, Chief Marketing Officer",2022-02-02,Sale,207.25,1773,367454,Feb 03 01:07 PM
FOUNTAIN THOMAS DEAN,EVP Global Services & Strategy,2022-02-02,Sale,207.25,1647,341341,Feb 03 01:01 PM
Yamamoto Mika,"EVP, Chief Marketing Officer",2022-02-01,Option Exercise,0,3485,0,Feb 03 01:07 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-02-01,Option Exercise,0,3315,0,Feb 03 01:06 PM
Song Haiyan,EVP of Security,2022-02-01,Option Exercise,0,4901,0,Feb 03 01:04 PM
SPRAGUE KARA LYNN,"EVP & GM, Application Services",2022-02-01,Option Exercise,0,2209,0,Feb 03 01:05 PM
Rogers Scot Frazier,EVP and General Counsel,2022-02-01,Option Exercise,0,1910,0,Feb 03 01:04 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2022-02-01,Option Exercise,0,3993,0,Feb 03 01:03 PM
Lin Geng,"EVP, Chief Technology Officer",2022-02-01,Option Exercise,0,2917,0,Feb 03 01:02 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2022-02-01,Option Exercise,0,2330,0,Feb 03 01:06 PM
FOUNTAIN THOMAS DEAN,EVP Global Services & Strategy,2022-02-01,Option Exercise,0,3999,0,Feb 03 01:01 PM
Locoh-Donou Francois,"President, CEO & Director",2022-02-01,Option Exercise,0,6672,0,Feb 03 01:02 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-02-01,Sale,206.75,169,34941,Feb 03 01:06 PM
FOUNTAIN THOMAS DEAN,EVP Global Services & Strategy,2022-01-31,Sale,199.19,1628,324281,Feb 01 01:16 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2022-01-03,Sale,244.74,169,41361,Jan 05 12:36 PM
Locoh-Donou Francois,"President, CEO & Director",2022-01-03,Sale,244.74,1204,294667,Jan 05 12:36 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2021-12-15,Sale,230.73,2416,557444,Dec 17 11:56 AM
Locoh-Donou Francois,"President, CEO & Director",2021-12-03,Sale,228.43,1204,275030,Dec 07 12:33 PM
WHITE ANA MARIA,EVP and Chief HR Officer,2021-12-01,Sale,230.92,169,39025,Dec 03 12:27 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2021-11-23,Sale,227.39,1892,430222,Nov 24 12:01 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2021-11-16,Sale,230.31,1898,437128,Nov 17 12:28 PM
Pelzer Francis J.,"EVP, Chief Financial Officer",2021-11-15,Sale,228.46,2415,551731,Nov 17 12:26 PM
WHALEN CHAD MICHAEL,"EVP, Worldwide Sales",2021-11-09,Sale,223.14,1867,416602,Nov 12 11:30 AM
Locoh-Donou Francois,"President, CEO & Director",2021-11-05,Sale,225,162,36450,Nov 09 11:58 AM
Locoh-Donou Francois,"President, CEO & Director",2021-11-04,Sale,221.7,1042,231011,Nov 08 11:52 AM
