Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Cox Jeremy,SVP Controller and CTO,2022-07-23,Option Exercise,13.77,29472,405829,Jul 26 06:48 PM
Black Thomas E Jr,"EVP, GM, Storage",2022-06-07,Option Exercise,10.24,28347,290362,Jun 09 07:02 PM
Black Thomas E Jr,"EVP, GM, Storage",2022-06-07,Sale,15.26,28347,432578,Jun 09 07:02 PM
MAY ALAN RICHARD,"EVP, Chief People Officer",2022-06-03,Option Exercise,10.48,94705,992508,Jun 07 06:58 PM
MAY ALAN RICHARD,"EVP, Chief People Officer",2022-06-03,Sale,15.08,94705,1428095,Jun 07 06:58 PM
Mottram Phil,"EVP, GM, Intelligent Edge",2022-05-28,Option Exercise,15.79,16150,255008,Jun 01 06:37 PM
Mottram Phil,"EVP, GM, Intelligent Edge",2022-05-09,Option Exercise,15.84,5827,92300,May 11 07:19 PM
RUSSO PATRICIA F,Director,2022-04-05,Option Exercise,0,14478,0,Apr 07 06:05 PM
REINER GARY M,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:05 PM
Lane Raymond J.,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:05 PM
NOSKI CHARLES H,Director,2022-04-05,Option Exercise,0,14478,0,Apr 07 06:04 PM
Ozzie Raymond E,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:04 PM
Wilderotter Mary Agnes,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:04 PM
Hobby Jean M.,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:02 PM
Kurtz George,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:03 PM
LIVERMORE ANN M,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:03 PM
Carter Pamela L,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:02 PM
Ammann Daniel,Director,2022-04-05,Option Exercise,0,14479,0,Apr 07 06:02 PM
SCHULTZ JOHN F,"EVP, COLO",2022-04-03,Option Exercise,16.29,133499,2174699,Apr 05 06:54 PM
Hotard Justin,"EVP, GM, HPC and AI",2022-03-02,Option Exercise,16.99,20147,342298,Mar 03 06:49 PM
Hotard Justin,"EVP, GM, HPC and AI",2022-03-02,Sale,16.99,6359,108039,Mar 03 06:49 PM
