Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Chiarello Guy,Chief Operating Officer,2022-08-01,Option Exercise,39.55,26000,1028190,Aug 02 05:22 PM
Chiarello Guy,Chief Operating Officer,2022-08-01,Sale,105.09,30000,3152791,Aug 02 05:22 PM
Chiarello Guy,Chief Operating Officer,2022-07-27,Sale,105,4000,420000,Jul 28 04:15 PM
Chiarello Guy,Chief Operating Officer,2022-07-22,Option Exercise,41.75,15000,626250,Jul 25 04:08 PM
Chiarello Guy,Chief Operating Officer,2022-07-22,Sale,100,15000,1500000,Jul 25 04:08 PM
"ValueAct Holdings, L.P.",Director,2022-06-14,Buy,89.73,208341,18694438,Jun 14 05:52 PM
"ValueAct Holdings, L.P.",Director,2022-06-13,Buy,89.65,291659,26147229,Jun 14 05:52 PM
"ValueAct Holdings, L.P.",Director,2022-06-10,Buy,94.18,500000,47090000,Jun 14 05:52 PM
Chiarello Guy,Chief Operating Officer,2022-05-27,Option Exercise,36.54,10000,365400,May 31 04:11 PM
Chiarello Guy,Chief Operating Officer,2022-05-27,Sale,100,10000,1000000,May 31 04:11 PM
"ValueAct Holdings, L.P.",Director,2022-05-09,Buy,94.11,432950,40744924,May 10 05:33 PM
"ValueAct Holdings, L.P.",Director,2022-05-06,Buy,94.96,67050,6367068,May 10 05:33 PM
Simons Doyle,Director,2022-05-02,Option Exercise,16.68,10904,181879,May 03 04:25 PM
"ValueAct Holdings, L.P.",Director,2022-05-02,Buy,94.9,112575,10683368,May 04 05:37 PM
Chiarello Guy,Chief Operating Officer,2022-04-28,Option Exercise,36.54,43000,1571220,Apr 29 04:25 PM
Chiarello Guy,Chief Operating Officer,2022-04-28,Sale,104.31,43000,4485400,Apr 29 04:25 PM
Chiarello Guy,Chief Operating Officer,2022-03-28,Option Exercise,36.54,10000,365400,Mar 29 04:26 PM
Chiarello Guy,Chief Operating Officer,2022-03-28,Sale,100.04,10000,1000400,Mar 29 04:26 PM
Chiarello Guy,Chief Operating Officer,2022-03-03,Option Exercise,36.54,10000,365400,Mar 04 04:16 PM
Chiarello Guy,Chief Operating Officer,2022-03-03,Sale,100,10000,1000000,Mar 04 04:16 PM
Chiarello Guy,Chief Operating Officer,2022-01-31,Option Exercise,36.54,8408,307228,Feb 01 05:59 PM
Chiarello Guy,Chief Operating Officer,2022-01-31,Sale,105,8408,882840,Feb 01 05:59 PM
Chiarello Guy,Chief Operating Officer,2022-01-28,Option Exercise,36.54,12592,460112,Feb 01 05:59 PM
Chiarello Guy,Chief Operating Officer,2022-01-28,Sale,101.35,12592,1276160,Feb 01 05:59 PM
Chiarello Guy,Chief Operating Officer,2021-12-30,Option Exercise,36.54,21000,767340,Jan 03 04:07 PM
Chiarello Guy,Chief Operating Officer,2021-12-30,Sale,104.88,21000,2202404,Jan 03 04:07 PM
Chiarello Guy,Chief Operating Officer,2021-12-16,Option Exercise,36.54,43292,1581890,Dec 17 04:12 PM
Chiarello Guy,Chief Operating Officer,2021-12-16,Sale,104.81,43292,4537435,Dec 17 04:12 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-12-15,Sale,103.18,10739,1108050,Dec 16 04:11 PM
Foskett Christopher M,"EVP, Global Sales",2021-12-07,Sale,105,3000,315000,Dec 08 04:10 PM
Chiarello Guy,Chief Operating Officer,2021-12-06,Option Exercise,36.54,20000,730800,Dec 08 04:09 PM
Chiarello Guy,Chief Operating Officer,2021-12-06,Sale,103.26,20000,2065200,Dec 08 04:09 PM
Chiarello Guy,Chief Operating Officer,2021-12-03,Option Exercise,36.54,60000,2192400,Dec 03 05:25 PM
Chiarello Guy,Chief Operating Officer,2021-12-03,Sale,100.18,60000,6010800,Dec 03 05:25 PM
Bisignano Frank,President and CEO,2021-12-01,Option Exercise,36.54,377955,13810476,Dec 03 05:26 PM
DiSimone Harry,Director,2021-11-26,Buy,97.21,1000,97210,Nov 30 04:09 PM
Bisignano Frank,President and CEO,2021-11-23,Buy,95.94,310,29741,Nov 23 07:07 PM
Bisignano Frank,President and CEO,2021-11-23,Buy,96.02,10091,968938,Nov 23 07:07 PM
OLEARY DENIS,Director,2021-11-23,Buy,95.99,10400,998296,Nov 23 04:00 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-11-15,Sale,100.76,10000,1007600,Nov 16 04:20 PM
DiSimone Harry,Director,2021-11-10,Option Exercise,69.9,960,67104,Nov 12 04:25 PM
DAVIS ALISON,Director,2021-11-10,Sale,100.17,1934,193729,Nov 12 04:24 PM
OLEARY DENIS,Director,2021-11-01,Buy,99.35,15700,1559795,Nov 03 04:10 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-10-15,Sale,108.55,10000,1085500,Oct 18 04:16 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-09-15,Sale,107.15,10000,1071500,Sep 17 04:10 PM
Bisignano Frank,President and CEO,2021-09-01,Option Exercise,36.54,377955,13810476,Sep 02 04:16 PM
Chiarello Guy,Chief Operating Officer,2021-08-23,Option Exercise,36.54,20000,730800,Aug 23 04:27 PM
Chiarello Guy,Chief Operating Officer,2021-08-23,Sale,117.64,20000,2352800,Aug 23 04:27 PM
Chiarello Guy,Chief Operating Officer,2021-08-19,Option Exercise,36.54,40000,1461600,Aug 23 04:27 PM
Chiarello Guy,Chief Operating Officer,2021-08-19,Sale,117.71,40000,4708400,Aug 23 04:27 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-08-16,Sale,111.04,10000,1110400,Aug 17 04:13 PM
OLEARY DENIS,Director,2021-08-11,Buy,111.28,12500,1391000,Aug 12 04:29 PM
VIELEHR BYRON C,Chief Digital and Data Officer,2021-07-15,Sale,109.63,10000,1096300,Jul 16 05:08 PM
