Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Hargrove Robin S.,"EVP, Res, Dev & Qlty",2022-05-11,Sale,65.86,30500,2008730,May 12 08:30 AM
Brusadelli Maurizio,EVP  and President AMEA,2022-02-25,Sale,65.09,26500,1724885,Feb 28 04:08 PM
Gruber Vinzenz P.,"EVP and President, Europe",2021-12-14,Sale,63.3,15000,949500,Dec 15 04:25 PM
Reynolds Fredric G,Director,2021-12-14,Sale,63.29,90000,5696415,Dec 27 04:08 PM
MAY PETER W,Director,2021-12-08,Sale,60.74,650000,39482409,Dec 09 05:19 PM
MAY PETER W,Director,2021-12-07,Sale,61.71,847696,52310896,Dec 09 05:19 PM
MAY PETER W,Director,2021-11-30,Sale,60.1,150000,9015000,Dec 01 05:01 PM
MAY PETER W,Director,2021-11-29,Sale,60.32,431000,25999041,Dec 01 05:01 PM
Walter Glen,"EVP & President, North America",2021-11-29,Sale,60.36,18000,1086480,Nov 29 04:24 PM
Walter Glen,"EVP & President, North America",2021-11-19,Sale,62.49,6304,393937,Nov 19 04:18 PM
MAY PETER W,Director,2021-11-18,Sale,62.27,669062,41661487,Nov 18 05:19 PM
MAY PETER W,Director,2021-11-17,Sale,62.2,3550000,220811065,Nov 18 05:19 PM
MAY PETER W,Director,2021-11-16,Sale,62.66,1250000,78328500,Nov 18 05:19 PM
BUNCH CHARLES E,Director,2021-11-05,Buy,62.46,1000,62460,Nov 09 04:06 PM
MAY PETER W,Director,2021-08-30,Sale,61.99,399654,24776030,Aug 30 05:32 PM
MAY PETER W,Director,2021-08-27,Sale,62.06,79346,4924475,Aug 30 05:32 PM
MAY PETER W,Director,2021-08-10,Sale,62.2,161316,10034646,Aug 12 05:19 PM
