Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Lisowski Sheryl Ann,CAO/CONTROLLER/TREASURER,2022-07-14,Buy,46.63,1058,49330,Jul 18 11:47 AM
Jansen James C,EXECUTIVE VICE PRESIDENT,2022-06-15,Buy,48.92,1000,48920,Jun 17 11:59 AM
Lewis Holden,CHIEF FINANCIAL OFFICER/EVP,2022-06-15,Buy,49.44,1000,49440,Jun 17 11:52 AM
Ancius Michael J,Director,2022-06-15,Buy,49.18,678,33344,Jun 17 11:48 AM
Johnson Daniel L.,Director,2022-05-19,Buy,51.01,1000,51009,May 20 03:51 PM
Ancius Michael J,Director,2022-05-11,Buy,51,1000,51000,May 12 11:54 AM
Ancius Michael J,Director,2022-05-06,Buy,53,400,21200,May 09 11:14 AM
Ancius Michael J,Director,2022-05-05,Buy,54.65,235,12844,May 09 11:14 AM
Ancius Michael J,Director,2022-04-14,Buy,56.41,650,36664,Apr 18 12:52 PM
Ancius Michael J,Director,2022-01-20,Buy,57.18,730,41741,Jan 21 05:11 PM
FLORNESS DANIEL L,CEO and President,2021-12-09,Option Exercise,23,50000,1150000,Dec 10 04:20 PM
Drazkowski William Joseph,Executive Vice-President,2021-12-07,Option Exercise,23.38,6630,154990,Dec 08 04:23 PM
Drazkowski William Joseph,Executive Vice-President,2021-12-07,Sale,62.99,6630,417622,Dec 08 04:23 PM
Jansen James C,Executive Vice President,2021-12-06,Option Exercise,28,25000,700000,Dec 08 04:23 PM
Jansen James C,Executive Vice President,2021-12-06,Sale,62.02,25000,1550608,Dec 08 04:23 PM
FLORNESS DANIEL L,CEO and President,2021-11-10,Option Exercise,23,99868,2296964,Nov 12 10:54 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Option Exercise,21,6428,134988,Nov 09 09:32 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Sale,59.33,458,27171,Nov 09 09:32 AM
Soderberg John Lewis,Senior Executive VP,2021-11-05,Sale,59.36,6428,381538,Nov 09 09:32 AM
Nielsen Sarah N,Director,2021-10-15,Buy,55.76,1000,55760,Oct 18 06:13 PM
HSU Hsenghung Sam,Director,2021-09-13,Buy,53.2,1000,53200,Sep 14 04:31 PM
Ancius Michael J,Director,2021-09-08,Buy,54.09,265,14334,Sep 10 12:55 PM
WISECUP REYNE K,Senior Executive VP,2021-08-31,Option Exercise,21,21428,449988,Sep 01 10:16 AM
WISECUP REYNE K,Senior Executive VP,2021-08-31,Sale,56.02,21428,1200371,Sep 01 10:16 AM
LUNDQUIST NICHOLAS J,Director,2021-08-30,Option Exercise,21.83,32980,719968,Sep 01 10:15 AM
LUNDQUIST NICHOLAS J,Director,2021-08-30,Sale,56.1,32980,1850167,Sep 01 10:15 AM
Watts Jeffery Michael,Executive Vice-President,2021-08-23,Option Exercise,23.37,21434,500982,Aug 25 11:11 AM
Watts Jeffery Michael,Executive Vice-President,2021-08-23,Sale,55.77,21434,1195430,Aug 25 11:11 AM
Drazkowski William Joseph,Executive Vice-President,2021-08-20,Option Exercise,23.69,15126,358278,Aug 24 09:37 AM
Drazkowski William Joseph,Executive Vice-President,2021-08-20,Sale,55.99,15126,846963,Aug 24 09:37 AM
Heise Rita J.,Director,2021-08-16,Option Exercise,26.81,16400,439750,Aug 18 04:31 PM
Heise Rita J.,Director,2021-08-16,Sale,55.66,16400,912774,Aug 18 04:31 PM
FLORNESS DANIEL L,CEO and President,2021-08-10,Option Exercise,22.23,99094,2202974,Aug 12 12:05 PM
Lisowski Sheryl Ann,CAO/Controller/Treasurer,2021-08-06,Option Exercise,25.34,15980,404945,Aug 10 09:00 AM
Lisowski Sheryl Ann,CAO/Controller/Treasurer,2021-08-06,Sale,55.17,15980,881621,Aug 10 09:00 AM
Johnson Daniel L.,Director,2021-08-04,Buy,55.48,1000,55475,Aug 06 09:57 AM
Miller Charles S.,Senior Executive VP,2021-08-02,Option Exercise,23.42,35141,823138,Aug 04 03:12 PM
Miller Charles S.,Senior Executive VP,2021-08-02,Sale,55.1,35141,1936359,Aug 04 03:12 PM
LUNDQUIST NICHOLAS J,Director,2021-07-16,Option Exercise,53.51,9000,481590,Jul 19 04:31 PM
LUNDQUIST NICHOLAS J,Director,2021-07-15,Option Exercise,53.3,8726,465052,Jul 19 04:31 PM
