Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Tu Amy,EVP&Chief Legal Officer,2022-05-11,Sale,90.3,3346,302130,May 12 11:25 AM
White Noel W,Director,2022-03-17,Sale,87.19,22540,1965348,Mar 21 10:45 AM
Miller Shane,Group President Fresh Meats,2022-03-03,Option Exercise,42.26,4000,169040,Mar 04 04:39 PM
Miller Shane,Group President Fresh Meats,2022-03-03,Sale,96,5050,484790,Mar 04 04:39 PM
Nichol Jason,Chief Customer Officer,2022-02-11,Option Exercise,59.18,8470,501276,Feb 14 05:41 PM
Nichol Jason,Chief Customer Officer,2022-02-11,Sale,98.08,11395,1117579,Feb 14 05:41 PM
Bray David R.,Group President Poultry,2022-02-11,Sale,98.28,2925,287468,Feb 14 05:35 PM
Miller Shane,Group President Fresh Meats,2022-02-10,Option Exercise,42.26,3900,164814,Feb 14 05:40 PM
Miller Shane,Group President Fresh Meats,2022-02-10,Sale,99,3900,386100,Feb 14 05:40 PM
White Noel W,Director,2022-02-09,Sale,99.21,50305,4990993,Feb 11 08:22 AM
TYSON JOHN H,Chairman of the Board,2021-12-21,Option Exercise,19.36,60600,1173216,Dec 21 06:42 PM
TYSON JOHN H,Chairman of the Board,2021-12-20,Option Exercise,19.36,100000,1936000,Dec 21 06:42 PM
TYSON JOHN H,Chairman of the Board,2021-12-20,Sale,84.85,100000,8484940,Dec 21 06:42 PM
Thurber Robert C.,Director,2021-12-16,Sale,86.7,3000,260100,Dec 17 09:46 AM
White Noel W,Director,2021-12-14,Sale,86.04,22500,1935792,Dec 14 02:10 PM
TYSON JOHN H,Chairman of the Board,2021-11-29,Option Exercise,0,54942,0,Dec 01 05:30 PM
O'Mara Noelle,Group President Prepared Foods,2021-11-29,Option Exercise,0,2842,0,Dec 01 05:29 PM
Spradley Jay Scott,EVP&Chf Technology&Automation,2021-11-29,Option Exercise,0,12315,0,Dec 01 05:29 PM
Thomas Phillip W,"VP, Controller & CAO",2021-11-29,Option Exercise,0,829,0,Dec 01 05:29 PM
Tu Amy,EVP&Chief Legal Officer,2021-11-29,Option Exercise,0,13262,0,Dec 01 05:30 PM
Miller Shane,Group President Fresh Meats,2021-11-29,Option Exercise,0,2842,0,Dec 01 05:28 PM
Nichol Jason,Chief Customer Officer,2021-11-29,Option Exercise,0,2842,0,Dec 01 05:28 PM
Bray David R.,Group President Poultry,2021-11-29,Option Exercise,0,2842,0,Dec 01 05:27 PM
Glendinning Stewart,EVP & Chief Financial Officer,2021-11-29,Option Exercise,0,17998,0,Dec 01 05:27 PM
White Noel W,Director,2021-11-29,Option Exercise,0,52101,0,Dec 21 06:43 PM
White Noel W,Director,2021-11-23,Sale,83.01,6000,498060,Nov 23 05:36 PM
Langholz Christopher Lynn,President International,2021-11-23,Sale,83,6014,499162,Nov 23 05:31 PM
White Noel W,Director,2021-10-26,Sale,82.9,30000,2486972,Oct 28 12:26 PM
Banister Gaurdie E. JR.,Director,2021-08-13,Sale,82.28,20095,1653453,Aug 17 02:01 PM
Thurber Robert C.,Director,2021-08-10,Sale,78.82,10696,843091,Aug 12 10:55 AM
