Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-12-31 00:00:00-05:00,0.6598254669303593,0.669388473033905,0.6502630482305406,0.669388473033905,428732,0.0,0.0
1982-01-04 00:00:00-05:00,0.669388473033905,0.6757634188337842,0.663013527234026,0.669388473033905,123185,0.0,0.0
1982-01-05 00:00:00-05:00,0.6693880805321046,0.6757630225939784,0.6566376090049744,0.6566376090049744,251201,0.0,0.0
1982-01-06 00:00:00-05:00,0.669388473033905,0.6757634188337842,0.663013527234026,0.669388473033905,318832,0.0,0.0
1982-01-07 00:00:00-05:00,0.6885138750076294,0.701263764824937,0.6757633243612212,0.6885138750076294,371970,0.0,0.0
1982-01-08 00:00:00-05:00,0.7140141545916635,0.7395145893096924,0.6885137198736346,0.7395145893096924,1734252,0.0,0.0
1982-01-11 00:00:00-05:00,0.7267641091781629,0.7458896022039855,0.7076392769813538,0.7076392769813538,496363,0.0,0.0
1982-01-12 00:00:00-05:00,0.6948887705802917,0.7012637150363347,0.6885138261242487,0.6948887705802917,263278,0.0,0.0
1982-01-13 00:00:00-05:00,0.7012637150363347,0.7076393203214313,0.6948887705802917,0.6948887705802917,149754,0.0,0.0
1982-01-14 00:00:00-05:00,0.7331396425027253,0.7522651355769496,0.7076392787722106,0.7458896040916443,253616,0.0,0.0
1982-01-15 00:00:00-05:00,0.7458896040916443,0.7586400796586861,0.7331396425027253,0.7458896040916443,152170,0.0,0.0
1982-01-18 00:00:00-05:00,0.7395145622250433,0.7522650361061096,0.7267640149185406,0.7522650361061096,218593,0.0,0.0
1982-01-19 00:00:00-05:00,0.7458895955757365,0.7522651269882517,0.7331396341323853,0.7331396341323853,270524,0.0,0.0
1982-01-20 00:00:00-05:00,0.7522651768077339,0.7713900101011532,0.7331396826852633,0.7650150656700134,607471,0.0,0.0
1982-01-21 00:00:00-05:00,0.7777656153613441,0.7905155042236237,0.7586401212388736,0.7650150656700134,486702,0.0,0.0
1982-01-22 00:00:00-05:00,0.7586399793448972,0.7713898658224725,0.7458895054638309,0.7522650361061096,1106250,0.0,0.0
1982-01-25 00:00:00-05:00,0.7267640714661283,0.7395146197647176,0.7140141839965182,0.7203891277313232,183570,0.0,0.0
1982-01-26 00:00:00-05:00,0.7267640829086304,0.7331396141473516,0.7203891390734554,0.7267640829086304,152170,0.0,0.0
1982-01-27 00:00:00-05:00,0.7267640829086304,0.7331396141473516,0.7203891390734554,0.7267640829086304,201685,0.0,0.0
1982-01-28 00:00:00-05:00,0.758640320418264,0.7841407656669617,0.7331398751695665,0.7841407656669617,570033,0.0,0.0
1982-01-29 00:00:00-05:00,0.7777656153613441,0.784140559792484,0.7650150656700134,0.7650150656700134,673895,0.0,0.0
1982-02-01 00:00:00-05:00,0.7522650636577436,0.7650149506022822,0.7395145893096924,0.7395145893096924,167870,0.0,0.0
1982-02-02 00:00:00-05:00,0.7331396141473516,0.73951463140797,0.7267640829086304,0.7267640829086304,245162,0.0,0.0
1982-02-03 00:00:00-05:00,0.7267640829086304,0.7331396141473516,0.7203891390734554,0.7267640829086304,219801,0.0,0.0
1982-02-04 00:00:00-05:00,0.7203891763234728,0.7267641204882846,0.707639287993849,0.7140142321586609,205308,0.0,0.0
1982-02-05 00:00:00-05:00,0.7203891277313232,0.7267640714661283,0.7076392402617131,0.7203891277313232,223424,0.0,0.0
1982-02-08 00:00:00-05:00,0.701263764824937,0.7203892603799991,0.6757633243612212,0.6885138750076294,142508,0.0,0.0
1982-02-09 00:00:00-05:00,0.6821384380591292,0.6948889170626146,0.669388473033905,0.669388473033905,289847,0.0,0.0
1982-02-10 00:00:00-05:00,0.682138447525022,0.6885139808171001,0.6693884823228692,0.6757634282112122,531386,0.0,0.0
1982-02-11 00:00:00-05:00,0.6757634188337842,0.6757634188337842,0.669388473033905,0.669388473033905,95408,0.0,0.0
1982-02-12 00:00:00-05:00,0.669388473033905,0.6757634188337842,0.663013527234026,0.669388473033905,140093,0.0,0.0
1982-02-16 00:00:00-05:00,0.6630135364345263,0.6757634282112122,0.6502630572541052,0.6757634282112122,253616,0.0,0.0
