Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-15 00:00:00-04:00,28.77585193424427,29.609299553989235,28.33719564455554,28.503887176513672,17022500,0.0,0.0
2010-06-16 00:00:00-04:00,28.398607227737315,28.767080250965854,28.04768253102079,28.135414123535156,2158800,0.0,0.0
2010-06-17 00:00:00-04:00,28.381067626693817,28.495119227304322,27.416024889264786,27.635353088378906,1467700,0.0,0.0
2010-06-18 00:00:00-04:00,27.59148915226617,27.766950714130502,26.986142831481878,27.20547103881836,1132200,0.0,0.0
2010-06-21 00:00:00-04:00,27.77572245597393,28.951321713984868,27.205469484154616,28.109102249145508,1066900,0.0,0.0
2010-06-22 00:00:00-04:00,28.407388892732907,29.08292013824649,27.907319200074692,28.679353713989258,1008800,0.0,0.0
2010-06-23 00:00:00-04:00,28.951317318213096,29.389973641216322,28.074004672206637,29.372426986694336,1029400,0.0,0.0
2010-06-24 00:00:00-04:00,29.38120701825523,29.986551642847573,28.740765731927137,29.20574378967285,1600800,0.0,0.0
2010-06-25 00:00:00-04:00,29.214508193441336,29.258373153028046,28.135414123535156,28.135414123535156,640100,0.0,0.0
2010-06-28 00:00:00-04:00,28.486337955384666,28.995177465278974,27.86344521004089,28.758302688598633,718200,0.0,0.0
2010-06-29 00:00:00-04:00,28.2933359545364,28.33720092233871,27.433569868217504,27.863452911376953,622300,0.0,0.0
2010-06-30 00:00:00-04:00,28.06523531603545,28.644263283803053,27.76694884031993,28.556529998779297,402400,0.0,0.0
2010-07-01 00:00:00-04:00,28.293335830107907,28.512664014837423,26.319382167542237,26.59134864807129,1023200,0.0,0.0
2010-07-02 00:00:00-04:00,26.53871404654079,27.19669869232279,26.33693249010293,27.073875427246094,483700,0.0,0.0
2010-07-06 00:00:00-04:00,27.54762372972277,27.54762372972277,26.056192857630062,26.143922805786133,805200,0.0,0.0
2010-07-07 00:00:00-04:00,26.14392219677876,26.6966302279994,25.591215838899586,25.64385414123535,583700,0.0,0.0
2010-07-08 00:00:00-04:00,25.4859335419295,26.600121084609107,24.95954725489645,25.450841903686523,2176300,0.0,0.0
2010-07-09 00:00:00-04:00,25.63508254502916,25.73158750028688,25.143787785551044,25.415754318237305,448600,0.0,0.0
2010-07-12 00:00:00-04:00,25.22274051773699,25.301698795833726,23.39793014025697,23.511980056762695,1194500,0.0,0.0
2010-07-13 00:00:00-04:00,24.020822712351713,24.538437376339065,23.61725964461448,24.43316078186035,877900,0.0,0.0
2010-07-14 00:00:00-04:00,24.012053019667913,24.012053019667913,23.80149646681998,23.985733032226562,885100,0.0,0.0
2010-07-15 00:00:00-04:00,23.862916284202615,23.906781268569656,22.897871568050693,23.248796463012695,642100,0.0,0.0
2010-07-16 00:00:00-04:00,23.03823373353214,23.819041569888157,23.003140419235034,23.204923629760742,708700,0.0,0.0
2010-07-19 00:00:00-04:00,23.62603505549871,23.62603505549871,22.862772148216415,23.24001693725586,306000,0.0,0.0
2010-07-20 00:00:00-04:00,23.020685682647034,23.424250405924184,22.810130829635956,22.88031578063965,490100,0.0,0.0
2010-07-21 00:00:00-04:00,22.90663853719297,23.7576313802773,22.90663853719297,23.345294952392578,854200,0.0,0.0
2010-07-22 00:00:00-04:00,23.599716392665876,24.213836084646875,23.468119793910386,23.713768005371094,322600,0.0,0.0
2010-07-23 00:00:00-04:00,23.590942565896498,23.854137431203362,23.36284101863382,23.81904411315918,233300,0.0,0.0
2010-07-26 00:00:00-04:00,23.68745300005067,23.810276294951898,22.90664489959248,23.248796463012695,631200,0.0,0.0
2010-07-27 00:00:00-04:00,23.16982907390399,24.257696658700787,23.02945917091997,23.85413360595703,537900,0.0,0.0
2010-07-28 00:00:00-04:00,23.731312491390224,23.880455746394993,23.310202714909046,23.81904411315918,131300,0.0,0.0
2010-07-29 00:00:00-04:00,23.68744520484903,23.87168008657179,23.073325585757146,23.397932052612305,296200,0.0,0.0
2010-07-30 00:00:00-04:00,23.222467647951134,23.85413389230302,23.090871071491577,23.336519241333008,220100,0.0,0.0
2010-08-02 00:00:00-04:00,23.81026741029838,24.240150455386377,23.4067043500146,24.16119384765625,356600,0.0,0.0
2010-08-03 00:00:00-04:00,23.985730895474063,24.24015072470989,23.81904100321117,23.90677261352539,254100,0.0,0.0
2010-08-04 00:00:00-04:00,23.950638124664955,24.126101349268897,23.380385154714137,23.43302345275879,412500,0.0,0.0
2010-08-05 00:00:00-04:00,23.038228135429918,23.038228135429918,21.26605635424125,21.75735092163086,1554200,0.0,0.0
2010-08-06 00:00:00-04:00,21.274836384743967,21.37134133268011,20.283473611127164,20.88004493713379,1221700,0.0,0.0
2010-08-09 00:00:00-04:00,21.055510053446348,21.222199976571776,20.64317358396933,21.029190063476562,436800,0.0,0.0
2010-08-10 00:00:00-04:00,20.95899990769913,20.95899990769913,20.178192138671875,20.178192138671875,396600,0.0,0.0
2010-08-11 00:00:00-04:00,20.055368658729602,20.327335124499005,19.634257295163327,20.134326934814453,578900,0.0,0.0
2010-08-12 00:00:00-04:00,20.125561811233908,20.66072163321524,19.915006880289177,20.450166702270508,515200,0.0,0.0
2010-08-13 00:00:00-04:00,20.26592374350825,20.494025246746354,20.002728928999126,20.178192138671875,322000,0.0,0.0
2010-08-16 00:00:00-04:00,19.99395751953125,20.37120058027044,19.941317551979658,19.99395751953125,190700,0.0,0.0
2010-08-17 00:00:00-04:00,20.064140094316905,20.309786553778885,19.704440385328567,20.28346824645996,329500,0.0,0.0
2010-08-18 00:00:00-04:00,20.072916940881267,20.33611179554808,19.73953879964636,20.274700164794922,361500,0.0,0.0
2010-08-19 00:00:00-04:00,20.55543686812946,20.74844506009654,20.002728928999126,20.178192138671875,655000,0.0,0.0
2010-08-20 00:00:00-04:00,20.09923195442419,20.18696355093566,19.853583818860287,20.06414031982422,326700,0.0,0.0
2010-08-23 00:00:00-04:00,19.985183946704794,20.353655348344624,19.985183946704794,20.178192138671875,279500,0.0,0.0
2010-08-24 00:00:00-04:00,19.739539037884022,19.88868228865947,18.642897980223797,19.116647720336914,762400,0.0,0.0
2010-08-25 00:00:00-04:00,18.677995303139422,19.151743471515772,18.642901978563934,19.01137351989746,242700,0.0,0.0
2010-08-26 00:00:00-04:00,19.090327830044682,19.54653091396312,18.642898075433305,18.669218063354492,213900,0.0,0.0
2010-08-27 00:00:00-04:00,18.739397979658616,18.792036267988834,17.765580442174027,18.30951499938965,378500,0.0,0.0
2010-08-30 00:00:00-04:00,18.30951522911283,18.57270834740712,17.853312262284422,18.090187072753906,273200,0.0,0.0
2010-08-31 00:00:00-04:00,17.99368730550047,18.406023755228617,17.905955683144697,18.34461212158203,110300,0.0,0.0
2010-09-01 00:00:00-04:00,18.56498997879586,19.384811763396883,18.468022985884375,19.05864715576172,257000,0.1,0.0
2010-09-02 00:00:00-04:00,19.2085120787723,19.314294586147312,18.53855003366088,19.10272789001465,143800,0.0,0.0
2010-09-03 00:00:00-04:00,19.173251113157736,19.772690957211033,18.996944683242276,19.543493270874023,233400,0.0,0.0
2010-09-07 00:00:00-04:00,19.596385955810547,19.596385955810547,19.137990549720946,19.596385955810547,188100,0.0,0.0
2010-09-08 00:00:00-04:00,19.587562086788882,19.90491287546803,19.22613554696302,19.437702178955078,263000,0.0,0.0
2010-09-09 00:00:00-04:00,19.843203591281956,19.843203591281956,18.961675231019132,19.217317581176758,214400,0.0,0.0
2010-09-10 00:00:00-04:00,19.208507446140523,19.614009762251694,19.129169744052298,19.340736389160156,136100,0.0,0.0
2010-09-13 00:00:00-04:00,19.552302091085174,19.552302091085174,18.829449001490786,19.24376678466797,237700,0.0,0.0
2010-09-14 00:00:00-04:00,19.014575662510367,19.975442174645902,18.970499895722867,19.543493270874023,375100,0.0,0.0
2010-09-15 00:00:00-04:00,19.30547676811217,19.88728553263795,19.30547676811217,19.693349838256836,245800,0.0,0.0
2010-09-16 00:00:00-04:00,19.69335063797368,19.975439543576837,19.40244624389761,19.65808868408203,327700,0.0,0.0
2010-09-17 00:00:00-04:00,19.658083165528737,20.142924807135753,19.614007416919932,19.79912757873535,404600,0.0,0.0
2010-09-20 00:00:00-04:00,19.64927161531159,19.74623860965258,18.882341059299918,19.270214080810547,379500,0.0,0.0
2010-09-21 00:00:00-04:00,19.3319198593879,19.375995610889685,18.847078185957532,18.97049331665039,298500,0.0,0.0
2010-09-22 00:00:00-04:00,19.049833835055896,19.252585012195713,18.688407238804082,18.80300521850586,256100,0.0,0.0
2010-09-23 00:00:00-04:00,18.564992391484278,18.706036837123893,18.14185905456543,18.14185905456543,319600,0.0,0.0
2010-09-24 00:00:00-04:00,18.335789811915603,18.46802041532263,18.09777842482328,18.16830062866211,237000,0.0,0.0
2010-09-27 00:00:00-04:00,18.212380182303015,18.78537341843356,17.9655515765839,18.573806762695312,397100,0.0,0.0
2010-09-28 00:00:00-04:00,18.538550524443547,18.92642197026381,18.37105958838594,18.785377502441406,204900,0.0,0.0
2010-09-29 00:00:00-04:00,18.8206397753435,18.926422287290873,18.30053766101792,18.31816864013672,298300,0.0,0.0
2010-09-30 00:00:00-04:00,18.485656792599155,18.51210325969646,17.277963378659884,17.806880950927734,1710100,0.0,0.0
2010-10-01 00:00:00-04:00,17.850955220547366,18.230012810301172,17.480713119088122,18.15949058532715,480700,0.0,0.0
2010-10-04 00:00:00-04:00,18.13304640293126,18.23883059439906,17.64820625537865,17.9743709564209,271400,0.0,0.0
2010-10-05 00:00:00-04:00,18.044894641155345,18.45039877943965,17.91266565222585,18.362245559692383,385200,0.0,0.0
2010-10-06 00:00:00-04:00,18.335799089353355,18.60025874859516,18.115416880676595,18.362245559692383,179400,0.0,0.0
2010-10-07 00:00:00-04:00,18.362241771954658,18.45921046181237,17.912661957226828,18.15949058532715,176900,0.0,0.0
2010-10-08 00:00:00-04:00,18.13304464057642,18.503286752655782,18.071337902126945,18.379873275756836,168900,0.0,0.0
2010-10-11 00:00:00-04:00,18.423942776551073,18.891153422508793,18.133038478866972,18.564987182617188,279200,0.0,0.0
2010-10-12 00:00:00-04:00,18.564997132800368,19.728614947194856,18.512105872523215,19.596385955810547,608600,0.0,0.0
2010-10-13 00:00:00-04:00,19.816765681145863,20.098854609059554,19.481785499594015,19.578752517700195,714000,0.0,0.0
2010-10-14 00:00:00-04:00,19.658081761827656,20.134107883445477,19.552299300167192,19.948986053466797,287000,0.0,0.0
2010-10-15 00:00:00-04:00,20.00188095791433,20.00188095791433,19.58756151122822,19.81675910949707,250500,0.0,0.0
2010-10-18 00:00:00-04:00,19.79032095666249,20.707109975237675,19.702167746069218,20.451467514038086,467600,0.0,0.0
2010-10-19 00:00:00-04:00,20.451459835540906,20.71591768664743,20.336860200381267,20.389751434326172,432900,0.0,0.0
2010-10-20 00:00:00-04:00,20.451465360399663,21.08616538334549,20.195821244737996,20.91867446899414,394200,0.0,0.0
2010-10-21 00:00:00-04:00,21.05089843587585,21.209573824311686,20.645396159990558,21.07734489440918,243700,0.0,0.0
2010-10-22 00:00:00-04:00,21.191947135798358,21.69441813996267,21.147869699496585,21.63271141052246,454800,0.0,0.0
2010-10-25 00:00:00-04:00,21.703237014901358,22.020586198898094,21.377070660885714,21.48285484313965,329600,0.0,0.0
2010-10-26 00:00:00-04:00,21.685606206407712,21.817835174217368,21.15668865378654,21.359439849853516,161600,0.0,0.0
2010-10-27 00:00:00-04:00,21.156685335850792,21.341805525475987,21.068532144008287,21.30654525756836,228400,0.0,0.0
2010-10-28 00:00:00-04:00,21.315360281075602,21.368251522477294,20.768811848650632,21.15668487548828,166400,0.0,0.0
2010-10-29 00:00:00-04:00,21.086162937032476,21.324176048542476,21.086162937032476,21.16550064086914,195000,0.0,0.0
2010-11-01 00:00:00-04:00,21.183128638438667,21.597446392507607,20.389751711567452,20.795255661010742,269800,0.0,0.0
2010-11-02 00:00:00-04:00,20.88341803361497,21.288920480198378,20.477913905648784,21.253660202026367,279600,0.0,0.0
2010-11-03 00:00:00-04:00,21.20957611688997,21.37706700960795,20.80407379717326,21.15668487548828,229500,0.0,0.0
2010-11-04 00:00:00-04:00,21.553373672805925,21.553373672805925,20.980378771456163,21.16550064086914,456600,0.0,0.0
2010-11-05 00:00:00-04:00,21.23601798280615,22.038208642897054,21.1390493267352,21.729673385620117,474200,0.0,0.0
2010-11-08 00:00:00-05:00,21.747306237654442,22.0382105496546,21.139051155697008,21.923612594604492,587400,0.0,0.0
2010-11-09 00:00:00-05:00,22.038217464838233,22.19689289960628,21.650344366669966,21.967695236206055,499300,0.0,0.0
2010-11-10 00:00:00-05:00,22.038211625704488,22.196887018430697,21.694416062385773,21.897167205810547,159100,0.0,0.0
2010-11-11 00:00:00-05:00,21.685595291674794,21.976499546991946,21.465213229119932,21.782562255859375,145900,0.0,0.0
2010-11-12 00:00:00-05:00,21.667975147479382,21.85309704682248,21.24484177952736,21.288917541503906,127000,0.0,0.0
2010-11-15 00:00:00-05:00,21.244840872058088,21.59745199695639,21.200763430581755,21.45640754699707,136700,0.0,0.0
2010-11-16 00:00:00-05:00,21.26246702684005,21.98532008930176,21.22720508165553,21.68560028076172,482000,0.0,0.0
2010-11-17 00:00:00-05:00,21.81784142146879,21.844287895156338,21.447599196758237,21.509305953979492,120000,0.0,0.0
2010-11-18 00:00:00-05:00,21.641517870334802,21.861899932889663,21.500473484810225,21.782562255859375,142100,0.0,0.0
2010-11-19 00:00:00-05:00,21.78257396031529,22.30267604192236,21.39470253239815,22.055849075317383,327900,0.0,0.0
2010-11-22 00:00:00-05:00,21.950057322566902,21.994134752397812,21.67678398314337,21.86190414428711,151000,0.0,0.0
2010-11-23 00:00:00-05:00,21.597455045400537,21.95006622006931,21.597455045400537,21.76494598388672,104600,0.0,0.0
2010-11-24 00:00:00-05:00,21.58863046404023,21.58863046404023,20.363306517579797,21.0508975982666,533700,0.0,0.0
2010-11-26 00:00:00-05:00,20.9186764216466,21.659160691561755,20.59251173214982,20.715925216674805,95700,0.0,0.0
2010-11-29 00:00:00-05:00,20.7159207518005,21.024456077997385,20.46909215456654,20.83051872253418,198700,0.0,0.0
2010-11-30 00:00:00-05:00,20.742367619247645,21.00682551465839,20.645398939618637,20.97156524658203,397000,0.0,0.0
2010-12-01 00:00:00-05:00,21.20172968973058,21.538123812162713,21.157466194358125,21.166318893432617,350500,0.1,0.0
2010-12-02 00:00:00-05:00,21.166322226429205,21.546979904174805,21.166322226429205,21.546979904174805,177900,0.0,0.0
2010-12-03 00:00:00-05:00,21.307967132472797,21.64436307648459,21.25485260549002,21.600099563598633,162200,0.0,0.0
2010-12-06 00:00:00-05:00,21.60008843624317,22.272878289196516,21.423039541347762,21.971893310546875,192900,0.0,0.0
2010-12-07 00:00:00-05:00,22.184357248563487,22.184357248563487,21.591239875625394,21.945341110229492,133900,0.0,0.0
2010-12-08 00:00:00-05:00,21.874521623429306,21.92763782683356,21.29910959438978,21.449602127075195,231300,0.0,0.0
2010-12-09 00:00:00-05:00,21.55582802930076,21.60008983376847,20.62631493916227,20.829923629760742,305300,0.0,0.0
2010-12-10 00:00:00-05:00,20.77680754002208,20.936152738453956,20.272215537307556,20.334182739257812,388600,0.0,0.0
2010-12-13 00:00:00-05:00,20.289920070801816,20.61746315235442,19.980082385761147,20.369592666625977,436100,0.0,0.0
2010-12-14 00:00:00-05:00,20.316482543945312,20.732549320764445,20.05090660447105,20.316482543945312,376600,0.0,0.0
2010-12-15 00:00:00-05:00,20.139432667257616,20.71484469148327,19.95353102233793,20.2368106842041,411200,0.0,0.0
2010-12-16 00:00:00-05:00,20.289923309740956,20.502383036361095,19.47549351345719,19.51090431213379,861100,0.0,0.0
2010-12-17 00:00:00-05:00,19.42237585415772,19.723360840178216,19.280736059380963,19.57286834716797,636300,0.0,0.0
2010-12-20 00:00:00-05:00,19.572869513886744,19.758771122432815,19.29844091772877,19.652542114257812,429200,0.0,0.0
2010-12-21 00:00:00-05:00,19.696803919584124,19.741065724910435,19.49319691351567,19.652542114257812,486300,0.0,0.0
2010-12-22 00:00:00-05:00,19.62597971673375,19.749914095269602,19.484339944555835,19.56401252746582,504300,0.0,0.0
2010-12-23 00:00:00-05:00,19.493201884800087,19.96238321943939,19.484349183781223,19.847301483154297,406200,0.0,0.0
2010-12-27 00:00:00-05:00,19.732209577980974,20.02434180713443,19.732209577980974,19.856143951416016,237500,0.0,0.0
2010-12-28 00:00:00-05:00,19.69680447094423,20.537792303522487,19.69680447094423,20.39615249633789,481400,0.0,0.0
2010-12-29 00:00:00-05:00,20.49352724005124,20.49352724005124,20.033197057691805,20.086313247680664,192400,0.0,0.0
2010-12-30 00:00:00-05:00,19.92696886923399,20.334182878250374,19.918116170540635,20.121723175048828,339200,0.0,0.0
2010-12-31 00:00:00-05:00,20.050907350804444,20.351892413657243,20.050907350804444,20.2368106842041,269700,0.0,0.0
2011-01-03 00:00:00-05:00,20.378449193526695,21.1132064020206,20.254513083137937,21.024681091308594,576400,0.0,0.0
2011-01-04 00:00:00-05:00,20.971561524746694,21.378775491984758,20.91844533803607,21.08664321899414,505600,0.0,0.0
2011-01-05 00:00:00-05:00,20.989270291631843,21.192879012813425,20.60861432598597,21.024681091308594,502000,0.0,0.0
2011-01-06 00:00:00-05:00,20.8122188781951,21.033531284358194,20.590906472032003,20.891891479492188,310900,0.0,0.0
2011-01-07 00:00:00-05:00,20.891893400882715,21.113205827399526,20.82992619161478,21.077795028686523,288900,0.0,0.0
2011-01-10 00:00:00-05:00,20.891895324710536,21.644357981854085,20.732550092788372,21.476160049438477,343700,0.0,0.0
2011-01-11 00:00:00-05:00,21.608940489428004,21.653202289711167,21.15746303492607,21.228282928466797,372300,0.0,0.0
2011-01-12 00:00:00-05:00,21.290247379515087,21.458445238170032,20.989262448650127,21.19287109375,379400,0.0,0.0
2011-01-13 00:00:00-05:00,21.184024364814395,21.245991570070345,20.652874237866694,20.838777542114258,303700,0.0,0.0
2011-01-14 00:00:00-05:00,20.74139968948929,21.14861372037169,20.67943248378803,21.068941116333008,299400,0.0,0.0
2011-01-18 00:00:00-05:00,21.006970048406668,21.16631522718771,20.75910127117341,20.88303565979004,204500,0.0,0.0
2011-01-19 00:00:00-05:00,20.829928386756897,20.953862818353482,20.466976104098336,20.537796020507812,299500,0.0,0.0
2011-01-20 00:00:00-05:00,20.484675064465314,20.670578357211248,20.27221536452682,20.360740661621094,201700,0.0,0.0
2011-01-21 00:00:00-05:00,20.431565301653603,20.56435243386137,20.272220067612285,20.537796020507812,250000,0.0,0.0
2011-01-24 00:00:00-05:00,20.449260711669922,20.6705730533796,20.31647364433995,20.449260711669922,157400,0.0,0.0
2011-01-25 00:00:00-05:00,20.360745053261503,20.396155855128864,20.183694420884635,20.30763053894043,107300,0.0,0.0
2011-01-26 00:00:00-05:00,20.360744183429855,20.56435122002898,20.32533338307528,20.528942108154297,249900,0.0,0.0
2011-01-27 00:00:00-05:00,20.59975906342398,20.617464461059775,20.245659553106353,20.493528366088867,211700,0.0,0.0
2011-01-28 00:00:00-05:00,20.36959353378917,20.43156073573943,20.05090313692542,20.334182739257812,324500,0.0,0.0
2011-01-31 00:00:00-05:00,20.369592666625977,20.369592666625977,19.856147987136698,20.369592666625977,495700,0.0,0.0
2011-02-01 00:00:00-05:00,20.43156426911489,20.45812236960629,20.272219043126313,20.316482543945312,324300,0.0,0.0
2011-02-02 00:00:00-05:00,20.236807318759823,20.688284837956896,20.112871220944353,20.582054138183594,364700,0.0,0.0
2011-02-03 00:00:00-05:00,20.555497953254076,21.14861533500264,20.555497953254076,21.051239013671875,443600,0.0,0.0
2011-02-04 00:00:00-05:00,21.095495839137865,21.31680821751257,21.04238134110218,21.228282928466797,430800,0.0,0.0
2011-02-07 00:00:00-05:00,21.2459881706705,21.54697313816669,21.2459881706705,21.51156234741211,305800,0.0,0.0
2011-02-08 00:00:00-05:00,21.387630963575514,21.670910575520143,21.263696555469657,21.662057876586914,388000,0.0,0.0
